group_key,priority,group_size,jp_type,rep_offset,rep_end,ja,ja_tpl,ja_clean,locks,kr_tpl
いや、お前がその格好であまり派手に動けないから、 自分達が隠密をやってるんだろうが！,70,1,normal,299276,299401,"いや、お前がその格好であまり派手に動けないから、
自分達が隠密をやってるんだろうが！","いや、お前がその格好であまり派手に動けないから、
自分達が隠密をやってるんだろうが！","いや、お前がその格好であまり派手に動けないから、
自分達が隠密をやってるんだろうが！",[],"아니, 네 그 꼴로는 티 나게 움직이기 힘드니까,
은밀 임무를 맡는 거잖아!"
フッ……そなたの言うとおりではあるが、 執務ばかりでは腕が鈍るのでな。 少しだけ、某にも働かせて頂こう。,70,1,normal,299578,299731,"フッ……そなたの言うとおりではあるが、
執務ばかりでは腕が鈍るのでな。
少しだけ、某にも働かせて頂こう。","フッ……そなたの言うとおりではあるが、
執務ばかりでは腕が鈍るのでな。
少しだけ、某にも働かせて頂こう。","フッ……そなたの言うとおりではあるが、
執務ばかりでは腕が鈍るのでな。
少しだけ、某にも働かせて頂こう。",[],"후…… 네 말이 틀린 것은 아니나,
책상에만 있으면 팔이 무뎌지니.
조금, 힘을 보태도록 하지."
まったく…… まぁ、お前がいてくれたら任務も早く済みそうだしな。 よろしく頼む！,70,1,normal,300007,300124,"まったく……
まぁ、お前がいてくれたら任務も早く済みそうだしな。
よろしく頼む！","まったく……
まぁ、お前がいてくれたら任務も早く済みそうだしな。
よろしく頼む！","まったく……
まぁ、お前がいてくれたら任務も早く済みそうだしな。
よろしく頼む！",[],"정말……
뭐, 네가 있어 주면 임무도 빨리 끝날 것 같네.
잘 부탁한다!"
たまには妹の勇姿を間近で見ておこうと思ってな。 今日は、よろしく頼むぞ。,70,1,normal,300581,300688,"たまには妹の勇姿を間近で見ておこうと思ってな。
今日は、よろしく頼むぞ。","たまには妹の勇姿を間近で見ておこうと思ってな。
今日は、よろしく頼むぞ。","たまには妹の勇姿を間近で見ておこうと思ってな。
今日は、よろしく頼むぞ。",[],"가끔은 여동생의 활약을 가까이서 보고 싶어서 말이지.
잘 부탁한다."
なんか釈然としないのです…… でも終わったら、ちゃんと屋敷に戻るのですよ！ 仕事も溜まっているですから！,70,1,normal,300866,301019,"なんか釈然としないのです……
でも終わったら、ちゃんと屋敷に戻るのですよ！
仕事も溜まっているですから！","なんか釈然としないのです……
でも終わったら、ちゃんと屋敷に戻るのですよ！
仕事も溜まっているですから！","なんか釈然としないのです……
でも終わったら、ちゃんと屋敷に戻るのですよ！
仕事も溜まっているですから！",[],"납득이 안 된다냐모……
그래도 끝나면, 꼭 저택으로 돌아가는거다냐모!
일도 잔뜩 쌓여 있다냐모!"
義弟の成長ぶりが気になってな。 たまには某も参加することにした。,70,1,normal,301653,301748,"義弟の成長ぶりが気になってな。
たまには某も参加することにした。","義弟の成長ぶりが気になってな。
たまには某も参加することにした。","義弟の成長ぶりが気になってな。
たまには某も参加することにした。",[],"의제의 성장한 모습이 궁금해서.
가끔은 나도 참가하지."
なぁなぁ、オシュトルは～ん。 うちといっぺんたたこうてくれへん？,70,1,normal,302343,302438,"なぁなぁ、オシュトルは～ん。
うちといっぺんたたこうてくれへん？","なぁなぁ、オシュトルは～ん。
うちといっぺんたたこうてくれへん？","なぁなぁ、オシュトルは～ん。
うちといっぺんたたこうてくれへん？",[],"저기, 오슈토르 씨~.
나랑 한 판 겨뤄 주면 안 될까?"
アトゥイ殿か。 某も一度手合わせ願いたいものだが、 もし何かあればソヤンケクル殿に合わせる顔がない。 申し訳ないが、また別の機会に。,70,1,normal,302575,302770,"アトゥイ殿か。　某も一度手合わせ願いたいものだが、
もし何かあればソヤンケクル殿に合わせる顔がない。
申し訳ないが、また別の機会に。","アトゥイ殿か。　某も一度手合わせ願いたいものだが、
もし何かあればソヤンケクル殿に合わせる顔がない。
申し訳ないが、また別の機会に。","アトゥイ殿か。　某も一度手合わせ願いたいものだが、
もし何かあればソヤンケクル殿に合わせる顔がない。
申し訳ないが、また別の機会に。",[],"아투이 공이로군. 붙어 보고 싶지만,
무슨 일이라도 생기면 소얀케쿠루 공을 뵐 면목이 없소.
미안하오만, 다음 기회에."
とと様のことは、気にせんでもええのに～…… オシュトルはん程の漢はなかなかおらんから、 いっぺんたたこうてみたいわ～。,70,1,normal,303088,303262,"とと様のことは、気にせんでもええのに～……
オシュトルはん程の漢はなかなかおらんから、
いっぺんたたこうてみたいわ～。","とと様のことは、気にせんでもええのに～……
オシュトルはん程の漢はなかなかおらんから、
いっぺんたたこうてみたいわ～。","とと様のことは、気にせんでもええのに～……
オシュトルはん程の漢はなかなかおらんから、
いっぺんたたこうてみたいわ～。",[],"아버지는 신경 안 써도 되는데~……
오슈토르 씨만큼의 사내는 흔치 않으니까,
한 번쯤 겨뤄 보고 싶네~."
うぉっ！！ ウコン！！ 今お前わざと避けただろ！ 危なかったっつーの！,70,1,normal,304183,304285,"うぉっ！！　ウコン！！
今お前わざと避けただろ！
危なかったっつーの！","うぉっ！！　ウコン！！
今お前わざと避けただろ！
危なかったっつーの！","うぉっ！！　ウコン！！
今お前わざと避けただろ！
危なかったっつーの！",[],"우왓!! 우콘!!
방금 일부러 피한 거지!
위험했잖아!"
ハッハッハッハッ！ まったく、アンちゃんといると退屈しねぇぜ！,70,1,normal,304435,304527,"ハッハッハッハッ！
まったく、アンちゃんといると退屈しねぇぜ！","ハッハッハッハッ！
まったく、アンちゃんといると退屈しねぇぜ！","ハッハッハッハッ！
まったく、アンちゃんといると退屈しねぇぜ！",[],"하하하하하!
정말, 형씨랑 있으면 지루할 틈이 없다니까!"
兄様！？ またそんな格好して…… だらしがないから、もっとしっかりするですよ！,70,1,normal,304782,304896,"兄様！？
またそんな格好して……
だらしがないから、もっとしっかりするですよ！","兄様！？
またそんな格好して……
だらしがないから、もっとしっかりするですよ！","兄様！？
またそんな格好して……
だらしがないから、もっとしっかりするですよ！",[],"오라버니!?
또 그런 꼴로……
꼴이 말이 아니네, 좀 제대로 하는 거예요!"
ハッハッハッハッ！ まぁ、そういうなって！ 終わったらサっちゃんとこで、 飴細工買ってやるからよ！,70,1,normal,305091,305235,"ハッハッハッハッ！　まぁ、そういうなって！
終わったらサっちゃんとこで、
飴細工買ってやるからよ！","ハッハッハッハッ！　まぁ、そういうなって！
終わったらサっちゃんとこで、
飴細工買ってやるからよ！","ハッハッハッハッ！　まぁ、そういうなって！
終わったらサっちゃんとこで、
飴細工買ってやるからよ！",[],"하하하하하! 에이, 그러지 마!
끝나면 사짱네 가서,
엿사탕 공예 사 줄 테니까!"
え！ いいのですか…！？ だったら早く終わらせるのです！ 全力で行くですよ！,70,1,normal,305405,305516,"え！　いいのですか…！？
だったら早く終わらせるのです！
全力で行くですよ！","え！　いいのですか…！？
だったら早く終わらせるのです！
全力で行くですよ！","え！　いいのですか…！？
だったら早く終わらせるのです！
全力で行くですよ！",[],"네! 정말요…!?
그럼 얼른 끝내는 거예요!
전력으로 가는 거예요!"
そいつは良かった！ 今日は俺も任務に参加させてもらうからよ！ 背中の守り、頼んだぜ！,70,1,normal,306193,306316,"そいつは良かった！
今日は俺も任務に参加させてもらうからよ！
背中の守り、頼んだぜ！","そいつは良かった！
今日は俺も任務に参加させてもらうからよ！
背中の守り、頼んだぜ！","そいつは良かった！
今日は俺も任務に参加させてもらうからよ！
背中の守り、頼んだぜ！",[],"그거 잘 됐네!
오늘은 나도 임무에 참가할 테니까!
등은 맡긴다!"
やべぇ！？ 見つかっちまった！！ さっさと逃げるじゃんよ！！,70,1,normal,306597,306686,"やべぇ！？　見つかっちまった！！
さっさと逃げるじゃんよ！！","やべぇ！？　見つかっちまった！！
さっさと逃げるじゃんよ！！","やべぇ！？　見つかっちまった！！
さっさと逃げるじゃんよ！！",[],"큰일이야!? 들켜 버렸어!!
얼른 도망치는거다냐모!!"
左近衛大将ミカヅチ…… こいつ…マジでヤバイぞ……！！ 一瞬でも気を抜いたら死ぬ……！,70,1,normal,308796,308922,"左近衛大将ミカヅチ……
こいつ…マジでヤバイぞ……！！
一瞬でも気を抜いたら死ぬ……！","左近衛大将ミカヅチ……
こいつ…マジでヤバイぞ……！！
一瞬でも気を抜いたら死ぬ……！","左近衛大将ミカヅチ……
こいつ…マジでヤバイぞ……！！
一瞬でも気を抜いたら死ぬ……！",[],"좌근위대장 미카즈치……
이 자식… 진짜로 위험해……!!
방심하면 죽는다……!"
この気迫…… さすがとしか言い様がないかな？ ……全力で迎え撃つ！！,70,1,normal,309178,309277,"この気迫……
さすがとしか言い様がないかな？
……全力で迎え撃つ！！","この気迫……
さすがとしか言い様がないかな？
……全力で迎え撃つ！！","この気迫……
さすがとしか言い様がないかな？
……全力で迎え撃つ！！",[],"이 기백……
감탄밖에 안 나오는군.
……전력으로 맞서겠다!!"
うぅ…… こ、怖くないのです…… わ、わたしが相手になってやるのです！！,70,1,normal,309699,309804,"うぅ……
こ、怖くないのです……
わ、わたしが相手になってやるのです！！","うぅ……
こ、怖くないのです……
わ、わたしが相手になってやるのです！！","うぅ……
こ、怖くないのです……
わ、わたしが相手になってやるのです！！",[],"으……
무, 무섭지 않은 거예요……
내, 내가 상대해 주는 거예요!!"
これがミカヅチ様の力…！！ 一瞬でも気が抜けない……！ 兄上、見ていて下さい……！！,70,1,normal,309926,310049,"これがミカヅチ様の力…！！
一瞬でも気が抜けない……！
兄上、見ていて下さい……！！","これがミカヅチ様の力…！！
一瞬でも気が抜けない……！
兄上、見ていて下さい……！！","これがミカヅチ様の力…！！
一瞬でも気が抜けない……！
兄上、見ていて下さい……！！",[],"이게 미카즈치 님의 힘…!!
방심할 수 없어……!
형님, 지켜봐 주세요……!!"
あはははは！！ 最っ高や～！！ ごっつ盛り上がってきたで～♪ 最後まで楽しもうな～！！,70,1,normal,310287,310413,"あはははは！！　最っ高や～！！
ごっつ盛り上がってきたで～♪
最後まで楽しもうな～！！","あはははは！！　最っ高や～！！
ごっつ盛り上がってきたで～♪
最後まで楽しもうな～！！","あはははは！！　最っ高や～！！
ごっつ盛り上がってきたで～♪
最後まで楽しもうな～！！",[],"아하하하하!! 최고야~!!
완전 분위기 달아오른다~♪
끝까지 즐기자~!!"
フッ…… この力…出来ればお相手したくないものですが…… 参ります！！,70,1,normal,310626,310728,"フッ……
この力…出来ればお相手したくないものですが……
参ります！！","フッ……
この力…出来ればお相手したくないものですが……
参ります！！","フッ……
この力…出来ればお相手したくないものですが……
参ります！！",[],"후……
이 힘… 되도록 상대하고 싶지 않지만……
가겠습니다!!"
くっ……！ これ程の相手は久々だぞ！ しかし、いい女とは絶対にひかぬもの！！ こいっ！！,70,1,normal,310891,311020,"くっ……！
これ程の相手は久々だぞ！
しかし、いい女とは絶対にひかぬもの！！　こいっ！！","くっ……！
これ程の相手は久々だぞ！
しかし、いい女とは絶対にひかぬもの！！　こいっ！！","くっ……！
これ程の相手は久々だぞ！
しかし、いい女とは絶対にひかぬもの！！　こいっ！！",[],"크읏……!
이런 상대는 오랜만!
하지만, 좋은 여자는 물러서지 않아!! 덤벼라!!"
フッ…… これぞ大一番……ってやつか…… 悪いが、本気で行かせてもらうじゃない！,70,1,normal,311398,311515,"フッ……
これぞ大一番……ってやつか……
悪いが、本気で行かせてもらうじゃない！","フッ……
これぞ大一番……ってやつか……
悪いが、本気で行かせてもらうじゃない！","フッ……
これぞ大一番……ってやつか……
悪いが、本気で行かせてもらうじゃない！",[],"후……
이야말로 승부처……라는 건가……
미안하지만, 진심으로 가겠어!"
ひぃ～！！ ミカヅチ殿～！！ 堪忍！！ 堪忍でおじゃるぅ～～！！,70,1,normal,311686,311781,"ひぃ～！！　ミカヅチ殿～！！
堪忍！！　堪忍でおじゃるぅ～～！！","ひぃ～！！　ミカヅチ殿～！！
堪忍！！　堪忍でおじゃるぅ～～！！","ひぃ～！！　ミカヅチ殿～！！
堪忍！！　堪忍でおじゃるぅ～～！！",[],"히이~!! 미카즈치 공~!!
살려 주시옵소서~~!!"
おう、サっちゃん！ 久々に手合わせしてみっか！ ……最初っから、本気で行かせてもらうぜ！！,70,1,normal,311918,312050,"おう、サっちゃん！
久々に手合わせしてみっか！
……最初っから、本気で行かせてもらうぜ！！","おう、サっちゃん！
久々に手合わせしてみっか！
……最初っから、本気で行かせてもらうぜ！！","おう、サっちゃん！
久々に手合わせしてみっか！
……最初っから、本気で行かせてもらうぜ！！",[],"오, 사짱!
오랜만에 한 판 해 볼까!
……처음부터 진심으로 간다!!"
ミカヅチ殿……こんなところで相まみえるとは…… 左近衛大将の実力、このムネチカが然と見極めよう！ いざ、参る！！,70,1,normal,312235,312400,"ミカヅチ殿……こんなところで相まみえるとは……
左近衛大将の実力、このムネチカが然と見極めよう！
いざ、参る！！","ミカヅチ殿……こんなところで相まみえるとは……
左近衛大将の実力、このムネチカが然と見極めよう！
いざ、参る！！","ミカヅチ殿……こんなところで相まみえるとは……
左近衛大将の実力、このムネチカが然と見極めよう！
いざ、参る！！",[],"미카즈치 공…… 이런 곳에서 마주치다니……
좌근위대장의 실력, 이 무네치카가 가려 보겠다!
자, 간다!!"
ミカヅチ殿、これでいく度目の手合わせか…… いつになく凄まじい気迫だ。 某、此度の戦いも負けられはせぬ！ いざ参れ！！,70,1,normal,312652,312826,"ミカヅチ殿、これでいく度目の手合わせか……
いつになく凄まじい気迫だ。
某、此度の戦いも負けられはせぬ！　いざ参れ！！","ミカヅチ殿、これでいく度目の手合わせか……
いつになく凄まじい気迫だ。
某、此度の戦いも負けられはせぬ！　いざ参れ！！","ミカヅチ殿、これでいく度目の手合わせか……
いつになく凄まじい気迫だ。
某、此度の戦いも負けられはせぬ！　いざ参れ！！",[],"미카즈치 공, 이걸로 몇 번째인가……
오늘은 유난히 기세가 흉흉하군.
나 역시 이번 싸움만큼은! 덤벼라!!"
初仕事の相手がコイツらとは…… 幸先が良いのか悪いのか……,69,1,normal,54092,54178,"初仕事の相手がコイツらとは……
幸先が良いのか悪いのか……","初仕事の相手がコイツらとは……
幸先が良いのか悪いのか……","初仕事の相手がコイツらとは……
幸先が良いのか悪いのか……",[],"첫임무 상대가 이놈들이라니……
길조인지 흉조인지……"
そろそろ飽きてきたぇ… おにーさん達、すこし覚悟してやぁ？,69,1,normal,56077,56163,"そろそろ飽きてきたぇ…
おにーさん達、すこし覚悟してやぁ？","そろそろ飽きてきたぇ…
おにーさん達、すこし覚悟してやぁ？","そろそろ飽きてきたぇ…
おにーさん達、すこし覚悟してやぁ？",[],"슬슬 질렸다…
오빠들, 좀 각오하는 게 좋을걸?"
フッ……どうだ、今の技は？ なかなかいい女っぷりだったろ？,69,1,normal,59685,59771,"フッ……どうだ、今の技は？
なかなかいい女っぷりだったろ？","フッ……どうだ、今の技は？
なかなかいい女っぷりだったろ？","フッ……どうだ、今の技は？
なかなかいい女っぷりだったろ？",[],"후…… 어때, 방금 기술은?
꽤 괜찮은 여자였지?"
……う、うるせェ！ 散々騙しやがって！ このデカチチ女！！,69,1,normal,61071,61157,"……う、うるせェ！
散々騙しやがって！　このデカチチ女！！","……う、うるせェ！
散々騙しやがって！　このデカチチ女！！","……う、うるせェ！
散々騙しやがって！　このデカチチ女！！",[],"……시, 시끄러워!
실컷 속여 놓고! 이 왕가슴!!"
えぇい！ うるさいにゃも！！ そんなのわかってるにゃも！！,69,1,normal,64337,64423,"えぇい！　うるさいにゃも！！
そんなのわかってるにゃも！！","えぇい！　うるさいにゃも！！
そんなのわかってるにゃも！！","えぇい！　うるさいにゃも！！
そんなのわかってるにゃも！！",[],"에잇! 시끄럽다냐모!!
그 정도는 알고 있다냐모!!"
はぁ……！ はぁ……！ くそ……なんだ、この頭痛は……！？,69,1,normal,81456,81542,"はぁ……！　はぁ……！
くそ……なんだ、この頭痛は……！？","はぁ……！　はぁ……！
くそ……なんだ、この頭痛は……！？","はぁ……！　はぁ……！
くそ……なんだ、この頭痛は……！？",[],"하아……! 하아……!

젠장……  이 두통은……!?"
詮索は後だ。 今はこのデカブツを倒すことに集中しないと……,69,1,normal,81835,81921,"詮索は後だ。
今はこのデカブツを倒すことに集中しないと……","詮索は後だ。
今はこのデカブツを倒すことに集中しないと……","詮索は後だ。
今はこのデカブツを倒すことに集中しないと……",[],"캐묻는 건 나중이다.
지금은 이 괴물을 쓰러뜨려야……"
見事な守りです。 で、あるからこそ攻めの戦に慣れていない。,69,1,normal,94739,94825,"見事な守りです。
で、あるからこそ攻めの戦に慣れていない。","見事な守りです。
で、あるからこそ攻めの戦に慣れていない。","見事な守りです。
で、あるからこそ攻めの戦に慣れていない。",[],"훌륭한 방어입니다.
그래서인지 공격에는 미숙하군요."
それはそうだが、 直ぐにどうにかできる相手じゃないぞ……！,69,1,normal,106413,106499,"それはそうだが、
直ぐにどうにかできる相手じゃないぞ……！","それはそうだが、
直ぐにどうにかできる相手じゃないぞ……！","それはそうだが、
直ぐにどうにかできる相手じゃないぞ……！",[],"그렇지만,
당장 어떻게 할 수 있는 상대가 아냐……!"
僕が動きを止めますので、 姉上はヤツの目を狙ってください。,69,1,normal,109492,109578,"僕が動きを止めますので、
姉上はヤツの目を狙ってください。","僕が動きを止めますので、
姉上はヤツの目を狙ってください。","僕が動きを止めますので、
姉上はヤツの目を狙ってください。",[],"제가 움직임을 멈출 테니,
언니는 눈을 노려 주세요."
おう！ キウル！ アンちゃんのところでしっかりやってるか？,69,1,normal,305831,305917,"おう！　キウル！
アンちゃんのところでしっかりやってるか？","おう！　キウル！
アンちゃんのところでしっかりやってるか？","おう！　キウル！
アンちゃんのところでしっかりやってるか？",[],"오! 키우루!
형씨 밑에서 잘하고 있냐?"
貴様、この俺を本気にさせるとは…… 死ぬ覚悟は出来たか！！,69,1,normal,308197,308283,"貴様、この俺を本気にさせるとは……
死ぬ覚悟は出来たか！！","貴様、この俺を本気にさせるとは……
死ぬ覚悟は出来たか！！","貴様、この俺を本気にさせるとは……
死ぬ覚悟は出来たか！！",[],"나를 진심으로 만들다니…….
죽을 각오는 되었나!!"
罠まであともう少しだ……！ それまで逃げ切らないと……！,68,1,normal,47469,47552,"罠まであともう少しだ……！
それまで逃げ切らないと……！","罠まであともう少しだ……！
それまで逃げ切らないと……！","罠まであともう少しだ……！
それまで逃げ切らないと……！",[],"함정까지 조금 더……!

어떻게든 따돌려야……!"
ま、待って下さい…… このコ、本当にいい子なんです……！,68,1,normal,53018,53101,"ま、待って下さい……
このコ、本当にいい子なんです……！","ま、待って下さい……
このコ、本当にいい子なんです……！","ま、待って下さい……
このコ、本当にいい子なんです……！",[],"잠깐만요……

이 아이, 정말 착한 아이예요……!"
乙女の恋路の邪魔はさせない！ それがいい女というものだ！,68,1,normal,55635,55718,"乙女の恋路の邪魔はさせない！
それがいい女というものだ！","乙女の恋路の邪魔はさせない！
それがいい女というものだ！","乙女の恋路の邪魔はさせない！
それがいい女というものだ！",[],"사랑을 방해하게 두지 않아!
그게 좋은 여자지!"
（そして、中の財宝で 薔薇色の人生が俺を……グフフ……）,68,1,normal,59346,59432,"（そして、中の財宝で
　薔薇色の人生が俺を……グフフ……）","（そして、中の財宝で
　薔薇色の人生が俺を……グフフ……）","（そして、中の財宝で
　薔薇色の人生が俺を……グフフ……）",[],"(그리고 그 안의 보물로
장밋빛 인생이…… 흐흐흐……)"
モズヌ、お前は良い男にはなれない。 やはり駄目駄目だな。,68,1,normal,60847,60930,"モズヌ、お前は良い男にはなれない。
やはり駄目駄目だな。","モズヌ、お前は良い男にはなれない。
やはり駄目駄目だな。","モズヌ、お前は良い男にはなれない。
やはり駄目駄目だな。",[],"모즈누, 너는 좋은 남자가 될 수 없다.
글러먹었군."
彼らを捕らえた後…… ハクさんは、もう一仕事ありますね。,68,1,normal,62375,62458,"彼らを捕らえた後……
ハクさんは、もう一仕事ありますね。","彼らを捕らえた後……
ハクさんは、もう一仕事ありますね。","彼らを捕らえた後……
ハクさんは、もう一仕事ありますね。",[],"그들을 붙잡고……
하쿠 씨는, 일이 하나 더 있네요."
しかし…… まさか帝都でこいつと闘うことになるとはな……,68,1,normal,67108,67191,"しかし……
まさか帝都でこいつと闘うことになるとはな……","しかし……
まさか帝都でこいつと闘うことになるとはな……","しかし……
まさか帝都でこいつと闘うことになるとはな……",[],"하지만…
황도에서 저 녀석이랑 싸우게 될 줄이야…"
あのクオンが、こんなに焦っているとは…… 何かあるのか？,68,1,normal,88830,88913,"あのクオンが、こんなに焦っているとは……
何かあるのか？","あのクオンが、こんなに焦っているとは……
何かあるのか？","あのクオンが、こんなに焦っているとは……
何かあるのか？",[],"쿠온이 이렇게까지 초조해하다니……
무슨 일 이지?"
ネコやん、どうかしたん？ 早よせんと、全部うちが貰うえ！,68,1,normal,90207,90290,"ネコやん、どうかしたん？
早よせんと、全部うちが貰うえ！","ネコやん、どうかしたん？
早よせんと、全部うちが貰うえ！","ネコやん、どうかしたん？
早よせんと、全部うちが貰うえ！",[],"네코야, 뭐 하니?
빨리 안 하면, 다 가져간다~!"
たしかに、でおじゃる！ 酒の席ではよく一緒でおじゃるが♪,68,1,normal,296937,297020,"たしかに、でおじゃる！
酒の席ではよく一緒でおじゃるが♪","たしかに、でおじゃる！
酒の席ではよく一緒でおじゃるが♪","たしかに、でおじゃる！
酒の席ではよく一緒でおじゃるが♪",[],"그건 그렇사옵니다!
술자리에서는 늘 함께하옵니다♪"
もちろんだ。 某が道を開く。 後に続くがいい。 参るぞ！,68,1,normal,302122,302205,"もちろんだ。　某が道を開く。
後に続くがいい。　参るぞ！","もちろんだ。　某が道を開く。
後に続くがいい。　参るぞ！","もちろんだ。　某が道を開く。
後に続くがいい。　参るぞ！",[],"물론. 내가 길을 열겠다.
뒤따라오면 된다. 간다!"
何というか、 夢に出てきそうなくらい不気味だったな……,67,1,normal,45554,45634,"何というか、
夢に出てきそうなくらい不気味だったな……","何というか、
夢に出てきそうなくらい不気味だったな……","何というか、
夢に出てきそうなくらい不気味だったな……",[],"뭐랄까,
꿈에 나올 것처럼 섬뜩했어……"
ハク殿！ 今日は、マロがハク殿を守ってみせるでおじゃ！,67,1,normal,50787,50867,"ハク殿！
今日は、マロがハク殿を守ってみせるでおじゃ！","ハク殿！
今日は、マロがハク殿を守ってみせるでおじゃ！","ハク殿！
今日は、マロがハク殿を守ってみせるでおじゃ！",[],"하쿠님!
마로가 하쿠님을 지켜 보이겠사옵니다!"
大丈夫も何も、 こうなったら最後までやるしかあるまい！,67,1,normal,57754,57834,"大丈夫も何も、
こうなったら最後までやるしかあるまい！","大丈夫も何も、
こうなったら最後までやるしかあるまい！","大丈夫も何も、
こうなったら最後までやるしかあるまい！",[],"괜찮고 말고,
이렇게 된 이상 끝까지 하는 수밖에!"
……？ 頭に血が上りすぎてて、 バレてないようだな……,67,1,normal,66910,66990,"……？　頭に血が上りすぎてて、
バレてないようだな……","……？　頭に血が上りすぎてて、
バレてないようだな……","……？　頭に血が上りすぎてて、
バレてないようだな……",[],"……? 너무 흥분해서,
들킨 줄도 모르는군……"
わかった！ ウコンもヤバくなったら言え！ 回復するぞ！,67,1,normal,69881,69959,"わかった！
ウコンもヤバくなったら言え！
回復するぞ！","わかった！
ウコンもヤバくなったら言え！
回復するぞ！","わかった！
ウコンもヤバくなったら言え！
回復するぞ！",[],"알겠어!
우콘도 위험해지면 말해!
회복할게!"
これより先、小生の領域である。 命惜しくば、引き返せ。,67,1,normal,75813,75893,"これより先、小生の領域である。
命惜しくば、引き返せ。","これより先、小生の領域である。
命惜しくば、引き返せ。","これより先、小生の領域である。
命惜しくば、引き返せ。",[],"여기는 소생의 영역.
목숨이 아깝다면, 돌아가라."
なんだ……これは……！？ こんな現実がありえるのか！？,67,1,normal,76466,76546,"なんだ……これは……！？
こんな現実がありえるのか！？","なんだ……これは……！？
こんな現実がありえるのか！？","なんだ……これは……！？
こんな現実がありえるのか！？",[],"뭐야…… 이건……!?
이런 일이 일어날 수 있나!?"
もう、何が起こるかわからん…… みんな、注意してくれ！,67,1,normal,100878,100958,"もう、何が起こるかわからん……
みんな、注意してくれ！","もう、何が起こるかわからん……
みんな、注意してくれ！","もう、何が起こるかわからん……
みんな、注意してくれ！",[],"무슨 일이 벌어질지 모르겠어……
다들 조심해!"
既に死んでいる彼らを攻撃して、 倒せるのでしょうか！？,67,1,normal,101091,101171,"既に死んでいる彼らを攻撃して、
倒せるのでしょうか！？","既に死んでいる彼らを攻撃して、
倒せるのでしょうか！？","既に死んでいる彼らを攻撃して、
倒せるのでしょうか！？",[],"이미 죽어 있는데,
정말 쓰러뜨릴 수 있나요!?"
仮面の力を使われると、 どうにもできなくなるかな……！,67,1,normal,102376,102456,"仮面の力を使われると、
どうにもできなくなるかな……！","仮面の力を使われると、
どうにもできなくなるかな……！","仮面の力を使われると、
どうにもできなくなるかな……！",[],"가면의 힘을 쓰면,
손 쓸 수 없게 될지도……!"
平気です…… これくらいの傷、なんともありません……！,67,1,normal,104821,104901,"平気です……
これくらいの傷、なんともありません……！","平気です……
これくらいの傷、なんともありません……！","平気です……
これくらいの傷、なんともありません……！",[],"괜찮습니다……
이런 상처, 아무것도 아니에요……!"
わかってる！ ……どんなに強くても、やるしかないかな！,67,1,normal,107931,108011,"わかってる！
……どんなに強くても、やるしかないかな！","わかってる！
……どんなに強くても、やるしかないかな！","わかってる！
……どんなに強くても、やるしかないかな！",[],"알고 있어!
……아무리 강해도, 해내야겠지!"
アトゥイ！ 私とどっちが多くを倒せるか競ってみないか？,67,1,normal,279376,279456,"アトゥイ！
私とどっちが多くを倒せるか競ってみないか？","アトゥイ！
私とどっちが多くを倒せるか競ってみないか？","アトゥイ！
私とどっちが多くを倒せるか競ってみないか？",[],"아투이!
누가 더 많이 쓰러뜨리나 겨뤄 볼래?"
先を越されるとは…… フッ……男前な姉ちゃんじゃない。,67,1,normal,284996,285076,"先を越されるとは……
フッ……男前な姉ちゃんじゃない。","先を越されるとは……
フッ……男前な姉ちゃんじゃない。","先を越されるとは……
フッ……男前な姉ちゃんじゃない。",[],"선수를 빼앗길 줄이야……
후…… 멋진 언니잖아."
えぇ！？ そ、それって…どういう意味…でしょうか……？,67,1,normal,291479,291559,"えぇ！？
そ、それって…どういう意味…でしょうか……？","えぇ！？
そ、それって…どういう意味…でしょうか……？","えぇ！？
そ、それって…どういう意味…でしょうか……？",[],"네!?
그, 그게… 무슨 뜻…인가요……?"
いや、自分は大丈夫だ！ ウコンはそのまま頑張ってくれ。,67,1,normal,303848,303928,"いや、自分は大丈夫だ！
ウコンはそのまま頑張ってくれ。","いや、自分は大丈夫だ！
ウコンはそのまま頑張ってくれ。","いや、自分は大丈夫だ！
ウコンはそのまま頑張ってくれ。",[],"아니, 나는 괜찮아!
우콘은 그대로 힘내 줘."
追いかけてくるんじゃねぇ！！ いい加減にするじゃん！？,67,1,normal,306788,306868,"追いかけてくるんじゃねぇ！！
いい加減にするじゃん！？","追いかけてくるんじゃねぇ！！
いい加減にするじゃん！？","追いかけてくるんじゃねぇ！！
いい加減にするじゃん！？",[],"따라오지 말라고!!
적당히 좀 하라구!?"
もう許してくれ～！！ 頼む！！ このとおりじゃんよ！！,67,1,normal,306981,307061,"もう許してくれ～！！　頼む！！
このとおりじゃんよ！！","もう許してくれ～！！　頼む！！
このとおりじゃんよ！！","もう許してくれ～！！　頼む！！
このとおりじゃんよ！！",[],"이제 좀 봐줘~!! 부탁이야!!
이 꼴이잖아!!"
よくぞここまでたどり着いた。 ……全力で死合おうぞ！！,67,1,normal,307174,307254,"よくぞここまでたどり着いた。
……全力で死合おうぞ！！","よくぞここまでたどり着いた。
……全力で死合おうぞ！！","よくぞここまでたどり着いた。
……全力で死合おうぞ！！",[],"여기까지 잘도 도달했군.
……전력으로 승부하자!!"
