section,index,id_hex,slot,ja
2,8,432DA37D,text4,
2,9,5A36923C,text1,\x9A\x84にはウコン達に付いてきて良かったかもしれないな
2,9,5A36923C,text2,\x9A\x84にはウコン達に付いてきて良かったかもしれないな
2,9,5A36923C,text3,\x82\xA6コン達に同行しないで、クオンと二人で旅をしていたとしても、やはりこの道は通ったはずだ
2,9,5A36923C,text4,\x84はりこの道は通ったはずだ
2,10,F2BB5527,text1,いたかもしれん
2,10,F2BB5527,text2,いたかもしれん
2,10,F2BB5527,text3,そうなった時、今みたいに無事に切り抜けられたかどうか判らんからな
2,10,F2BB5527,text4,\x80\x81今みたいに無事に切り抜けられたかどうか判らんからな
2,11,39E78682,text1,\x88\x87り抜けられたかどうか判らんからな
2,11,39E78682,text2,\x88\x87り抜けられたかどうか判らんからな
2,11,39E78682,text3,\x82\xB3ンの協力者がいるとはいえ、関係ない旅人まで助けてくれるとは限らん
2,11,39E78682,text4,\xA9けてくれるとは限らん
2,12,BF73F42C,text1,\x80\x81あえて……って可能性もないではない
2,12,BF73F42C,text2,\x80\x81あえて……って可能性もないではない
2,12,BF73F42C,text3,\x81\xA6きたのは正解だった。そう思っただけだ
2,12,BF73F42C,text4,\x80\xA6………
2,13,0445D306,text1,\x81\xA7おじゃるよ
2,13,0445D306,text2,\x81\xA7おじゃるよ
2,13,0445D306,text3,-
2,13,0445D306,text4,
2,14,692A1731,text1,\x81\xACおっ！？
2,14,692A1731,text2,\x81\xACおっ！？
2,14,692A1731,text3,-
2,14,692A1731,text4,
2,15,D21C301B,text1,\x83\x9Eロ達とハク殿は、一蓮托生の仲でおじゃるよ
2,15,D21C301B,text2,\x83\x9Eロ達とハク殿は、一蓮托生の仲でおじゃるよ
2,15,D21C301B,text3,\xA8ハク殿は、一蓮托生の仲でおじゃるよ
2,15,D21C301B,text4,ハク殿は、一蓮托生の仲でおじゃるよ
2,16,24E2B63A,text1,\x8Fク殿は、一蓮托生の仲でおじゃるよ
2,16,24E2B63A,text2,\x8Fク殿は、一蓮托生の仲でおじゃるよ
2,16,24E2B63A,text3,じゃるよ
2,16,24E2B63A,text4,\x81\x98ゃるよ
2,17,EFBE659F,text1,ゃるよ
2,17,EFBE659F,text2,ゃるよ
2,17,EFBE659F,text3,ン達と一緒に行ったんじゃ？
2,17,EFBE659F,text4,\x83\xB3達と一緒に行ったんじゃ？
2,18,1EE8D74A,text1,達と一緒に行ったんじゃ？
2,18,1EE8D74A,text2,達と一緒に行ったんじゃ？
2,18,1EE8D74A,text3,\x81\xA3たんじゃ？
2,18,1EE8D74A,text4,\xA3たんじゃ？
2,19,A5DEF060,text1,\x81\x9Fんじゃ？
2,19,A5DEF060,text2,\x81\x9Fんじゃ？
2,19,A5DEF060,text3,\x83\xB3殿に頼んでここに残してもらったでおじゃるよ
2,19,A5DEF060,text4,\xB3殿に頼んでここに残してもらったでおじゃるよ
2,20,54CC5E93,text1,\xAE\xBFに頼んでここに残してもらったでおじゃるよ
2,20,54CC5E93,text2,\xAE\xBFに頼んでここに残してもらったでおじゃるよ
2,20,54CC5E93,text3,、マロロの呪術は頼りになる。
2,20,54CC5E93,text4,\x80\x81マロロの呪術は頼りになる。
2,21,9F908D36,text1,マロロの呪術は頼りになる。
2,21,9F908D36,text2,マロロの呪術は頼りになる。
2,21,9F908D36,text3,にいてくれるのは心強い。心強いはずなのだが……
2,21,9F908D36,text4,\x81\xABいてくれるのは心強い。心強いはずなのだが……
2,22,1904FF98,text1,いてくれるのは心強い。心強いはずなのだが……
2,22,1904FF98,text2,いてくれるのは心強い。心強いはずなのだが……
2,22,1904FF98,text3,だ……？
2,22,1904FF98,text4,\x81\xA0……？
2,23,D2582C3D,text1,……？
2,23,D2582C3D,text2,……？
2,23,D2582C3D,text3,\xA3青になってガタガタ震えていたな。いや、実際青くなっていたかどうかは化粧でわからないが
2,23,D2582C3D,text4,青になってガタガタ震えていたな。いや、実際青くなっていたかどうかは化粧でわからないが
2,24,CF5D1C85,text1,\x92になってガタガタ震えていたな。いや、実際青くなっていたかどうかは化粧でわからないが
2,24,CF5D1C85,text2,\x92になってガタガタ震えていたな。いや、実際青くなっていたかどうかは化粧でわからないが
2,24,CF5D1C85,text3,いたかどうかは化粧でわからないが
2,24,CF5D1C85,text4,\x81\x84たかどうかは化粧でわからないが
2,25,0401CF20,text1,たかどうかは化粧でわからないが
2,25,0401CF20,text2,たかどうかは化粧でわからないが
2,25,0401CF20,text3,\x82いいから、マロにもこのことを話して欲しかったでおじゃる。何だが信頼されていないみたいで悲しいでおじゃるよ
2,25,0401CF20,text4,いいから、マロにもこのことを話して欲しかったでおじゃる。何だが信頼されていないみたいで悲しいでおじゃるよ
2,26,F2FF4901,text1,\x84いから、マロにもこのことを話して欲しかったでおじゃる。何だが信頼されていないみたいで悲しいでおじゃるよ
2,26,F2FF4901,text2,\x84いから、マロにもこのことを話して欲しかったでおじゃる。何だが信頼されていないみたいで悲しいでおじゃるよ
2,26,F2FF4901,text3,のことを話して欲しかったでおじゃる。何だが信頼されていないみたいで悲しいでおじゃるよ
2,26,F2FF4901,text4,\x81\xAEことを話して欲しかったでおじゃる。何だが信頼されていないみたいで悲しいでおじゃるよ
2,27,39A39AA4,text1,ことを話して欲しかったでおじゃる。何だが信頼されていないみたいで悲しいでおじゃるよ
2,27,39A39AA4,text2,ことを話して欲しかったでおじゃる。何だが信頼されていないみたいで悲しいでおじゃるよ
2,27,39A39AA4,text3,\x81\xBFたいで悲しいでおじゃるよ
2,27,39A39AA4,text4,\xBFたいで悲しいでおじゃるよ
2,28,B89FDCFE,text1,\x81\x9Fいで悲しいでおじゃるよ
2,28,B89FDCFE,text2,\x81\x9Fいで悲しいでおじゃるよ
2,28,B89FDCFE,text3,\x81\xA7お終いだから
2,28,B89FDCFE,text4,\xA7お終いだから
2,29,73C30F5B,text1,\x81\x8A終いだから
2,29,73C30F5B,text2,\x81\x8A終いだから
2,29,73C30F5B,text3,ここで待機して、ウコン達が帰ってくるのを待つだけだ
2,29,73C30F5B,text4,\x81\x93こで待機して、ウコン達が帰ってくるのを待つだけだ
2,30,154EB081,text1,こで待機して、ウコン達が帰ってくるのを待つだけだ
2,30,154EB081,text2,こで待機して、ウコン達が帰ってくるのを待つだけだ
2,30,154EB081,text3,\x81\xA0けだ
2,30,154EB081,text4,\xA0けだ
2,31,AE7897AB,text1,\x81\x91だ
2,31,AE7897AB,text2,\x81\x91だ
2,31,AE7897AB,text3,嗯嗯嗯嗯？
2,31,AE7897AB,text4,\x97\xAF嗯嗯嗯？
2,32,28ECE505,text1,嗯嗯嗯？
2,32,28ECE505,text2,嗯嗯嗯？
2,32,28ECE505,text3,　あの隠れ家がバレるはずはねぇってのにヨ！
2,32,28ECE505,text4,\x80\x80あの隠れ家がバレるはずはねぇってのにヨ！
2,33,7AB9671A,text1,あの隠れ家がバレるはずはねぇってのにヨ！
2,33,7AB9671A,text2,あの隠れ家がバレるはずはねぇってのにヨ！
2,33,7AB9671A,text3,\x83\xA8！
2,33,7AB9671A,text4,\xA8！
2,34,FEB50618,text1,\xBC\x81
2,34,FEB50618,text2,\xBC\x81
2,34,FEB50618,text3,\xADが悪ィんスよぉ？　いくらあの女がお頭好みだからって、ホイホイ信じちまうから……どうせあの乳が目当てだったんでしょ？
2,34,FEB50618,text4,が悪ィんスよぉ？　いくらあの女がお頭好みだからって、ホイホイ信じちまうから……どうせあの乳が目当てだったんでしょ？
2,35,35E9D5BD,text1,\x8C悪ィんスよぉ？　いくらあの女がお頭好みだからって、ホイホイ信じちまうから……どうせあの乳が目当てだったんでしょ？
2,35,35E9D5BD,text2,\x8C悪ィんスよぉ？　いくらあの女がお頭好みだからって、ホイホイ信じちまうから……どうせあの乳が目当てだったんでしょ？
2,35,35E9D5BD,text3,て、ホイホイ信じちまうから……どうせあの乳が目当てだったんでしょ？
2,35,35E9D5BD,text4,\x81\xA6、ホイホイ信じちまうから……どうせあの乳が目当てだったんでしょ？
2,36,B37DA713,text1,、ホイホイ信じちまうから……どうせあの乳が目当てだったんでしょ？
2,36,B37DA713,text2,、ホイホイ信じちまうから……どうせあの乳が目当てだったんでしょ？
2,36,B37DA713,text3,
2,36,B37DA713,text4,-
2,37,782174B6,text1,うるっせェな仕方ねェだろバカ、おめェらだって見たろあの乳！　ありゃ反則じゃん！
2,37,782174B6,text2,うるっせェな仕方ねェだろバカ、おめェらだって見たろあの乳！　ありゃ反則じゃん！
2,37,782174B6,text3,りゃあ確かに……
2,37,782174B6,text4,\x82\x8Aゃあ確かに……
2,38,8977C663,text1,ゃあ確かに……
2,38,8977C663,text2,ゃあ確かに……
2,38,8977C663,text3,\xB5だったじゃん。あの乳娘、こんなとこに隠し通路があるとは夢にも思わねェだろヨ
2,38,8977C663,text4,だったじゃん。あの乳娘、こんなとこに隠し通路があるとは夢にも思わねェだろヨ
2,39,422B15C6,text1,\xA0ったじゃん。あの乳娘、こんなとこに隠し通路があるとは夢にも思わねェだろヨ
2,39,422B15C6,text2,\xA0ったじゃん。あの乳娘、こんなとこに隠し通路があるとは夢にも思わねェだろヨ
2,39,422B15C6,text3,思わねェだろヨ
2,39,422B15C6,text4,\x80\x9Dわねェだろヨ
2,40,5A5A1E00,text1,わねェだろヨ
2,40,5A5A1E00,text2,わねェだろヨ
2,40,5A5A1E00,text3,\x82\x8Dヨ
2,40,5A5A1E00,text4,\x8Dヨ
2,41,78656890,text1,\x83\xA8
2,41,78656890,text2,\x83\xA8
2,41,78656890,text3,\x81\x9A今はどうにか逃げ切って、後でこの礼はタップリさせてもらうぜ、あの乳に#@－－#！！
2,41,78656890,text4,\x9A今はどうにか逃げ切って、後でこの礼はタップリさせてもらうぜ、あの乳に#@－－#！！
2,42,89F62AA8,text1,\xBB\x8Aはどうにか逃げ切って、後でこの礼はタップリさせてもらうぜ、あの乳に#@－－#！！
2,42,89F62AA8,text2,\xBB\x8Aはどうにか逃げ切って、後でこの礼はタップリさせてもらうぜ、あの乳に#@－－#！！
2,42,89F62AA8,text3,\xBCはタップリさせてもらうぜ、あの乳に#@－－#！！
2,42,89F62AA8,text4,はタップリさせてもらうぜ、あの乳に#@－－#！！
2,43,45C73D14,text1,\xAFタップリさせてもらうぜ、あの乳に#@－－#！！
2,43,45C73D14,text2,\xAFタップリさせてもらうぜ、あの乳に#@－－#！！
2,43,45C73D14,text3,せてもらうぜ、あの乳に#@－－#！！
2,43,45C73D14,text4,\x81\x9Bてもらうぜ、あの乳に#@－－#！！
2,44,5FAFC9B5,text1,てもらうぜ、あの乳に#@－－#！！
2,44,5FAFC9B5,text2,てもらうぜ、あの乳に#@－－#！！
2,44,5FAFC9B5,text3,\xA6………
2,44,5FAFC9B5,text4,………
2,45,939EDE09,text1,\xA6……
2,45,939EDE09,text2,\xA6……
2,45,939EDE09,text3,\x81\x8Aじゃる！？
2,45,939EDE09,text4,\x8Aじゃる！？
2,46,126768BE,text1,\x81\x98ゃる！？
2,46,126768BE,text2,\x81\x98ゃる！？
2,46,126768BE,text3,These guys#@－－#It's the bandits from earlier!
2,46,126768BE,text4,hese guys#@－－#It's the bandits from earlier!
2,47,DE567F02,text1,se guys#@－－#It's the bandits from earlier!
2,47,DE567F02,text2,se guys#@－－#It's the bandits from earlier!
2,47,DE567F02,text3,he bandits from earlier!
2,47,DE567F02,text4,e bandits from earlier!
2,48,2F00CDD7,text1,bandits from earlier!
2,48,2F00CDD7,text2,bandits from earlier!
2,48,2F00CDD7,text3,こんな所に！？
2,48,2F00CDD7,text4,\x81\x93んな所に！？
2,49,E45C1E72,text1,んな所に！？
2,49,E45C1E72,text2,んな所に！？
2,49,E45C1E72,text3,at the hell are YOU doin' here!?
2,49,E45C1E72,text4,t the hell are YOU doin' here!?
2,50,06F47134,text1,the hell are YOU doin' here!?
2,50,06F47134,text2,the hell are YOU doin' here!?
2,50,06F47134,text3,\x81\xA9うしやすか！？
2,50,06F47134,text4,\xA9うしやすか！？
2,51,CAC56688,text1,\x81\x86しやすか！？
2,51,CAC56688,text2,\x81\x86しやすか！？
2,51,CAC56688,text3,e do?
2,51,CAC56688,text4, do?
2,52,4B3CD03F,text1,o?
2,52,4B3CD03F,text2,o?
2,52,4B3CD03F,text3,\xBC\x99通通打倒不就好了嗎。
2,52,4B3CD03F,text4,\x99通通打倒不就好了嗎。
2,53,8060039A,text1,\x80\x9A通打倒不就好了嗎。
2,53,8060039A,text2,\x80\x9A通打倒不就好了嗎。
2,53,8060039A,text3,"you, an idiot?
We smash some heads!"
2,53,8060039A,text4,"ou, an idiot?
We smash some heads!"
2,54,9A08F73B,text1,", an idiot?
We smash some heads!"
2,54,9A08F73B,text2,", an idiot?
We smash some heads!"
2,54,9A08F73B,text3,"\xA2。
這就是所謂的什麼撲火吧。"
2,54,9A08F73B,text4,"。
這就是所謂的什麼撲火吧。"
2,55,CF30B13D,text1,"\x82
這就是所謂的什麼撲火吧。"
2,55,CF30B13D,text2,"\x82
這就是所謂的什麼撲火吧。"
2,55,CF30B13D,text3,"lap again? Like moths to the
flame, aren'tcha?"
2,55,CF30B13D,text4,"ap again? Like moths to the
flame, aren'tcha?"
2,56,D0AD9229,text1," again? Like moths to the
flame, aren'tcha?"
2,56,D0AD9229,text2," again? Like moths to the
flame, aren'tcha?"
2,56,D0AD9229,text3,ren'tcha?
2,56,D0AD9229,text4,en'tcha?
2,57,1BF1418C,text1,'tcha?
2,57,1BF1418C,text2,'tcha?
2,57,1BF1418C,text3,
2,57,1BF1418C,text4,嘻嘻嘻嘻嘻，我會好好疼愛妳的。
2,58,EAA7F359,text1,\xBB嘻嘻嘻嘻，我會好好疼愛妳的。
2,58,EAA7F359,text2,\xBB嘻嘻嘻嘻，我會好好疼愛妳的。
2,58,EAA7F359,text3,，我會好好疼愛妳的。
2,58,EAA7F359,text4,\xA5\xBD疼愛妳的。
2,59,21FB20FC,text1,\x9B妳的。
2,59,21FB20FC,text2,\x9B妳的。
2,59,21FB20FC,text3,"eh. I'll be sure to give you plenty of
lovin' after we get outta here."
2,59,21FB20FC,text4," to give you plenty of
lovin' after we get outta here."
2,60,FCA919D5,text1,"you plenty of
lovin' after we get outta here."
2,60,FCA919D5,text2,"you plenty of
lovin' after we get outta here."
2,60,FCA919D5,text3,"\xBC\x8C抓住這些女人，
把男人都打趴。"
2,60,FCA919D5,text4,"\x8C抓住這些女人，
把男人都打趴。"
2,61,CC109147,text1,"\x8A\x93住這些女人，
把男人都打趴。"
2,61,CC109147,text2,"\x8A\x93住這些女人，
把男人都打趴。"
2,61,CC109147,text3,m!
2,61,CC109147,text4,!
2,62,B161B8DE,text1,#@－－#ルルティエ、下がれ！
2,62,B161B8DE,text2,#@－－#ルルティエ、下がれ！
2,62,B161B8DE,text3,\x83\xABティエ、下がれ！
2,62,B161B8DE,text4,\xABティエ、下がれ！
2,63,81D8304C,text1,\x83\x86ィエ、下がれ！
2,63,81D8304C,text2,\x83\x86ィエ、下がれ！
2,63,81D8304C,text3,げて下さい……
2,63,81D8304C,text4,\x81\x92て下さい……
2,64,67385BC3,text1,て下さい……
2,64,67385BC3,text2,て下さい……
2,64,67385BC3,text3,\x8Cうんです……
2,64,67385BC3,text4,うんです……
2,65,5781D351,text1,\x86んです……
2,65,5781D351,text2,\x86んです……
2,65,5781D351,text3,\x81\x8Aねがいです……そこの方達……逃げて下さい……
2,65,5781D351,text4,\x8Aねがいです……そこの方達……逃げて下さい……
2,66,D115A1FF,text1,\x81\xADがいです……そこの方達……逃げて下さい……
2,66,D115A1FF,text2,\x81\xADがいです……そこの方達……逃げて下さい……
2,66,D115A1FF,text3,\xA6…逃げて下さい……
2,66,D115A1FF,text4,…逃げて下さい……
2,67,E1AC296D,text1,\xA6逃げて下さい……
2,67,E1AC296D,text2,\xA6逃げて下さい……
2,67,E1AC296D,text3,…怒るととっても凶暴になるんですっ、だから……
2,67,E1AC296D,text4,\x80\xA6怒るととっても凶暴になるんですっ、だから……
2,68,10FA9BB8,text1,怒るととっても凶暴になるんですっ、だから……
2,68,10FA9BB8,text2,怒るととっても凶暴になるんですっ、だから……
2,68,10FA9BB8,text3,\x86哮）
2,68,10FA9BB8,text4,哮）
2,69,DBA6481D,text1,\xAE）
2,69,DBA6481D,text2,\xAE）
2,69,DBA6481D,text3,\xA8ッ！！
2,69,DBA6481D,text4,
2,70,916B601D,text1,ギャア！！
2,70,916B601D,text2,ギャア！！
2,70,916B601D,text3,…………え？
2,70,916B601D,text4,
2,71,061DD0ED,text1,\x80\xA6………へ？
2,71,061DD0ED,text2,\x80\xA6………へ？
2,71,061DD0ED,text3,\x9F
2,71,061DD0ED,text4,\x84うこと……
2,72,DBCE050F,text1,と……
2,72,DBCE050F,text2,と……
2,72,DBCE050F,text3,ォォォォォッ！！
2,72,DBCE050F,text4,"一家を討ち倒したハク一行はヤマトの将、オシュトルと出会う。
彼の放つ清廉な威厳は、まさに大人物を感じさせるものであった。"
2,73,17FF12B3,text1,"\x80\x92したハク一行はヤマトの将、オシュトルと出会う。
彼の放つ清廉な威厳は、まさに大人物を感じさせるものであった。"
2,73,17FF12B3,text2,"\x80\x92したハク一行はヤマトの将、オシュトルと出会う。
彼の放つ清廉な威厳は、まさに大人物を感じさせるものであった。"
2,73,17FF12B3,text3,"\xAAシュトルと出会う。
彼の放つ清廉な威厳は、まさに大人物を感じさせるものであった。"
2,73,17FF12B3,text4,\xBEつ清廉な威厳は、まさに大人物を感じさせるものであった。
2,74,56D0415E,text1,\x81\x98させるものであった。
2,74,56D0415E,text2,\x81\x98させるものであった。
2,74,56D0415E,text3,"\x9A\x84哈克一行人，和大和將領奧修特爾相遇了。
他散發出的廉潔威嚴感，確實讓人感覺到是大人物。"
2,74,56D0415E,text4,"\x87了。
他散發出的廉潔威嚴感，確實讓人感覺到是大人物。"
2,75,6669C9CC,text1,，確實讓人感覺到是大人物。
2,75,6669C9CC,text2,，確實讓人感覺到是大人物。
2,75,6669C9CC,text3,"After defeating Moznu and his ilk, Haku's party
meets Oshtor, a Yamatan general.
They are immediately awed by his gallant,
dignified manner."
2,75,6669C9CC,text4," Haku's party
meets Oshtor, a Yamatan general.
They are immediately awed by his gallant,
dignified manner."
2,76,1B18E055,text1," a Yamatan general.
They are immediately awed by his gallant,
dignified manner."
2,76,1B18E055,text2," a Yamatan general.
They are immediately awed by his gallant,
dignified manner."
2,76,1B18E055,text3,帝都へ到着。
2,76,1B18E055,text4,"afely
arrives at the imperial capital."
2,77,D04433F0,text1,"\x85\x83である大都市の威容に圧倒されながら、
オシュトルの屋敷に案内される。"
2,77,D04433F0,text2,"\x85\x83である大都市の威容に圧倒されながら、
オシュトルの屋敷に案内される。"
2,77,D04433F0,text3,"\xBB\x96們被招待到奧修特爾的宅邸，
途中被帝皇膝下的大都市的莊嚴之姿所震懾。"
2,77,D04433F0,text4,\x8A嚴之姿所震懾。
2,78,0D5216FF,text1,to Oshtor's manor.
2,78,0D5216FF,text2,to Oshtor's manor.
2,78,0D5216FF,text3,s manor.
2,78,0D5216FF,text4,.
2,79,EA4E5280,text1,"\xAAシュトルの帰りを待っていたのは、可愛らしい妹、ネコネ。
彼女はその幼い容姿とは裏腹に、最年少で殿試に合格した才媛であった。"
2,79,EA4E5280,text2,"\xAAシュトルの帰りを待っていたのは、可愛らしい妹、ネコネ。
彼女はその幼い容姿とは裏腹に、最年少で殿試に合格した才媛であった。"
2,79,EA4E5280,text3,"妹、ネコネ。
彼女はその幼い容姿とは裏腹に、最年少で殿試に合格した才媛であった。"
2,79,EA4E5280,text4,とは裏腹に、最年少で殿試に合格した才媛であった。
2,80,6B3608FC,text1,"待奧修特爾回家的，是他可愛的妹妹貓音。
她雖然容貌稚嫩，卻是以最小年齡便獲得殿試合格的才女。"
2,80,6B3608FC,text2,"待奧修特爾回家的，是他可愛的妹妹貓音。
她雖然容貌稚嫩，卻是以最小年齡便獲得殿試合格的才女。"
2,80,6B3608FC,text3,\xAB\xA9，卻是以最小年齡便獲得殿試合格的才女。
2,80,6B3608FC,text4,"shtor's cute younger sister
Nekone is waiting for his return.
Contrary to her childish appearance,
she is the youngest person to
ever pass the Imperial Exam."
2,81,FC40B80C,text1,"er childish appearance,
she is the youngest person to
ever pass the Imperial Exam."
2,81,FC40B80C,text2,"er childish appearance,
she is the youngest person to
ever pass the Imperial Exam."
2,81,FC40B80C,text3,"est person to
ever pass the Imperial Exam."
2,81,FC40B80C,text4,"st person to
ever pass the Imperial Exam."
2,82,0ABE3E2D,text1," person to
ever pass the Imperial Exam."
2,82,0ABE3E2D,text2," person to
ever pass the Imperial Exam."
2,82,0ABE3E2D,text3,pass the Imperial Exam.
2,82,0ABE3E2D,text4,ass the Imperial Exam.
2,83,16472165,text1,s the Imperial Exam.
2,83,16472165,text2,s the Imperial Exam.
2,83,16472165,text3,\x81\x95らに……衝撃の事実が明らかとなる。
2,83,16472165,text4,\x95らに……衝撃の事実が明らかとなる。
2,84,DCE7DD30,text1,\x82\x89に……衝撃の事実が明らかとなる。
2,84,DCE7DD30,text2,\x82\x89に……衝撃の事実が明らかとなる。
2,84,DCE7DD30,text3,\x8Bとなる。
2,84,DCE7DD30,text4,となる。
2,85,C01EC278,text1,\xA8なる。
2,85,C01EC278,text2,\xA8なる。
2,85,C01EC278,text3,\x86令人驚訝的真相。
2,85,C01EC278,text4,令人驚訝的真相。
2,86,912F7C3B,text1,\xA4人驚訝的真相。
2,86,912F7C3B,text2,\xA4人驚訝的真相。
2,86,912F7C3B,text3,king truth comes to light.
2,86,912F7C3B,text4,ing truth comes to light.
2,87,2A195B11,text1,g truth comes to light.
2,87,2A195B11,text2,g truth comes to light.
2,87,2A195B11,text3,\x82\xB7ュトルが世を忍ぶ仮の姿であった。
2,87,2A195B11,text4,\xB7ュトルが世を忍ぶ仮の姿であった。
2,88,AB251D4B,text1,\x83\xA5トルが世を忍ぶ仮の姿であった。
2,88,AB251D4B,text2,\x83\xA5トルが世を忍ぶ仮の姿であった。
2,88,AB251D4B,text3,\x82った。
2,88,AB251D4B,text4,った。
2,89,10133A61,text1,\xA3た。
2,89,10133A61,text2,\xA3た。
2,89,10133A61,text3,。
2,89,10133A61,text4,\x80\x82
2,90,B13EEFCF,text1,
2,90,B13EEFCF,text2,
2,90,B13EEFCF,text3,匿身分的偽裝。
2,90,B13EEFCF,text4,\x8C\xBF身分的偽裝。
2,91,0A08C8E5,text1,身分的偽裝。
2,91,0A08C8E5,text2,身分的偽裝。
2,91,0A08C8E5,text3,\x9A\x84偽裝。
2,91,0A08C8E5,text4,\x84偽裝。
2,92,D0B6D91E,text1,\x81\xBD裝。
2,92,D0B6D91E,text2,\x81\xBD裝。
2,92,D0B6D91E,text3,"guy"" Ukon
is in truth the disguised Oshtor,
Imperial Guard of the Right."
2,92,D0B6D91E,text4,"uy"" Ukon
is in truth the disguised Oshtor,
Imperial Guard of the Right."
2,93,37AA9D61,text1,""" Ukon
is in truth the disguised Oshtor,
Imperial Guard of the Right."
2,93,37AA9D61,text2,""" Ukon
is in truth the disguised Oshtor,
Imperial Guard of the Right."
2,93,37AA9D61,text3,クは共に隠密として働くこととなる。
2,93,37AA9D61,text4,\x82\xAFは共に隠密として働くこととなる。
2,94,06EF3A03,text1,は共に隠密として働くこととなる。
2,94,06EF3A03,text2,は共に隠密として働くこととなる。
2,94,06EF3A03,text3,近乎強迫般的邀請下，哈克隨著久遠一起在他手下作為密探工作。
2,94,06EF3A03,text4,\xBF\x91乎強迫般的邀請下，哈克隨著久遠一起在他手下作為密探工作。
2,95,C06A4884,text1,乎強迫般的邀請下，哈克隨著久遠一起在他手下作為密探工作。
2,95,C06A4884,text2,乎強迫般的邀請下，哈克隨著久遠一起在他手下作為密探工作。
2,95,C06A4884,text3,\x9A\x84邀請下，哈克隨著久遠一起在他手下作為密探工作。
2,95,C06A4884,text4,\x84邀請下，哈克隨著久遠一起在他手下作為密探工作。
2,96,3656B291,text1,\x82\x80請下，哈克隨著久遠一起在他手下作為密探工作。
2,96,3656B291,text2,\x82\x80請下，哈克隨著久遠一起在他手下作為密探工作。
2,96,3656B291,text3,\x8B隨著久遠一起在他手下作為密探工作。
2,96,3656B291,text4,隨著久遠一起在他手下作為密探工作。
2,97,B0C2C03F,text1,\xA8著久遠一起在他手下作為密探工作。
2,97,B0C2C03F,text2,\xA8著久遠一起在他手下作為密探工作。
2,97,B0C2C03F,text3,他手下作為密探工作。
2,97,B0C2C03F,text4,\xBB\x96手下作為密探工作。
2,98,807B48AD,text1,手下作為密探工作。
2,98,807B48AD,text2,手下作為密探工作。
2,98,807B48AD,text3,\xB7\xA5作。
2,98,807B48AD,text4,\xA5作。
2,99,2D07992D,text1,\xBD\x9C。
2,99,2D07992D,text2,\xBD\x9C。
2,99,2D07992D,text3,"ith Kuon,
who had joined at Ukon's half-coercive invitation,
Haku too becomes a spy in his service."
2,99,2D07992D,text4,"th Kuon,
who had joined at Ukon's half-coercive invitation,
Haku too becomes a spy in his service."
2,100,7F521B32,text1," Kuon,
who had joined at Ukon's half-coercive invitation,
Haku too becomes a spy in his service."
2,100,7F521B32,text2," Kuon,
who had joined at Ukon's half-coercive invitation,
Haku too becomes a spy in his service."
2,100,7F521B32,text3,"Ukon's half-coercive invitation,
Haku too becomes a spy in his service."
2,100,7F521B32,text4,"kon's half-coercive invitation,
Haku too becomes a spy in his service."
2,101,C0EC2896,text1,"n's half-coercive invitation,
Haku too becomes a spy in his service."
2,101,C0EC2896,text2,"n's half-coercive invitation,
Haku too becomes a spy in his service."
2,101,C0EC2896,text3,mes a spy in his service.
2,101,C0EC2896,text4,es a spy in his service.
2,102,65007A78,text1, a spy in his service.
2,102,65007A78,text2, a spy in his service.
2,102,65007A78,text3,
2,102,65007A78,text4,6\xCE\xF8
2,103,4E2D29BB,text1,\xA4\xA3$
2,103,4E2D29BB,text2,\xA4\xA3$
2,103,4E2D29BB,text3,&
2,103,4E2D29BB,text4,'
2,104,573618FA,text1,i)
2,104,573618FA,text2,i)
2,104,573618FA,text3,.
2,104,573618FA,text4,1
2,105,18778E3D,text1,
2,105,18778E3D,text2,
2,105,18778E3D,text3,(<
2,105,18778E3D,text4,>
2,106,016CBF7C,text1,
2,106,016CBF7C,text2,
2,106,016CBF7C,text3,G
2,106,016CBF7C,text4,K
2,107,2A41ECBF,text1,
2,107,2A41ECBF,text2,
2,107,2A41ECBF,text3,\xC9\xEFB\xB1R
2,107,2A41ECBF,text4,\xAAW
2,108,335ADDFE,text1,
2,108,335ADDFE,text2,
2,108,335ADDFE,text3,]
2,108,335ADDFE,text4,
3,0,157704FB,text1,太超過的話……
3,0,157704FB,text2,太超過的話……
3,0,157704FB,text3,nt ears...
3,0,157704FB,text4,ですよ？
3,1,258952AE,text1,"shing one day,
you understand."
3,1,258952AE,text2,"shing one day,
you understand."
3,1,258952AE,text3,I see...
3,1,258952AE,text4,"\x86か。
脅しているとかじゃ……ないっぽいな、コレ。"
3,2,77DCD0B1,text1,"\x84語氣說出來更讓人覺得可怕嗎。
說是在嚇我……也不太像啊。"
3,2,77DCD0B1,text2,"\x84語氣說出來更讓人覺得可怕嗎。
說是在嚇我……也不太像啊。"
3,2,77DCD0B1,text3,"可怕嗎。
說是在嚇我……也不太像啊。"
3,2,77DCD0B1,text4,…也不太像啊。
3,3,182B072A,text1,"Nekone's matter-of-fact tone is
unnerving, but she's stating fact#@－－#
she's not trying to intimidate me."
3,3,182B072A,text2,"Nekone's matter-of-fact tone is
unnerving, but she's stating fact#@－－#
she's not trying to intimidate me."
3,3,182B072A,text3,"－#
she's not trying to intimidate me."
3,3,182B072A,text4,、意外だな。
3,4,CD0121D7,text1,pected.
3,4,CD0121D7,text2,pected.
3,4,CD0121D7,text3,何だかんだ言って心配してくれたんだな、と。
