row,key_hash_hex,record_index,jaJP_flags,jaJP_text,enUS_flags,enUS_text,zhTW_flags,zhTW_text
1499,5686066C,1470,3,"<【 案窺央 宇異 】:#ffd700>

<10>既応安 春羽火愛位 怨甘逢 閣渦, 溢求暗 円姐逢 願迂圧握 仮井 牛居圧位
　圧音 泳解. 加暗詠 牛居 雨塩, 衣姐易 握科逢 魚握位 益看易 異以綾映
　求暗係挨渦 菓愛. 因岡炎穏押炎綾 胸押延, 才山管 印塊宴
　員運餌家哀 一瞬 ‘加偽一’悪渦 易愛. 挨応 穏溢 員運餌家哀 隠案綾
　哀鬼逢 効園延溢雨, 欠形哀 輝握穏 域越圧位 圧音 泳解挨覚愛.",3,"<[Battle Mission]:#ffd700>

Upon hearing a rumor that the Mikado passed away, Haku heads
back to the capital. On the way, he is attacked by a mysterious
gang of warriors. According to Jachdwalt, these are The Shadows,
assassins from Uzurusha. But why are they attacking now?
The answer will have to wait until after the battle...",3,"<【 擊敗型任務 】:#ffd700>

<10>哈克一行人收到帝皇駕崩的消息，趕緊歸國確認真相。
　 在歸國的途中，他們被一夥氣息怪異，身手不凡的人包圍。
　 亞庫托瓦爾特說襲來的敵人們是烏茲魯沙被稱為影的刺客。
　 事到如今烏茲魯沙還來襲擊，哈克一行人對此抱有疑問，
　 但又必須與眼前的殺氣對峙。"
1500,60C3EB69,1511,20,"<【 案窺央 宇異 】:#ffd700>

<10>逸運援 泳窺穏 益意以 泳窺安 橋逢 怯宴 縁禍威綾,
　益意以哀 安極安 員箇鋼以偉溢 栄救偉 王偶易 挙圧愛.
　球口 握禍扱 協以位 縁禍威挨移菓, 雇塊哀 宴縁吸扱 隠案井
　気印塊哀 因供逢 仰壱笠悪!",20,"<[Battle Mission]:#ffd700>

The fake Nosuri has united Moznu Bandits and defectors from
Nosuri's own group under her command. They could grow to be
a real threat if left unchecked. Find their HQ and put an end to
their schemes!",20,"<【 擊敗型任務 】:#ffd700>

<10>冒牌鵟似乎在伯勞一派及鵟一派聯手組建的新勢力中
　 成為了首領。新勢力日漸強大，
　 襲擊他們的秘密據點，摧毀他們的野心吧！"
1501,634452F7,1505,2,"<【 案窺央 宇異 】:#ffd700>

<10>凹意珪哀 椅僅綾溢, 為異悪挨 域壱 休詠仮哀 逸隠挨 願迂憶覚愛.
　加安 挨言位 右距 噂域哀 含鋭 雲隠挨 円解憶渦 英位 挙圧愛.
　凹意珪哀 俺基哀 苑勧逢 違位 計完哀 握演愛.
　関愛扱 虐稀, 右紅逢 苛畏圧悪!",2,"<[Battle Mission]:#ffd700>

Warmaster Benawi is confirmed as being stationed at the Tuskur
stronghold. And he's not standing idle, either. He's hard at work
training a crack squad of warriors. This could be our chance to get
some useful intel on the extent of their battle prowess. Cross the
ocean and see what you can find out!",2,"<【 擊敗型任務 】:#ffd700>

<10>在圖斯庫爾的城塞，確認到了武士大將貝納威的身影。
　 他好像正率領精銳部隊進行實戰演習。
　 這是瞭解圖斯庫爾為何會如此強大的大好機會。
　 渡過海洋，開始偵察吧！"
1502,66323E3F,1551,4,禁干雲異扱 3宇異 挨姐 荷椅,4,　 Complete 3 Dream Arena Missions,4,　 完成 3 個以上的夢幻演武任務
1503,67AE2F70,1507,24,"<【 案窺央 宇異 】:#ffd700>

<10>音伽員以哀 雅気綾溢 逸運援 泳安哀 角演穏 河員火愛.
　栄救扱 逸違, 域式逸 計雨扱 去挨闇位 機挨 甲偽緩愛.
　角演綾 鎌迦井, 逸運援 泳安哀 狂解逢 敢移圧悪!",24,"<[Battle Mission]:#ffd700>

One of our agents witnessed a meeting of the Moznu Bandits at
Kujyuri. It seems they're gathering allies for a major assault.
Infiltrate their base and wipe out those ruffians!",24,"<【 擊敗型任務 】:#ffd700>

<10>在九重里雪山上撞見伯勞一夥的集會。
　 他們在此招集同伴要進行大規模的盜竊。
　 闖入他們的集會，阻止伯勞一夥吧！"
1504,6975A742,1515,16,"<【 案窺央 宇異 】:#ffd700>

<10>凹意珪 握液域 噂域壱 岡偉員哀 怨角園偉,
　鋭居哀 皇一塊逢 逸宴 凹握演安 苛碍憶覚愛.
　仰垣移 何以井 輝違窮宴 一綾映位,
　岡偉員安 揮暁 及準 遠握偉 憶羽 英愛.
　俺一塊逢 識羽丸以渦, 凹意珪哀 究迂(狂刃)汚 儀険羽悪!",16,"<[Battle Mission]:#ffd700>

Tuskur General Kurou is hosting a fighting tournament, calling for
the strongest warriors from all across the land. Whoever wins will
get the chance to duel him personally. Take advantage of this
opportunity to eliminate some of our competition!",16,"<【 擊敗型任務 】:#ffd700>

<10>在圖斯庫爾騎兵隊副隊長克羅的招集下，
　 舉辦了聚集全國勇士的競技賽。
　 最後勝出的人能夠直接與克羅交手。
　 打敗強者們，與圖斯庫爾的狂刃一較高下吧！"
1505,706E9603,1525,6,"<【 案窺央 宇異 】:#ffd700>

<10>回居哀 挨頑 緩位 鋭為塊挨 逸各, 帰偉科 河揮逢 魁椅圧闇 圧渦 英愛.
　河揮挨 挨 挨姐 久移握 鋭綾, 溢求暗 橋逢 肯 箇渦 検宴 姐既挨愛.
　加塊挨 逸迂愛位 角演怨綾 袈迦井, 河揮 雅穀逢 敢移圧悪!",6,"<[Battle Mission]:#ffd700>

A ragtag collection of warriors from other lands have formed their
own faction. This could mean trouble if we allow them to grow
any bigger. Sneak into their meeting spot and eliminate this
so-called organization!",6,"<【 擊敗型任務 】:#ffd700>

<10>各國有名的戰士們正齊聚一堂組建新的組織。
　 在組織越來越大之前，趕快採取對策吧。
　 潛入他們的集會所阻止他們吧！"
1506,79D8DA28,1521,10,"<【 案窺央 宇異 】:#ffd700>

<10>員運餌家哀 去嫁界為塊挨
　因維謁 観謁綾溢 握握以扱 幹甘畏沿渦 英愛位 右永安 塊羽誤愛.
　応雨綾 去嫁扱 散握 鋭綾, 遺郷空塊期偉 怨講圧悪!",10,"<[Battle Mission]:#ffd700>

I'll make this quick. Researchers from Uzurusha have been breeding
swarms of gigiri in Yamato territory. Strike down the breeders and
defeat their monsters before they can release them into the city!",10,"<【 擊敗型任務 】:#ffd700>

<10>有情報稱烏茲魯沙的操蟲使在大和的領土上繁殖奇奇利。
　 在蟲子被放到帝都以前，驅逐那些蠻族吧！"
1507,7A5F63B6,1495,12,"<【 案窺央 宇異 】:#ffd700>

<10>嘘嘘以科陰影哀 逸隠挨 音伽員以哀 雅気綾溢 黄詰憶覚愛.
　嬉怨綾位 七屈 形綾 逸隠逢 割暗笠移 慣移菓,
　栄畏綾 永偉握握以哀 逸隠雨 永渦憶渦 英羽
　傘挨扱 錆違 栄凶綾溢 詠誤逢 安懐椅雨 英愛.
　握握以穏 嘘嘘以塊哀 弓揮宇雨 吉黄井移渦 英園依,
　罪壱逢 産開移 訓渦 河為扱 円解圧悪!",12,"<[Battle Mission]:#ffd700>

People have reported catching sight of a Tatari-Unkami in the 
Kujyuri Mountains. These monsters usually shun the sunlight, 
but based on the increased Boro-Gigiri sightings, it may be 
venturing out of its cave during the day to hunt for food. 
Find out what's got these creatures so excited!",12,"<【 擊敗型任務 】:#ffd700>

<10>在九重里的雪山上發現了祟溫凱米。
　 牠平常不會出現在陽光前，
　 但由於同時也有巨奇利的目擊報告出現，
　 所以牠可能是為了追趕食物而從洞穴出來。
　 因為奇奇利跟祟的行動都被活化了 ，
　 好好注意並進行調查吧 ！"
1508,7D32A7AF,1499,8,"<【 案窺央 宇異 】:#ffd700>

<10>因岡炎穏押炎哀 挨頑逢 為午圧位 安極安 員運餌家綾 詠嘘劫愛.
　加綾 完困圧挙, 員運餌家哀 却義雨 角魁逢 畏奥井
　鋼移慣違 因維謁偉 円改井 協 握禍愛.
　街移偉 監井, 過源 挨頑逢 告去以位 一扱 休羽 丸闇悪!",8,"<[Battle Mission]:#ffd700>

A new military leader is gaining power in Uzurusha, and he
bears a disturbing resemblance to Jachdwalt. He's gathering
support fast and advancing toward Yamato. Make your way to
the border and give this impostor a taste of what they're up
against!",8,"<【 擊敗型任務 】:#ffd700>

<10>盜用亞庫托瓦爾特之名的傢伙在烏茲魯沙現身了。
　 而且還集結了烏茲魯沙的殘黨，
　 看樣子他們最近會向大和前進 。
　 趕往現場，收拾掉冒牌貨吧！"
1509,7EB51E31,1517,14,"<【 案窺央 宇異 】:#ffd700>

<10>員運餌家哀 稼煙綾 逸運援安 叶街火愛.
　乙案 右永綾 胸押延, 逸運援安 箇 希迂 挙圧愛.
　羽期溢迂移位 掬 衣 緩移菓, 挨居綾溢 鎌栄逢 噂以位
　箇 気印逢 険怯違悪!",14,"<[Battle Mission]:#ffd700>

Moznu has been spotted causing trouble in the misty valley.
Actually, according to eye-witness reports there are two of him.
Investigate this mystery and bring both Moznus to justice!",14,"<【 擊敗型任務 】:#ffd700>

<10>伯勞出現在烏茲魯沙的溪谷。
　 根據目擊情報，好像有兩個伯勞。
　 雖然不知道是怎麼一回事，
　 總之去逮捕這兩個在異國搗亂的山賊吧！"
1510,883C5F13,1553,2,禁干雲異扱 12宇異 挨姐 荷椅,2,　 Complete 12 Dream Arena Missions,2,　 完成 12 個以上的夢幻演武任務
1511,89A04E5C,1509,22,"<【 案窺央 宇異 】:#ffd700>

<10>戒歌朔海安 帰偉科 酵酷 雨功哀 広過以偉
　去嫁穏 確益扱 係員映 圧位 解為扱 可苑圧渦 英位 挙圧愛.
　演壱綾 鎌迦井, 崖移画 稼華逢 敢移圧悪!",22,"<[Battle Mission]:#ffd700>

Word on the street is Dekopompo's set up a new gambling ring.
This time he's showcasing fights between Nakwan and monsters
for people to bet on the outcome.
Put a stop to this blatant violation of the law!",22,"<【 擊敗型任務 】:#ffd700>

<10>凸砰砰好像準備舉辦活動，讓蟲與劍奴戰鬥，
　 以此作為地下博弈的新項目。
　 闖入會場來阻止這個違法計畫吧！"
1512,8D4A33DB,1503,4,"<【 案窺央 宇異 】:#ffd700>

<10>羽滑 為一偉噂会 型溢扱 具違 閣拳愛.
　黄縁迂宴 印盾 英移 慣拳移菓 ‘凹握壱綾溢 握愛疑愛’悪渦菓 飴各 英羽,
　換姐越 慣宴 許仮握穏, 額肝易 距汗挨 意警愛.
　黄縁迂哀 右委扱 願迂圧握 仮井, 一, 凹握壱園偉 監圧悪!",4,"<[Battle Mission]:#ffd700>

I was handed an unsigned sealed letter by a messenger.
All it says is, ""I'll be waiting for you at the arena.""
Surely, this does not bode well...
Go to the arena and see who sent this cryptic missive!",4,"<【 擊敗型任務 】:#ffd700>

<10>某個使者送來了信。
　 沒有寫寄信人是誰，只寫了「我在鬥技場等著」，
　 氣氛不同尋常，感覺有種不好的預感。
　 為了確認寄信人是誰，趕緊往鬥技場前進吧！"
1513,8ECD8A45,1513,18,"<【 案窺央 宇異 】:#ffd700>

<10>戒歌朔海安 回居哀 皇一塊逢 叱園偉 鶏羽逸違,
　帰偉科 右距 噂域扱 魁椅易 挙圧愛.
　噂域哀 含威 畏境園偉 雨鋭壱挨 悔 逸感迂戒,
　雇塊綾映 案哀 虚挨扱 拘拘蓋 硬純映 井 遠羽悪!",18,"<[Battle Mission]:#ffd700>

Well, this is unexpected. Dekopompo has hired every mercenary he
can find and created his own military squad. They've even issued us
with a formal challenge. The gall! Show these upstarts that we're on
a completely different level!",18,"<【 擊敗型任務 】:#ffd700>

<10>凸砰砰好像用錢招集了各國的勇士，
　 組成了新的精銳部隊。
　 他寄了戰書過來，似乎想要試試部隊的實力。
　 讓那傢伙知道彼此的差距吧！"
1514,90BB7F1D,1519,12,"<【 案窺央 宇異 】:#ffd700>

<10>戒歌朔海哀 黒忌偉 凹意珪綾溢 供希井 悔 液為安 詠嘘劫愛.
　叱綾 渦隔画 遠応越渦位 姐義蓋 益看圧愛位 怨鬼挨愛.
　凹握壱綾溢 加 含威逢 願迂圧悪!",12,"<[Battle Mission]:#ffd700>

Dekopompo's been throwing his money around again, this time hiring
mercenaries who were former Tuskur soldiers. Have they got the
skills to justify the salary he's paying them? You'd better head over
to the arena and see for yourself!",12,"<【 擊敗型任務 】:#ffd700>

<10>凸砰砰從圖斯庫爾收買的亡命之徒出現了。
　 雖說是些見錢眼開的傢伙，但好像武藝相當高超。
　 在鬥技場確認看看吧！"
1515,933CC683,1497,10,"<【 案窺央 宇異 】:#ffd700>

<10>既応穏 既芸 貫遠安 噂化易 牽逢 嘘,
　戒歌朔海安 応雨・灰衣綾溢 異経安扱 競渦 英位 挙圧愛.
　違維雨 既応哀 仮究綾 握域羽 崖効逢 益以位 逸感挨移菓,
　挨 止扱 加域偉 箇渦 広 衣位 緩愛.
　彩畏 灰衣偉 監井 戒歌朔海綾映 応化扱 安圧悪!",10,"<[Battle Mission]:#ffd700>

While the cat's away the mice will play... Or in this case, while 
the Mikado and princess are away, Dekopompo will skulk 
around the palace suspiciously. What could he be looking for?
Most likely he's trying to pilfer imperial treasures 
and damage the royal family's authority.
Subdue him before he has a chance to get away!",10,"<【 擊敗型任務 】:#ffd700>

<10>趁帝皇和公主杏樹不在的空檔，
　 凸砰砰在帝都・天守找些什麼的樣子。
　 看來他在找一些帶有帝皇權威的值錢物品吧，
　 不能置之不理。
　 趕快前往天守制裁凸砰砰吧！"
1516,9451029A,1493,14,"<【 案窺央 宇異 】:#ffd700>

<10>員運餌家哀 育印綾溢, 君挨 憶延 縁暇 怨以安 塊疑愛位
　怨鬼挨 確苑仮為塊 為挨綾溢 献移渦 英愛.
　育印 壊苑扱 具位 確苑仮為塊哀 為握綾 遣稼憶位 泳挨依,
　縁暇 怨以哀 活迂 河為扱 圧渦 穏 遠覚園延 易愛.",14,"<[Battle Mission]:#ffd700>

Eerie moans have been heard emanating from the Uzurusha ruins at
night, or so our reports say. We can't afford to let the Kebiishi get
spooked by such ridiculous rumors. Find the source of these sounds
and do whatever's necessary to shut them up!",14,"<【 擊敗型任務 】:#ffd700>

<10>傳言在烏茲魯沙遺跡裡，一到晚上就會聽到低吼聲，
　 這樣的傳言在檢非違使間擴散。
　 由於會影響看守遺跡的檢非違使們的士氣，
　 所以希望去調查低吼聲的原因。"
1517,97D6BB04,1523,8,"<【 案窺央 宇異 】:#ffd700>

<10>戒歌朔海安 逸運援 泳窺穏 員運餌家 液為穏 橋逢 怯渦,
　苑勧以綾 崖移画 業何逢 科欺圧渦 英位 挙圧愛.
　雇哀 菓解逢 挨域偉 殴越横 衣位 緩愛.
　応雨綾 雨豪圧握 鋭綾 雇哀 稼華逢 敢移圧悪!",8,"<[Battle Mission]:#ffd700>

Dekopompo is working with the Moznu Bandits and Uzurusha soldiers
to import dangerous beasts into the capital. We can't allow them to
bring this scheme to fruition. Stop them before their ""cargo"" reaches
the capital!",8,"<【 擊敗型任務 】:#ffd700>

<10>凸砰砰好像與伯勞一派及烏茲魯沙士兵聯手，
　 秘密運送禁獸。
　 不能放任他們的暴行。
　 在到達帝都之前，阻止他們的計畫吧！"
1518,9A8A8AA8,1501,6,"<【 案窺央 宇異 】:#ffd700>

<10>既芸 貫遠哀 希園偉 丘以位, 灰串畏王綾 楽安圧映 憶覚愛.
　可苑画 姐域位 恵遠壱哀 易 為串, 完給哀 巻悪挨.
　執最園偉 考羽健 姐域安 違依移菓, 挨 握演扱 基噂偉 圧延 乙侠宴 緩逢 機挨愛.
　鋭威逢 愛井, 完給哀 恵遠壱逢 儀挨圧悪!",6,"<[Battle Mission]:#ffd700>

By decree of Princess Anju, a public exhibition match is to be held.
Eight Pillar General Vurai has been chosen as the champion and is
ready to take on any and all challengers. Give this fight everything
you've got! You might not survive otherwise...",6,"<【 擊敗型任務 】:#ffd700>

<10>參加了因公主杏樹的命令而召開的御前比武大賽。
　 安排的對手是八柱將的一人，豪腕之武賴。
　 可不是隨便應付就能搞定的對手，一不小心可能會沒命的。
　 全力以赴，迎擊豪腕之八柱將吧！"
1519,A10AA401,1477,30,"<【 案窺央 宇異 】:#ffd700>

<10>逸運援 泳窺哀 却義挨 違揮雨 音伽員以・気肝綾 侠羽 英愛渦 易愛.
　溢求暗 街壱園偉 監井, 異以扱 怨講圧悪!




<※挨 宇異扱 荷椅圧延, 壱苑 雲椅［ 塩格 雲椅 ］挨 井崖漢依愛:#00ffff>",30,"<[Battle Mission]:#ffd700>

We've had reports that there are still members of the Moznu 
Bandits hiding out in the Kujyuri Mountains. Get moving and 
clean up these stains on our society!

<*Complete this mission to unlock Mid-Quality Upgrades:#00ffff>",30,"<【 擊敗型任務 】:#ffd700>

<10>據說伯勞一派的殘黨還在九重里・山路潛伏著。
　 快去現場將其討伐吧！




　 <※完成此任務後，可解鎖裝備煉成［ 中級煉成 ］:#00ffff>"
1520,A1935601,1458,15,"<【 案窺央 宇異 】:#ffd700>

<10>雅気哀 伍貴 永偉握握以偉噂会 衛縁蓋 雨供光 悔 圧音 泳解挨覚移菓,
　音伽員以 維逢綾 果井安 影越握 鋭綾 去嫁塊逢 牙応横 犠俄安 英愛.
　永偉握握以扱 計捌園偉 育迂圧渦, 圧音穏 維偉偉位 欺案哀 還扱 握愛疑愛.



　<※挨 宇異綾 叶街圧位 ［ 永偉握握以 ］位, 引案逢 閣移 慣位 異印 姐悦迦依愛:#ff0050>",15,"<[Battle Mission]:#ffd700>

Barely escaping their encounter with the Boro-Gigiri alive,
Haku and friends must now wipe out the monsters before they
reach Kujyuri village. Haku and Maroro lure the Boro-Gigiri to
the edge of a steep ridge and await their chance to counter-attack.

<*During this mission, the Boro-Gigiri cannot be damaged
 or defeated in battle:#ff0050>",15,"<【 擊敗型任務 】:#ffd700>

<10>哈克一行人辛苦逃離了雪山凶蟲巨奇利，
　 但仍有必要在九重里受蟲災之前驅逐害蟲。
　 因此哈克及麻呂呂將巨奇利引到山崖，等待著反擊的時機。



　 <※此任務中出現的［ 巨奇利 ］是不會受到傷害的無敵狀態:#ff0050>"
1521,A1F5D9C0,1557,4,"<【 遺巨謁押哀 噂圧偉溢 応学 加砂係井円 姐悦 】:#ffd700>
　過以哀 越貫逢 移軍永位 一.


<【 興壱 育恩 嫁勘 】:#ffd700>
　Lv.30～",4,"<[Worthy of Oshtor's Praise]:#ffd700>
Stalwart guardian of the town.


<Recommended Level:#ffd700>
Lv.30+",4,"<【 不辱奧修特爾部下之名的狀態 】:#ffd700>
　 守護街上治安的人。


<【 推薦單位等級 】:#ffd700>
　 Lv.30～"
1522,A36CC293,1536,9,"<【 案窺央 宇異 】:#ffd700>

<10>遠応
　<我温威:#ffd700>逢 館屋圧悪.",9,"<[Battle Mission]:#ffd700>

Mission:
Defeat <The Powerhouse:#ffd700>",9,"<【 擊敗型任務 】:#ffd700>

<10>課題
　 克服<超火力:#ffd700>。"
1523,A401068A,1532,13,"<【 窺泣央/案窺央 宇異 】:#ffd700>

<10>遠応
　<一握 一縁逢 違位 一:#ffd700>扱 館屋圧悪.",13,"<[Destruction/Battle Mission]:#ffd700>

Mission:
Defeat <The Enlightened:#ffd700>",13,"<【 破壞型/擊敗型任務 】:#ffd700>

<10>課題
　 克服<知己之人:#ffd700>。"
1524,A6676018,1473,34,"<【 窺泣央 宇異 】:#ffd700>

<10>歓哀 河王綾 犠俄易 歓我扱 安玄遺握菓 圧延 憶位 衛憾易 哀喰.
　気哀 因絵 絵忌綾 遠哀圧較 歓我扱 僅角圧悪!",34,"<[Destruction Mission]:#ffd700>

This mission couldn't be simpler: collect some Medicinal Herbs and
bring them back in one piece. Just be careful not to disturb the
local wildlife, or things could get ugly.",34,"<【 破壞型任務 】:#ffd700>

<10>只需採集調配藥品所需藥草的簡單委託。
　 一邊注意山中的野生生物一邊採取藥草吧！"
1525,A6FE9218,1462,11,"<【 案窺央 宇異 】:#ffd700>

<10>既芸哀 究経 育泣 換迂園偉溢, 益意以位 移希衣戯扱 閣位 激挨 憶覚愛.
　加吃溢 遺巨謁押位 易 稼挟逢 禍技, 圧音 泳解綾映 益意以扱 巡雨祈 哀喰易愛.
　仮境易 愛以迂 局 掬延溢雨, 泳哀 易 憾下綾 域易 挟宇逢 滑参 圧音位 哀喰扱
　閣違塊挨握偉 易愛. 圧音位 益意以哀 衣戯溢綾溢, 気印 逸運援扱 益意以哀
　域嘘偉 怯違塊挨位 鋭域影鬼哀 奥鋭逢 含解易愛.",11,"<[Battle Mission]:#ffd700>

Nosuri is branded a criminal for kidnapping the princess, but as
always, Oshtor has a plan. Feeling guilty for his part in the
misunderstanding, Haku agrees to help. By shifting the crime
onto Moznu and recapturing him, Nosuri might just get out of
this with her honor intact.",11,"<【 擊敗型任務 】:#ffd700>

<10>鵟被當作假裝綁架公主案的犯人而被通緝。
　 這時奧修特爾想了一個計策，讓哈克一行人去幫助鵟。
　 哈克明白這是件危險的事情，但因為感到需要負一部分的責任
　 而接下這個委託。    哈克實行了一個藉由鵟的通緝令，讓盜賊伯勞
　 作為鵟的替身被捕，前所未聞的作戰。"
1526,A8BCE82A,1481,26,"<【 衣角央/絵客央 宇異 】:#ffd700>

<10>益意以安 違高 失 碍渦格 影遠扱 椅僅綾 侠及
　噂圧塊汚 基兄 雲演扱 鎖握渦 英位 逸感挨愛.
　菓号易 益意以扱 戒闇遺握 仮井, 侠及 失 界逢 繋衣圧悪!



　<※挨 宇異綾 叶街圧位 ［ 益意以 ］位, 引案逢 閣移 慣位 異印 姐悦迦依愛:#ff0050>",26,"<[Gathering/Survival Mission]:#ffd700>

Nosuri recently acquired some extremely high-quality sake.
Cause for celebration, perhaps, but she and her cohorts are
partying a little too hard. Confiscate that sake and bring Nosuri
back to her senses!

<*During this mission, Nosuri cannot be damaged or defeated
 in battle:#ff0050>",26,"<【 收集型/生存型任務 】:#ffd700>

<10>鵟好像將珍藏的美酒藏在城塞中，
　 與部下一起享受著宴會。
　 為了將醉倒的鵟帶回來，把藏起來的酒找出來吧！



　 <※此任務中出現的［ 鵟 ］是不會受到傷害的無敵狀態:#ff0050>"
1527,AADA8EB8,1540,5,"<【 案窺央 宇異 】:#ffd700>

<10>遠応
　<汚過哀 詠:#ffd700>扱 館屋圧悪.",5,"<[Battle Mission]:#ffd700>

Mission:
Defeat <The Man I Was:#ffd700>",5,"<【 擊敗型任務 】:#ffd700>

<10>課題
　 克服<過去的自己:#ffd700>。"
1528,AF48DE33,1466,7,"<【 案窺央 宇異 】:#ffd700>

<10>因維謁 恵遠壱哀 吉歓園偉, 何堪安 為含姐 魁右画 員運餌家穏哀 域鋭.
　員運餌家位 権回逢 俺俄義井, 詠悪哀 貫向 鍵継易 固園偉 忌暗鎌愛.
　加 肝綾溢, 遺郷空 順 改箇餌違 形綾 易 異迂挨 安偉恐違 快愛.
　加位 因維謁哀 為詠挨, 員恭仮域壱 遺巨謁押刻愛.
　灰迂壱 応加依位 改箇餌違扱 雨供越映 圧握 仮井, 魁為哀 泳握謁扱 縁逆易愛.
　移崖, 域居哀 箇 観自哀 係弓挨 恐逢 協室愛.",7,"<[Battle Mission]:#ffd700>

The battle is won thanks to the help of the Eight Pillar Generals,
forcing the Uzurushan army to withdraw. Their retreat is blocked 
by none other than Oshtor, Yamato's own Imperial Guard of the Right.
In order to buy time for their royal leader Gundhurua to escape,
the Uzurushan Commander, Zeguni, challenges Oshtor to a duel.
The two warriors face off, putting their lives on the line for
the sake of their countries.",7,"<【 擊敗型任務 】:#ffd700>

<10>由於大和八柱將的活躍表現，與烏茲魯沙的大戰幾乎勝負已定。
　 烏茲魯沙軍無可奈何只能向國家的腹地撤退。
　 途中，在蠻族王袞杜魯亞的面前出現了一位武人。
　 那是大和的英雄，右近衛大將奧修特爾。
　 隊長澤古尼為了讓袞杜魯亞逃走，而提出一對一決鬥。
　 此刻，大國雙雄的戰鬥已正式拉開序幕。"
1529,B1A7D96B,1491,16,"<【 案窺央/絵客央/雨荷央 宇異 】:#ffd700>

<10>音伽員以 維逢綾溢, 愛畏 永偉握握以哀 逸隠挨 願迂憶覚愛.
　遠害綾位 幹甘易 握握以哀 逸隠雨 永迂愛.
　員快 永偉握握以扱 育迂井, 雇塊逢 泳供嘘円圧握 仮井,
　栄凶綾 為位 嘘嘘以科陰影哀 企壱垣移 握愛闇悪!

　<※挨 宇異綾 叶街圧位 ［ 永偉握握以 ］［ 嘘嘘以科陰影 ］位,:#ff0050>
　<　 引案逢 閣移 慣位 異印 姐悦迦依愛:#ff0050>",16,"<[Battle/Survival/Travel Mission]:#ffd700>

A new Boro-Gigiri has been spotted near Kujyuri village, along with
increasingly high numbers of gigiri. Lure out this monster and its pack
and wipe them all out in one fell swoop! Then wait for Tatari-Unkami
to come out of its cave.

<*During this mission, the Boro-Gigiri and the Tatari-Unkami:#ff0050>
 <cannot be damaged or defeated in battle:#ff0050>",16,"<【 擊敗型/生存型/抵達型任務 】:#ffd700>

<10>在九重里又確認到巨奇利的身影。
　 在周圍也確認到了繁殖出的奇奇利。
　 首先將巨奇利引誘出來，為了將其一網打盡，
　 等候住在洞穴裡的祟溫凱米登場吧！

　 <※此任務中出現的［ 巨奇利 ］［ 祟溫凱米 ］是:#ff0050>
　 <　 不會受到傷害的無敵狀態:#ff0050>"
1530,B8119540,1487,20,"<【 案窺央/窺泣央 宇異 】:#ffd700>

<10>既芸 貫遠哀 希園偉, 因維謁哀 右距 噂域穏 警快 畏王逢 圧映 憶覚愛.
　飢易 泳噂 嘘居綾溢 希椅逢 交警 皇一塊雨 楽鋭圧位 逸感挨愛.
　級鋭挨 距姐憶移菓, 移崖挨因訓偉 宴勧偉溢哀 含威逢 永各
　既芸哀 縁喰扱 国号圧悪!


　<※挨 宇異扱 荷椅圧延, 壱苑 雲椅［ 我格 雲椅 ］挨 井崖漢依愛:#00ffff>",20,"<[Battle/Destruction Mission]:#ffd700>

Anju has arranged to hold a fighting tournament. Though it's purely
for entertainment, warriors from other lands will be participating,
too. This could be a fine opportunity for you to show off your skills
to the world and make our princess proud!

<*Complete this mission to unlock Master-Quality Upgrades:#00ffff>",20,"<【 擊敗型/破壞型任務 】:#ffd700>

<10>奉公主杏樹之命，與大和的精銳部隊進行友誼賽。
　 除此之外，好像還有一些其他國家來的勇士們也會參戰。
　 可以預見會是一場大混戰，但此刻正是展現密探的實力之時。
　 贏取公主的信任吧！


 　<※完成此任務後，可解禁裝備煉成［ 超級煉成 ］:#00ffff>"
1531,B8886740,1468,5,"<【 案窺央 宇異 】:#ffd700>

<10>既応哀 処希園偉, 凹意珪偉哀 円改挨 魁右憶覚愛.
　加 何以位 歓介画 機挨悪 援牙詠 絵回火移菓,
　鋭既宴 初算哀 殴監園偉 凶暗交羽円愛.
　凹意珪哀 握隠 奥鋭園偉 因維謁位 液駕 永格偉安 座及 丸疑 機挨愛.
　渦穀画 異拐越陰扱 牙圧握 仮井 凹意珪偉 叶黄圧位 圧音 泳解.
　血雨印迂 狭逢 汚畏圧位 凹意珪 禍威綾 儀溢, 圧音位 圧詠哀 握挟逢 渦貫易愛.",5,"<[Battle Mission]:#ffd700>

The Yamatan emperor orders an advance into Tuskur territory.
Though victory seems assured at first, the course of the battle
takes an unexpected turn. After an ambush on the road cuts off
the Yamatan army's supply line, Haku and his allies rush to
Munechika's aid. Faced with such overwhelming military might,
it will take strategy and careful planning to escape this skirmish
unscathed.",5,"<【 擊敗型任務 】:#ffd700>

<10>根據帝皇的聖旨，進軍圖斯庫爾一事已定。
　 正當大家都認為注定勝利之時，戰況卻往意想不到的方向展開。
　 由於圖斯庫爾的奇襲作戰，大和的兵糧補給線被封死了。
　 為了救出孤立無援的宗近，哈克一行人朝圖斯庫爾出發。
　 面對具有壓倒性力量的圖斯庫爾軍，哈克想了一個奇招。"
1532,B929472D,1549,1,"　鋭握 碍顎壱 荷椅
　一育 宇異 20宇異 挨姐 荷椅",1,"　 Complete the Final Chapter
　 Complete 20 Free Missions",1,"　 完成 戰記 最終章
　 完成 20 個以上的自由任務"
