start_offset_hex,start_offset_dec,byte_budget,ref_count,ja,locks,kr
0x1CF21,118561,104,0,"それなら、お風呂で汗を流してくるといいかな。
ここのお湯は最高だから。",[],"그럼 목욕으로 땀을 씻고 오면 좋겠네.
여기 물은 최고거든."
0x1D013,118803,82,0,そうさせてもらうぇ、ここのお風呂も楽しみにしてたんよ。,[],그럴게~ 여기 목욕도 기대하고 있었어.
0x1D0D9,119001,85,0,そんならおにーさん、ここまで案内してくれてありがとなぁ。,[],"그럼 오빠, 여기까지 데려다줘서 고마워~"
0x1D18B,119179,19,0,あ、ああ……,[],"아, 아아……"
0x1D1BB,119227,52,0,手を振りながら去って行くアトゥイ。,[],손을 흔들며 떠나가는 아투이.
0x1D254,119380,46,0,ふぅ……何か、妙に疲れたな……,[],"후우…… 뭔가, 괜히 피곤하네……"
0x1D2D3,119507,49,0,何だか、ちょっと変わった子だね。,[],"뭔가 좀, 독특한 애네."
0x1D338,119608,22,0,……そうだな。,[],……그러게.
0x1D36A,119658,149,0,"否定はしないが、お前が言うなと言う気持ちで一杯だ。
変わっているという点ではクオンも負けてないだろ。",[],"부정하진 않겠지만, 네가 그런 말 할 처지는 아니란 생각이 가득하다.
별나다는 점에선 쿠온도 만만치 않잖아."
0x1D4A4,119972,85,0,白楼閣に入ってゆく少女を見送りながら、そんな事を思った。,[],"백루각으로 들어가는 소녀를 배웅하며, 그런 생각을 했다."
0x1DB84,121732,88,0,オシュトルの弟分であるキウルも加わり、意気揚がるハクたち。,[],"오슈토루의 동생분인 키우루까지 합류해, 기세가 오른 하쿠 일행."
0x1DC8F,121999,85,0,その最初の任務は、モズヌ盗賊団を再び捕らえることだった。,[],"그 첫 임무는, 모즈누 도적단을 다시 붙잡는 것이었다."
0x1DD6A,122218,167,0,"かの盗賊一味は、捕縛された後に収監されていたが、
官吏の隙をついて脱獄し、広い帝都のどこかに潜伏しているという。",[],"그 도적 무리는 붙잡힌 뒤 감옥에 갇혀 있었지만,
관리의 틈을 타 탈옥해 넓은 황도 어딘가에 숨어 있다고 한다."
0x1DF41,122689,76,0,ずる賢いモズヌのこと、困難な任務になると思われた。,[],"잔꾀 많은 모즈누인 만큼, 쉽지 않은 임무가 될 것 같았다."
0x1E14A,123210,76,0,一目散に逃げるモズヌを、ハクたちは必死で追う{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]","혼비백산 도망치는 모즈누를, 하쿠 일행은 필사적으로 뒤쫓는다{{LOCK_AT_DASH}}"
0x1E20D,123405,76,0,頭もどりやしたか。んじゃ、そろそろ俺達も風呂に……,[],정신 차렸냐? 그럼 우리도 슬슬 목욕이나……
0x1E25C,123484,82,0,なに悠長なこと言ってんじゃんヨ！　追っ手が来やがった！,[],뭐가 그렇게 한가해! 추격대가 왔다고!
0x1E315,123669,130,0,バカヤロウ、んなコトよりとっとと逃げるじゃん！　あのクソ鳥が追いかけてきてるじゃんヨ！,[],"이 자식아, 그런 거보다 얼른 튀자! 저 빌어먹을 새가 따라오고 있잖아!"
0x1E39A,123802,40,0,クココ……クココココ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",쿠코코…… 쿠코코코코{{LOCK_AT_DASH}}
0x1E3C5,123845,52,0,げえッ！？　あ、アイツは{{LOCK_AT_DASH}}！！,"[""{{LOCK_AT_DASH}}""]","으악!? 아, 아까 그놈은{{LOCK_AT_DASH}}!!"
0x1E3FC,123900,118,0,だから言ったじゃん、あの禍日神が追いかけてきやがったってヨ！！,[],그러니까 말했잖아! 그 재앙의 신이 따라오고 있다니까!
0x1E4A0,124064,94,0,非道い言われようだな。まぁ、あれだけやられたら無理も無いか……,[],"말이 참 심하네. 뭐, 그렇게 당했으면 무리도 아니지만……"
0x1E501,124161,40,0,あ、あの……誤解ですっ……,[],"저, 저기…… 오해예요……!"
0x1E52C,124204,52,0,テメエ等、とっととズラかるじゃん！,[],"너희들, 얼른 튀어!"
0x1E563,124259,22,0,う、ういっス！,[],"네, 넵!"
0x1E57C,124284,46,0,あっ……ま、待って下さい{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]","아…… 자, 잠깐만요{{LOCK_AT_DASH}}"
0x1E5AD,124333,16,0,あっ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",아{{LOCK_AT_DASH}}
0x1E5C0,124352,37,0,待て、一人で先に行くな！,[],"기다려, 혼자 먼저 가지 마!"
0x1E604,124420,55,0,ゼェ、ゼェ{{LOCK_AT_DASH}}、ここまで来れば……,"[""{{LOCK_AT_DASH}}""]","헉, 헉{{LOCK_AT_DASH}}…… 여기까지 오면……"
0x1E63B,124475,37,0,呼、呼{{LOCK_AT_DASH}}到這的話……,"[""{{LOCK_AT_DASH}}""]",呼、呼{{LOCK_AT_DASH}}到這的話……
0x1E68C,124556,46,0,待って下さい、お願いします……,[],"기다려 주세요, 부탁이에요……"
0x1E6E7,124647,25,0,ホロロロロロッ！,[],호로로로로로!
0x1E71B,124699,64,0,ヒィ{{LOCK_AT_DASH}}！？　お、追いかけて来やがった！,"[""{{LOCK_AT_DASH}}""]","히익{{LOCK_AT_DASH}}!? 따, 따라와 버렸잖아!"
0x1E79D,124829,85,0,あ、あの……ごめんなさい……この間はココポがご迷惑を……,[],"저, 저기…… 죄송해요…… 지난번엔 코코포가 폐를……"
0x1E87D,125053,116,0,"でも……でもお願いです、
このコのこと、そんなふうに言わないであげて下さい……",[],"하지만…… 부탁이에요,
이 아이를 그런 식으로 말하지 말아 주세요……"
0x1E95B,125275,52,0,ココポはとってもいいコなんです……,[],코코포는 정말 착한 아이라서요……
0x1EAB6,125622,19,0,ですから……,[],그러니까……
0x1EADF,125663,10,0,ふ……,[],후……
0x1EAFA,125690,49,0,巫山戯んなぁぁぁぁッ！！,[],장난치지 마아아아아!!
0x1EB57,125783,16,0,ひゃぅ……,[],햐우……
0x1EB76,125814,73,0,そんなバケモノみたいなのの、どこがホロロン鳥だ！,[],저런 괴물 같은 게 무슨 호로론새야!
0x1EC22,125986,91,0,どう見たって禍日神に取り憑かれてるじゃんヨ！,[],누가 봐도 재앙의 신이 들린 거잖아!
0x1ECF7,126199,16,0,そんな……,[],그런……
0x1ED21,126241,40,0,ココポに酷い言いようだね。,[],코코포한테 너무 심한 말이네.
0x1ED99,126361,64,0,そうです、そのような言い方、ヒドイのです。,[],맞아요. 그런 말투는 너무해요.
0x1EE29,126505,113,0,"これが普通のホロロン鳥に見えるってか？
オメェ等、目が腐ってんじゃねえの！？",[],"이게 평범한 호로론새로 보이냐?
너희들 눈이 썩은 거 아니야!?"
0x1EF40,126784,140,0,"ホロロン鳥ってのはな、もっと小さいじゃん！
もっと愛嬌があるじゃん！　もっと色鮮やかじゃん！！",[],"호로론새는 말이야, 더 작잖아!
더 애교 있잖아! 더 알록달록하잖아!!"
0x1F08A,127114,25,0,……そうなのか？,[],……그래?
0x1F0E2,127202,13,0,ネコネ？,[],네코네?
0x1F11F,127263,40,0,二人とも、何で目をそらす。,[],"둘 다, 왜 시선을 피하냐."
0x1F2D1,127697,43,0,ホロロ、ホロロロロロロロッ！,[],"호로로, 호로로로로로로로!"
0x1F32F,127791,70,0,うるせぇぇぇッ、この地味地味な、ウンコ色鳥！！,[],시끄러워! 이 칙칙한 똥색 새야!!
0x1F3D3,127955,67,0,ココポは……ココポは……地味なんかじゃない！,[],코코포는…… 코코포는…… 칙칙한 게 아니야!
0x1F470,128112,16,0,ヒッ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",히익{{LOCK_AT_DASH}}
0x1F49E,128158,43,0,ルルティエが……吼えただと？,[],루루티에가…… 으르렁거렸다고?
0x1F50C,128268,119,0,"な、ななな、なんだチクショウ、ほんとの……
ホントのことを言っただけじゃんよ……",[],"으, 으으 뭐야 젠장, 진짜……
진짜 사실만 말했을 뿐이잖아……"
0x1F612,128530,73,0,や、ヤッちゃうぞテメェ等……やっちゃうからな！？,[],"야, 야! 너희들…… 해치운다!? 진짜 해치운다니까!?"
0x1F8C8,129224,149,0,"束の間の安らぎを堪能するハクたち。
この先も彼らは、帝都に安寧をもたらすため、奔走することであろう。",[],"잠깐의 평온을 만끽하는 하쿠 일행.
앞으로도 그들은 황도에 평안을 가져오기 위해 분주히 뛰어다니게 될 것이다."
0x1FA3A,129594,82,0,そしてそれは、あくまで民衆の与り知らぬところであった。,[],"그리고 그것은 어디까지나, 민중이 알 길 없는 곳에서 이루어지는 일이었다."
0x1FB10,129808,85,0,アトゥイを仲間に加え、さらに活躍の場が広がったハクたち。,[],"아투이를 동료로 맞이하며, 하쿠 일행의 활약 무대는 더욱 넓어졌다."
0x1FBF6,130038,79,0,時あたかも、帝都は年に一度の皇女聖誕祭を迎えていた。,[],"때마침 황도는, 해마다 한 번 열리는 황녀 성탄제를 맞이하고 있었다."
0x1FDE6,130534,58,0,帝に心酔する無双の豪傑、豪腕のヴライ。,[],"황제를 흠모하는 무쌍의 호걸, 호완의 브라이."
0x1FE94,130708,82,0,常勝無敗の智将であり左近衛大将ミカヅチの兄、ライコウ。,[],"상전상패 없는 지장이자, 좌근위대장 미카즈치의 형, 라이코우."
0x1FF91,130961,64,0,海運国シャッホロの皇、溟海のソヤンケクル。,[],"해운국 샤호로의 황, 명해의 소얀케쿠루."
0x2004A,131146,76,0,ルルティエの父であるクジュウリ皇、楽土のオーゼン。,[],"루루티에의 아버지인 쿠쥬우리 황, 낙토의 오젠."
0x2010A,131338,64,0,強弓の使い手、イズルハ皇、調弦のトキフサ。,[],"강궁의 명수, 이즈루하 황, 조현의 토키후사."
0x20276,131702,67,0,護りの戦いを得意とする女傑、鎮守のムネチカ。,[],"수비전에 능한 여걸, 진수의 무네치카."
0x2032B,131883,28,0,そしてデコポンポ。,[],그리고 데코폼포.
0x20372,131954,100,0,歳幼くも既に皇としての威厳を湛える皇女アンジュに、民衆は熱狂した。,[],"어리지만 이미 황으로서의 위엄을 갖춘 황녀 안쥬에게, 민중은 열광했다."
0x204A6,132262,149,0,"聖誕祭の興奮が去り、帝都に日常が戻った頃。
再び現れた謎の双子により、ハクは不思議な庭園に招かれる。",[],"성탄제의 열기가 가시고 황도에 일상이 돌아올 즈음.
다시 나타난 정체불명의 쌍둥이에 의해 하쿠는 기묘한 정원으로 초대된다."
0x20657,132695,82,0,庭園の主である老人はミト、従う女性はホノカと名乗った。,[],"정원의 주인인 노인은 미토, 그를 따르는 여성은 호노카라 이름을 밝혔다."
0x20752,132946,109,0,ミトに請われるまま、記憶をなくしてから今までの境遇を話して聞かせるハク。,[],"미토의 부탁을 받고, 기억을 잃은 뒤 지금까지의 사정을 들려주는 하쿠."
0x2086D,133229,86,0,"興味深げに聴き入るミトと、
隣で優しく微笑みかけるホノカ。",[],"흥미롭게 귀 기울이는 미토와,
옆에서 다정하게 미소 짓는 호노카."
0x20944,133444,98,0,"ハクはどこか切ないような、
言いようのない思いに囚われたのだった。",[],"하쿠는 어딘가 애틋한,
말로 하기 힘든 감정에 사로잡히고 말았다."
0x222B8,139960,64,0,白楼閣に突如現れた年端のいかない謎の少女。,[],"백루각에 갑자기 나타난, 앳된 정체불명의 소녀."
0x2236A,140138,85,0,寝椅子でくつろぎ、勝手に菓子を喰い、書物を読みあさる……,[],긴의자에 뒹굴며 멋대로 과자를 먹고 책을 닥치는 대로 뒤적이고……
0x2244B,140363,113,0,"だが、奔放無比な彼女こそが、
ヤマトの姫殿下こと皇女アンジュその人であった。",[],"하지만, 그 거리낌 없는 그녀야말로
야마토의 공주 전하, 곧 황녀 안쥬 그 사람이었다."
0x22571,140657,97,0,一国を継ぐ者とは到底思えない人となりに、ただただ呆れるハクたち。,[],"한 나라를 이을 사람이라고는 도저히 믿기 힘든 행태에, 하쿠 일행은 그저 어이가 없을 뿐이었다."
0x22677,140919,100,0,よほど気に入ったのか、アンジュはその後も白楼閣に入り浸るのだった。,[],"마음에 든 모양인지, 안쥬는 그 뒤로도 백루각에 눌러앉듯 드나들었다."
0x22773,141171,46,0,どうした、そんな所で突っ立って,[],"왜 그래, 거기서 멍하니 서 있고."
0x227A4,141220,82,0,あ……ハクさん……ルルティエさん……おかえりなさい……,[],아…… 하쿠 씨…… 루루티에 씨…… 다녀오셨어요……
0x227F9,141305,40,0,い、行って……まいりました,[],"다, 다녀…… 왔습니다."
0x22824,141348,64,0,待て待て、ホントにどうした。目が死んでるぞ,[],"야야, 진짜 왜 그래. 눈이 죽었잖아."
0x22867,141415,121,0,こんな優しげなナリでもオシュトルを兄と仰ぐだけあって、それなりに打たれ強い,[],"저렇게 상냥해 보이는 얼굴인데도 오슈토루를 형님으로 모시는 사람답게, 제법 단단하긴 하지."
0x2295C,141660,34,0,この間って、まさか……,[],지난번이라면 설마……
0x22981,141697,46,0,ひょっとして……また来たのか？,[],혹시…… 또 온 거야?
0x229B2,141746,13,0,……はい,[],……네.
0x229C2,141762,61,0,少し前に、突然あの御方がやって参りまして,[],조금 전에 갑자기 그분이 오셔서요.
0x22A02,141826,145,0,そのまま部屋を占拠なされますと、僕に此処で見張って、兄上が来たらすぐに知らせるようにと……,[],"그대로 방을 점거하시고는, 저더러 여기서 지키다가 형님이 오시면 바로 알리라고……"
0x22A96,141974,37,0,また……アンジュ様が……,[],또…… 안쥬 님이……
0x22ABE,142014,28,0,クオンはどうした？,[],쿠온은 어딨어?
0x22B3B,142139,13,0,あ～……,[],아~……
0x22B4B,142155,46,0,阻止出来るヤツが居なかったのか,[],막을 사람이 없었던 거구나.
0x22B7C,142204,13,0,ハァ……,[],하아……
0x22B8C,142220,34,0,でゅふふ、うぇへひ……,[],"듀후후, 웨헤히……"
0x22BB1,142257,37,0,あ……あ……あぅぅぅ……,[],아…… 아…… 아우우우……
0x22BD9,142297,34,0,何処からそれ……,[],어디서 그걸……
0x22C38,142392,64,0,漢の熱い友情……努力……勝利……そして……,[],사나이의 뜨거운 우정…… 노력…… 승리…… 그리고……
0x22C7B,142459,88,0,素晴らしいのじゃ……まさか、こんな世界があろうとはのう……,[],"훌륭하도다…… 설마, 이런 세계가 있을 줄이야……"
0x22CD6,142550,67,0,何やら聞いてはいけないことを呟いているし……,[],뭔가 들어선 안 될 소릴 중얼거리고 있고……
0x22D1C,142620,25,0,でゅふふへへ……,[],듀후후헤헤……
0x22D38,142648,139,0,この皇女、オシュトルに痴態を晒して懲りたと思ったら、更に駄目な方向へと進化やがった,[],"이 황녀, 오슈토루 앞에서 추태 부리고 정신 차린 줄 알았더니, 더 안 좋은 쪽으로 진화해 버렸네."
0x22E09,142857,76,0,ううっ……私の力が至らないばかりに、このような……,[],"우우…… 제 역량이 부족한 탓에, 이런……"
0x22E58,142936,64,0,大変そうだな。こっちには関係ないからいいが,[],고생 많다. 나랑은 상관없으니 됐지만.
0x22E9B,143003,55,0,ただいま……って、何かな……これ……,[],"다녀왔……는데, 뭐지…… 이거……"
0x22ED5,143061,85,0,姉さま、どうしたで……姫殿下、いらしてたですか……,[],"언니, 무슨 일…… 공주 전하, 와 계셨나요……"
0x22F2D,143149,76,0,ん？　おお、ハクではないか。約束通り、遊びに来たぞ,[],"응? 오오, 하쿠가 아니냐. 약속대로 놀러 왔노라."
0x22F7C,143228,22,0,……約束通り？,[],……약속대로?
0x22FA5,143269,61,0,ちょ、ちょっと待て、そんな約束してないぞ,[],"자, 잠깐만! 그런 약속 한 적 없잖아"
0x2302F,143407,121,0,むぅ？　菓子が切れてしまったのじゃ。ハク、おかわりじゃ。菓子のおかわりを所望する,[],"음? 과자가 떨어졌느니라. 하쿠, 더 내오거라. 과자를 더 가져오길 바라느니라"
0x230AB,143531,109,0,おい、そりゃあ今日の分のオヤツだろ。勝手に喰っといて図々しいことぬかすな,[],"야, 그건 오늘치 간식이잖아. 멋대로 다 처먹어놓고 뻔뻔한 소리 하지 마"
0x2311B,143643,76,0,堅いことを言うでない、余と其方の仲であろう,[],그리 각박하게 굴지 말거라. 짐과 그대 사이 아니더냐
0x2316A,143722,16,0,どんな仲だ,[],무슨 사이인데
0x2317D,143741,55,0,屋台で串焼き肉を一緒に食べたであろう,[],포장마차에서 꼬치구이를 함께 먹지 않았느냐
0x231B7,143799,31,0,一人で食っただろうが,[],너 혼자 먹었잖아
0x2320D,143885,160,0,前にも思ったが、姫殿下ともなれば好きなモノを好きなだけ食べれるだろうに。何でそんな食い意地がはってるんだ？,[],"전에도 생각했지만, 공주님이면 좋아하는 걸 마음껏 먹을 수 있을 텐데. 왜 그렇게 먹는 데 집착해?"
0x232B0,144048,121,0,馬鹿を言うでない。産まれてこの方、好きなモノを好きなだけ食べたことなどないのじゃ,[],헛소리 말거라. 태어나 이래 좋아하는 것을 마음껏 먹어본 적 따위 없느니라
0x2332C,144172,151,0,肉ばかりでは無く野菜も食べなければダメだの、食べ過ぎは身体に毒だの、虫歯になるから甘いモノは禁止だの,[],"고기만 먹지 말고 채소도 먹어야 한다느니, 과식은 몸에 독이라느니, 충치 생기니 단 건 금지라느니"
0x23463,144483,85,0,ごく真っ当だな。もっとわがまま放題しているのかと思ったが,[],지극히 정상이네. 난 더 제멋대로일 줄 알았는데
0x234BB,144571,55,0,まったく……一々口うるさくてかなわん,[],정말…… 하나하나 잔소리가 심해 죽겠느니라
0x234F5,144629,157,0,それに比べ、ここは口うるさいやつはおらぬし、喰うたことのない美味い菓子を食べ放題。まるで桃源郷のようじゃ,[],"그에 비해 여긴 잔소리하는 자도 없고, 먹어본 적 없는 맛있는 과자도 마음껏. 마치 무릉도원 같느니라"
0x23595,144789,49,0,だから勝手に食べ放題とかにするな,[],그러니까 마음대로 ‘마음껏’ 같은 소리 하지 말라고
0x23630,144944,40,0,だからそれはやめろって……,[],그러니까 그건 그만하라니까……
0x2365B,144987,70,0,やれやれ……仕方がない。ルルティエ、頼めるか？,[],"에휴…… 어쩔 수 없군. 루루티에, 부탁해도 되겠나?"
0x236A4,145060,91,0,どうして……見つからないよう……ちゃんと隠しておいたのに……,[],어째서…… 안 보이지…… 들키지 않게…… 분명 잘 숨겨뒀는데……
0x23702,145154,19,0,ルルティエ？,[],루루티에?
0x23718,145176,37,0,……えっ？　は、はいっ！,[],"……네? 저, 저요?!"
0x23740,145216,40,0,さっきからどうかしたのか？,[],아까부터 왜 그래?
0x2376B,145259,64,0,い、いいえ、何でも……何でもありませんから,[],"아, 아니에요, 아무것도…… 아무것도 아니에요!"
0x2380C,145420,100,0,高級なものじゃなくていい。確か買い置きしていたお徳用のがあっただろ,[],비싼 거 아니어도 돼. 전에 사다 둔 대용량이 있었잖아
0x23873,145523,79,0,あ、あの……恐れ多くも、アンジュ様にそんなものを……,[],"아, 아뇨…… 황송하오나, 안쥬 님께 그런 걸……"
0x238C5,145605,109,0,おお、お徳用とはなんといい響きじゃ。やっぱり其方は頼りになるのう,[],"오오, ‘대용량’이라니 참으로 듣기 좋은 말이로다. 역시 그대는 믿음직하구나"
0x23935,145717,85,0,言っとくが、そんなに喰っちゃ寝して、太っても知らんからな,[],"말해두지만, 그렇게 먹고 자고만 하다간 살쪄도 난 모른다"
0x2398D,145805,97,0,いらぬ心配じゃな。余が太ったりすることなど、あり得ぬのじゃからな,[],쓸데없는 걱정이로다. 짐이 살이 찔 리가 있겠느냐
0x239F1,145905,127,0,太りにくい体質なのか？　ンなこと言って油断していると、あっと言う間にブクブクと太るぞ,[],살이 잘 안 찌는 체질이야? 그런 소리 믿고 방심하면 금세 퉁퉁 불어
0x23A73,146035,103,0,だから、太ったりせぬと言うておろう。余は帝の直系たる天子じゃ,[],그러니 살이 찌지 않는다 하지 않았느냐. 짐은 미카도의 직계인 천자다
0x23ADD,146141,133,0,『太りにくい』などではなく、どれだけ喰おうとも『太らぬ』。そう祝福されておるのじゃからな,[],"‘살이 잘 안 찌는’ 게 아니라, 아무리 먹어도 ‘살이 안 찐다’. 그런 축복을 받았느니라"
0x23B65,146277,109,0,どういう意味だ？　口ぶりからして本当に太ったりしないようだが。祝福……？,[],무슨 소리야? 말투로 봐선 진짜 살이 안 찌는 것 같긴 한데. 축복…?
0x23BD5,146389,109,0,そういえば、女官達も太ったとか痩せたとか、よく気にしているようなのじゃが,[],"그러고 보니, 시녀들도 살쪘다느니 빠졌다느니, 자주 신경 쓰는 듯하더구나만"
0x23C45,146501,100,0,何で、そんな下らぬことで一々騒いだりしているのか、余には理解出来ぬ,[],"어째서 그런 하찮은 일로 일일이 호들갑을 떠는지, 짐은 이해할 수 없느니라"
0x23D06,146694,109,0,すまない。ああ、一緒に行こうか。一人でやらせるのは申し訳ないし、手伝うよ,[],"미안. 아, 같이 갈까. 혼자 시키긴 미안하니까, 내가 도와줄게"
0x23D76,146806,22,0,は、はいっ……,[],"네, 네에……"
0x23D8F,146831,148,0,アンジュの太らない発言の後、二人の自分に向ける視線が更に痛いものになってきた。ここは一時撤退だ……,[],"안쥬가 ‘살이 안 찐다’고 말한 뒤로, 둘이 나를 보는 시선이 더 따갑게 느껴졌다. 여기선 잠깐 후퇴하는 게 상책이다……"
0x23E26,146982,34,0,もし、少しよろしいか？,[],"저기, 잠시 괜찮으십니까?"
0x23E7A,147066,110,0,"ルルティエと一緒に台所へ向かっていると、
背後から涼しげな声が掛けられた。",[],"루루티에와 함께 부엌으로 향하던 중,
등 뒤에서 서늘하면서도 맑은 목소리가 들려왔다."
0x23F9E,147358,67,0,振り返ると、そこには一人の女性が立っていた。,[],"뒤돌아보니, 그곳에는 한 여성이 서 있었다."
0x2403C,147516,116,0,"その涼しげで悠然とした雰囲気。
背はこちらより小さいのに、とても大きく感じる。",[],"서늘하면서도 느긋한 그 분위기.
키는 우리보다 작아 보이는데도, 묘하게 거대하게 느껴진다."
0x24177,147831,55,0,例えるなら、静かに佇む山のような……,[],"비유하자면, 고요히 서 있는 산 같은……"
0x2421F,147999,19,0,……えっ！？,[],……엥?!
0x24249,148041,64,0,誰だ？　初めて見る顔だが、新しい宿泊客か？,[],"누구야? 처음 보는 얼굴인데, 새로 온 투숙객인가?"
0x2430E,148238,92,0,"小生、名をムネチカと申す。
ハクという者に会いに来たのだが……",[],"소생은 무네치카라 하오.
하쿠라는 분을 만나러 왔는데……"
0x243F8,148472,34,0,自分がハクだが、何か？,[],"내가 하쿠인데, 무슨 일이야?"
0x24461,148577,77,0,"そうか、貴公が……
オシュトル殿の紹介により参った。",[],"그렇군, 그대가……
오슈토르 님의 소개로 찾아왔소."
0x2452F,148783,137,0,"オシュトルからの？　そう言えば、どこかで聞いたような……
いったい……ていうか、誰だっけ……",[],"오슈토르가? 그러고 보니 어딘가에서 들은 것 같기도……
대체…… 아니, 누구였더라……"
0x2467A,149114,125,0,"オシュトルの知り合いで、この雰囲気というか存在感。
ただ者じゃ無いってことは判るが。",[],"오슈토르의 지인에, 이 분위기라니 존재감이랄까.
범상치 않다는 건 알겠어."
0x247B8,149432,22,0,あ、あのっ……,[],"저, 저기……!"
0x248AF,149679,7,0,ん？,[],응?
0x248C1,149697,55,0,あ……い、いえ……やっぱり何でも……,[],아…… 아뇨…… 역시 아무것도 아니에요……
0x24943,149827,40,0,いや、小生でよろしければ。,[],"아니, 소생이 괜찮다면요."
0x24A81,150145,49,0,わぁ……ありがとうございます……,[],와아…… 감사합니다……
0x24ADC,150236,136,0,その言葉にルルティエは遠慮がちながらも、嬉しそうにムネチカと名乗る女性の両手を握りしめた。,[],"그 말에 루루티에는 조심스러우면서도 기쁜 듯, 무네치카라는 여성의 두 손을 꼭 잡았다."
0x24BEE,150510,22,0,知ってる人か？,[],아는 사람이야?
0x24C2F,150575,52,0,はい、憧れの……御方です。,[],"네, 동경하던…… 분이세요."
0x24CBB,150715,104,0,"憧れ……オシュトルの知り合いのようだし、
もしかして名の知れた人物か。",[],"동경…… 오슈토르의 지인이라 했으니,
혹시 이름난 인물인가."
0x24DAF,150959,94,0,小生、この楼閣に入り浸っているさる御方を迎えに参った。,[],"소생, 이 누각에 드나들며 눌러앉아 있는 어느 분을 모시러 왔습니다."
0x24EA7,151207,46,0,そう言えばお判りになられるか。,[],말씀드리면 알아보실 듯하여.
0x24F26,151334,37,0,さる御方……か。,[],어느 분……이라.
0x24F4B,151371,22,0,某位大人啊……,[],어느 높은 분 말입니다……
0x24F7B,151419,79,0,どう考えても、あの皇女さんのことだが……どうするか。,[],어떻게 봐도 그 황녀님 얘기인데…… 어쩌지.
0x2504D,151629,113,0,"オシュトルの紹介と言っていたが……
そのまま無条件に信じるのはマズイだろう。",[],"오슈토르의 소개라고는 했지만……
그 말을 무턱대고 믿는 건 위험하겠지."
0x252E3,152291,22,0,だが、まあ……,[],"하지만, 뭐……"
0x2531D,152349,98,0,"ルルティエ、自分はこの人を案内するから、
悪いがそっちの方は頼む。",[],"루루티에, 내가 이분을 안내할 테니,
미안하지만 그쪽은 부탁해."
0x2543A,152634,16,0,あ、はい。,[],"아, 네."
0x25469,152681,146,0,"この雰囲気からして何か企んでいる人物には見えないし、
何よりルルティエが憧れている人のようだしな。",[],"이 분위기로 봐선 뭔가 꾸미는 사람 같지도 않고,
무엇보다 루루티에가 동경하는 분인 것 같으니까."
0x256B3,153267,73,0,あれ、ハクさん、もう戻ってきたんで……ええっ！？,[],"어라, 하쿠 씨, 벌써 돌아오셨…… 네에엣!?"
0x25771,153457,40,0,何をそんなに驚いてるんだ。,[],뭘 그렇게 놀라.
0x257C1,153537,25,0,いえ、だって……,[],"아뇨, 그게……"
0x25801,153601,62,0,"まぁいい。
喜べ、お前の苦悩が解決するぞ。",[],"뭐, 됐다.
기뻐해라. 네 고뇌가 해결될 거다."
0x25902,153858,16,0,失礼する。,[],실례하겠습니다.
0x25932,153906,25,0,…………ぬひっ。,[],…………느힛.
0x2596E,153966,43,0,ぬひひひ……どぅふふふふ……,[],느히히히…… 두훗훗훗……
0x259D5,154069,83,0,"だらしない顔してるだろ？
これ、この國の皇女なんだぜ……",[],"얼굴 좀 봐라, 풀려도 너무 풀렸지?
이분, 이 나라의 황녀님이시다……"
0x25AAB,154283,61,0,ふむ、楽しそう、かつ御身御無事で何より。,[],"흠, 즐거워 보이시고, 무엇보다 무사하시다니 다행이로군요."
0x25B6B,154475,19,0,……うぇひ？,[],……우에힛?
0x25B92,154514,55,0,ピタリ、とアンジュの動きが止まった。,[],"딱, 하고 안쥬의 움직임이 멈췄다."
0x25C0B,154635,104,0,"見ていると、その緩んだままの表情が硬直し、
ダラダラと汗を流し始めた。",[],"보고 있자니, 풀린 채로 있던 표정이 굳어붙더니
땀을 주룩주룩 흘리기 시작했다."
0x25D1E,154910,25,0,ま……しゃか……,[],마…… 설마……
0x25D60,154976,67,0,ギギギギ……と首だけを動かし、こっちを見る。,[],기기기기…… 하고 목만 돌려 이쪽을 본다.
0x25E2E,155182,161,0,"次の瞬間、アンジュらしからぬ悲鳴をあげて跳び上がると、
腰を抜かしたようにジタバタと部屋の端まで後ずさった。",[],"다음 순간, 안쥬답지 않은 비명을 지르며 펄쩍 뛰어오르더니
다리가 풀린 듯 허둥지둥 방 끝까지 뒷걸음질쳤다."
0x25FA5,155557,58,0,ムムムムムネチカ！？　何故ここに{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",무무무무무네치카!? 어째서 여기에{{LOCK_AT_DASH}}
0x26048,155720,52,0,その言葉、そのまま返しましょうぞ。,[],"그 말, 그대로 돌려드리죠."
0x26257,156247,13,0,うぐ……,[],우그……
0x26276,156278,43,0,……約束を、交わしましたな。,[],"……약속을, 나누셨지요."
0x262E9,156393,16,0,ひうっ！？,[],히윽!?
0x2630B,156427,46,0,それらを放り出し、放蕩三昧……,[],"그것들을 내팽개치고, 방탕을 일삼으며……"
0x263CC,156620,25,0,あ……あわわ……,[],아…… 아와와……
0x26517,156951,46,0,……何を言ってるんだコイツは？,[],"……얘, 지금 무슨 소리 하는 거야?"
