section,index,id_hex,slot,ja,kr
6,58,B9E4568E,text1,\x81\x9Dう言えばお判りになられるか。,
6,61,E929C73D,text3,、あの皇女さんのことだが……どうするか。,
6,62,521FE017,text1,あの皇女さんのことだが……どうするか。,
6,63,D323A64D,text1,\x81\xA9うするか。,
6,65,0E983EBD,text3,そのまま無条件に信じるのはマズイだろう。,
6,66,C5C4ED18,text1,のまま無条件に信じるのはマズイだろう。,
6,68,967AB94B,text3,"\x81\xAAんてことになったら一大事だ。
そんなことになったら確実に首が飛ぶ。",
6,69,95097CAB,text1,"\x82\x93てことになったら一大事だ。
そんなことになったら確実に首が飛ぶ。",
6,70,40235A56,text1,\xA3\x9Bぶ。,
6,71,D8C1DDA0,text3,\x8C、まあ……,
6,72,0DEBFB5D,text3,"\x8Bら、
悪いがそっちの方は頼む。",
6,73,FCBD4988,text1,"\x89、
悪いがそっちの方は頼む。",
6,75,B699C051,text3,\x95よりルルティエが憧れている人のようだしな。,
6,76,7DC513F4,text1,\x88りルルティエが憧れている人のようだしな。,
6,80,F822A4BA,text3,\x82\x8Bのなら、もう誰でもいい。,
6,81,0EDC229B,text1,\x81\xAEなら、もう誰でもいい。,
6,82,B5EA05B1,text1,\x82いい。,
6,83,C3C31386,text3,\x82\xAFさん、もう戻ってきたんで……ええっ！？,
6,84,3953FFE4,text1,っ！？,
6,85,BECBE32B,text1,\xB9、お前の苦悩が解決するぞ。,
6,86,A7D0D26A,text1,\x9F　それって……,
6,87,77D00314,text1,"\x8Bだろ？
これ、この國の皇女なんだぜ……",
6,88,FF8A904E,text4,そう、かつ御身御無事で何より。,
6,89,5EA745E0,text1,\x80\x81かつ御身御無事で何より。,
6,90,128432A7,text4,"緩んだままの表情が硬直し、
ダラダラと汗を流し始めた。",
6,92,5F4C93AC,text4,ギ……と首だけを動かし、こっちを見る。,
6,93,C53607F6,text3,"\xA1の瞬間、アンジュらしからぬ悲鳴をあげて跳び上がると、
腰を抜かしたようにジタバタと部屋の端まで後ずさった。",
6,94,0E6AD453,text4,\x93に#@－－#,
6,95,F8945272,text4,\x9Dのまま返しましょうぞ。,
6,96,33C881D7,text1,\x81\xBE返しましょうぞ。,
6,97,358B636F,text1,>このような所でだらけているのか、お聞かせ願いたい。,
6,98,09C2E0A7,text1,\x80でだらけているのか、お聞かせ願いたい。,
6,100,6ECB3255,text3,\x82\x8Fしましたな。,
6,102,45E66196,text4,"\xAE\xA2が余を暗殺しに来おった！
すぐに余を守るのじゃ！！",
6,103,B518EF5F,text1,\x8Bのじゃ！！,
6,105,63410C42,text3,"\x93にダメダメだ……
辺りに、そんな白けた雰囲気が漂う。",
6,106,2F627B05,text4,\x9Dっくりなのです。,
6,108,E5D57EEC,text3,"\xA8\x80にまるで<狼狽:うろた>えることなく、
ムネチカは静かに黙考する。",
6,109,1483CC39,text1,"\x81\x8F、
ムネチカは静かに黙考する。",
6,110,DFDF1F9C,text1,"\x82\x8B意味が判りませぬ。
まさか刺客とは、小生のことではありますまいな。",
6,111,A1E20B19,text1,"、少々お戯れが過ぎる。
姫殿下の指南役を聖上より賜った身として<躾:しつけ>が必要と判断させていただく。",
6,112,6ABED8BC,text3,"\xBC\x9F　い、いや、嘘じゃ、冗談というヤツだったのじゃ！
だから、だか……あばばばば来るな来るな来るなー！！",
6,113,EC2AAA12,text1,"\xAB\x87というヤツだったのじゃ！
だから、だか……あばばばば来るな来るな来るなー！！",
6,115,3A73490F,text4,"\x81\xA7すね。
こっちのことは気にせず遠慮無くやっちゃってもらいたい。",
6,117,80AEB869,text3,\x8C何か言おうとするが、ムネチカに軽々と抱え上げられると、そのまま膝の上に乗せられた。,
6,118,BCE73BA1,text1,\x8Cた。,
6,120,86ED5AD1,text3,\xAEじゃ、余が悪かったのじゃ！！,
6,121,F08050C0,text4,\xABせず、アンジュの服をまくり上げると、下着をひんむき尻を露にする。,
6,122,4BB677EA,text1,\x9C\x8Dをまくり上げると、下着をひんむき尻を露にする。,
6,123,542B54FE,text1,\x81\x8D尻を露にする。,
6,125,9C0442BB,text4,"ふぎゃ、ふぎゃ、
ふぎゃああああああああああああああああああああッ！！",
6,126,D02735FC,text1,\x82ああああああああああああッ！！,
6,127,CFBA16E8,text1,"\xA9いた手が見えない程に速いペンペンが、
アンジュの尻を羞恥の色に染めてゆく。",
6,128,5CFD50D7,text1,"\x9Aンペンが、
アンジュの尻を羞恥の色に染めてゆく。",
6,129,13BCC610,text4,けどな。,
6,131,0AA7F751,text3,\x80\x8Fとか思っているに違いない。,
6,134,3EECA43D,text1,\x81\xAEに、微妙な顔して尻を押さえているんだ？,
6,135,B102BED2,text4,いて～！,
6,137,65C34E63,text4,つまり、この皇女さんの教育……指南役だと。,
6,138,3796CC7C,text1,\x8A、この皇女さんの教育……指南役だと。,
6,140,E1CF2F61,text4,めさせていただいている。,
6,142,350EDFD0,text4,\xABプルと悶絶しているアンジュを見る。,
6,144,389195D3,text3,\x80ったはずじゃ。,
6,145,7F6E4A2F,text3,\x81\xA8みがましい目を向けてくる。,
6,146,900A1184,text1,\x81申し訳ありません、ですが……それは……,
6,147,BF09891C,text4,"\x82\x93だろう？
彼女を通すなとは聞いてないぞ。",
6,148,DC2966C3,text4,ぅぅ……<其方:そなた>達、覚えておれ……,
6,150,91E1C7C8,text3,ぅぅ……,
6,151,15EDA6CA,text4,\x81\x8C過ぎますぞ,
6,152,DEB1756F,text3,\x98ゃ！,
6,153,4653F299,text1,本も、話し相手も、お菓子も、何もない,
6,154,9379D464,text3,を退屈させることの無い話し手もいましょう,
6,155,A612B85D,text4,た極上のものばかり。何の不満があります,
6,157,7C8C4429,text1,\x9Dう述べれば良い。姫殿下が望めば全て用意されるかと,
6,159,4BDBDA52,text3,はそんなつまらぬ書物ではないし、話したいのは用意された話し相手でもない！,
6,160,808709F7,text1,\x81\xAC書物ではないし、話したいのは用意された話し相手でもない！,
6,161,65977568,text3,\xBEまに喰えねば意味が無いのじゃ,
6,162,1.87E+05,text4,活にございます,
6,164,A0206CCB,text4,\xAFもっと、自由が欲しいのじゃ,
6,165,0560BEB9,text1,っと、自由が欲しいのじゃ,
6,166,83F4CC17,text1,\xB1と引き替えのものと考えるべきかと,
6,167,D1A14E08,text4,\x81\xA3たく融通が利かないヤツじゃ。そんなだから嫁のもらい手がないのじゃ……,
6,168,B9FEAD67,text1,\x9Fく融通が利かないヤツじゃ。そんなだから嫁のもらい手がないのじゃ……,
6,169,F2B01E39,text4,\x80\x80何かゾクッとしたぞ,
6,171,48EC0394,text4,ないかな,
6,173,754E5610,text1,……おお……<其方:そなた>、判ってくれるか,
6,174,EF34C24A,text1,\x81あまりそうだと息が詰まってしまうと思うんだ,
6,175,BD614055,text3,\x81\x9Dの通りじゃ。もっと言ってやるのじゃ,
6,176,4EBA26AB,text3,\x81\xAE毎日では、抜け出したくなるのも当然じゃないかな,
6,177,3BF532FB,text4,ちは判らなくもないから,
6,180,E89CF6BE,text3,でつまらんもん。同じ年頃のお友達なんてウチに気をつかって余所余所しいし,
6,181,D4D57576,text1,余所しいし,
6,182,DC44CB7B,text3,\xA6…うん、何というか……何となく……かな？,
6,184,FE7BBDEB,text4,\x81\x9Dなた>、実はイイヤツだったのじゃな？,
6,185,01FBB06C,text1,>、実はイイヤツだったのじゃな？,
6,186,08853BCA,text3,\xA6\x8B通せぬから、てっきり腹に一物抱え込んでいる胡散臭い女と疑っておったのじゃが,
6,187,5AD0B9D5,text1,\x81\xA6おったのじゃが,
6,189,15800B72,text3,\x81\xAF余の友となる資格をくれてやろう！　ありがたく思うのじゃぞ！,
6,191,C141FBC3,text3,\x81\x95れましょう,
6,192,30174916,text3,\x80無二。いずれこのヤマトを統治される御方,
6,193,6242CB09,text4,\xB2し、上に立つ者の義務を学ばねばならぬのです,
6,195,286642D0,text4,うく……アレと同じ感じが……,
6,196,37FB61C4,text4,何でも……,
6,197,FCA7B261,text4,っぽいかな？,
6,200,AC6A23D2,text1,\xBD\x95たることじゃ,
6,203,5D3C9107,text3,\x81\xAAんて無用だよね,
6,204,1572E19C,text4,士はショウギの駒でもお人形でも家来でもない、対等の関係なんだから,
6,205,47276383,text1,\x81\xAFショウギの駒でもお人形でも家来でもない、対等の関係なんだから,
6,206,DFC5E475,text1,\x8A人形でも家来でもない、対等の関係なんだから,
6,209,DCB62195,text4,ん？,
6,210,DD5DF7D9,text4,\x8A\x9Cけたような感じなのに、何事も無かったかのように振る舞ってる,
6,213,2C0B450C,text3,じゃ！,
6,215,913A9CB8,text4,いろいろです。姫殿下のことも、ムネチカ様のことも,
6,216,F9A08F3A,text1,す。姫殿下のことも、ムネチカ様のことも,
6,218,36E25D66,text1,、あの指南役の人って結構有名なのか？　ルルティエがえらく感動していたが,
6,220,FC55588F,text4,\xA7す。あの方は本来指南役などではないのです,
6,221,B0762FC8,text1,いのです,
6,222,C65F39FF,text4,\x82\xAB様その人なのですよ,
6,225,634E7BBD,text1,\x81\x93のヤマトでムネチカ様を知らないヒトを探す方が難しいくらいなのです,
6,226,E5DA0913,text3,らな……,
6,227,2E86DAB6,text1,"廷へ戻りましょう。
姫殿下。",
6,230,603DBE5D,text4,"\x8Cは殊勝なおこころざし。
なれど、学業ならば宮廷でいくらでも……",
6,231,32683C42,text1,\x82\x8Cど、学業ならば宮廷でいくらでも……,
6,232,5A37DF2D,text1,\x84くらでも……,
6,234,101356F4,text3,らしきものは無かったのじゃぞ。,
6,235,DB4F8551,text4,"？
ど…どうしてそれも……",
6,237,0F8E75E0,text3,\x97出した本を受け取ったムネチカ。,
6,238,0CFDB000,text3,\x82\x81る。,
6,239,40DEC747,text3,\x81\x86に、ソレにのめり込み始める。,
6,241,8A69C2AE,text1,"\xBC\xA2と漢の友情、素晴らしかろう？
外にはこんな面白い読み物もあるのじゃ！",
6,242,FC40D499,text4,何も余は遊ぶためにここに来ているわけではないのじゃぞ。,
6,244,A684E88B,text1,"\x81
ここには溢れておるのじゃからな。",
6,246,EB4C4980,text4,\xA6…おい、さっきと言ってることが違うぞ。,
6,247,B919CB9F,text1,、さっきと言ってることが違うぞ。,
6,248,5309AB4A,text1,ことが違うぞ。,
6,250,1EC10A41,text3,\x88\x90程:なるほど>、判り申した。,
6,251,A5F72D6B,text1,\x82\x82学ばんとする姫殿下のその御心、感服いたしました。,
6,253,1882E8F9,text3,\xB0\x8F生から<奏上:そうじょう>いたしますれば、姫殿下におかれましては一層御勉学に励んでいただきたく存じます。,
6,254,99FAB285,text1,ましては一層御勉学に励んでいただきたく存じます。,
6,255,52A66120,text1,\x81\x9Fだきたく存じます。,
6,256,4D3B4234,text4,\x83\xA0ネチカじゃ。,
6,257,981164C9,text4,ったのなら余にその書冊を……,
6,258,EB0855A6,text1,\x81\x9Fのなら余にその書冊を……,
6,261,038026DF,text1,り言って、そそくさと書物を懐にしまい込む。,
6,262,9CCA95DD,text4,、姫殿下にはいささか刺激が強い箇所が見受けられた故、後ほど小生がじっくりと吟味いたしましょう。,
6,263,398A47AF,text1,\x8Cほど小生がじっくりと吟味いたしましょう。,
6,264,B53E293E,text1,\xA6その……,
6,265,7E62FA9B,text1,ことに美味なこと……,
6,266,96EA89E2,text3,ゃ、それは余の書冊じゃぞ！,
6,269,0C901DB8,text4,\x83\xB3も食うけ？,
6,271,D851ED09,text3,\x81\x99るよ……,
6,272,B00E0E66,text3,\xA8と、ずっと腹を押さえてるキウル。,
6,295,AD4EFF60,text1,"\x88ルの気を惹くために、
狂言誘拐を思いついたアンジュ。",
6,296,BE984EF5,text4,"\x82\x92<攫:さら>え』とハクたちに強要するも、
誰も真剣に取り合おうとはしない。",
6,297,ECCDCCEA,text1,"さら>え』とハクたちに強要するも、
誰も真剣に取り合おうとはしない。",
6,298,9AA0C6FB,text4,"\x81\xAF、
持ち前の善意から協力を決意する。",
6,299,3FE01489,text1,を決意する。,
6,300,207D379D,text4,切れ者であるオウギも例によって姉を黙認した。,
6,302,7228B582,text1,\xA9速アンジュを<攫:さら>ったノスリ。,
6,303,013184ED,text1,\x81\xAB皇女アンジュ誘拐事件の幕が開けた#@－－#,
6,305,A59A80D3,text1,\xB8\x8Aである！,
6,306,99D3031B,text4,ジュの思い人は、あと一刻もしないうちに、ここへ来る。,
6,307,0699B019,text1,\x83\xA5の思い人は、あと一刻もしないうちに、ここへ来る。,
6,308,4DD70347,text4,\x9C\xAC気を出すなよ？　相手に花を持たせてやるのだ。,
6,309,9C902266,text1,たせてやるのだ。,
6,312,64551F5F,text1,\x81このアンジュを助けさせてやれ。,
7,0,12D04B69,text1,\x81\xAFっ、それは違うな！,
7,1,39FD18AA,text3,\x87\x83えているからな！,
7,2,20E629EB,text3,\x95うものじゃな。,
7,3,6FA7BF2C,text4,"\xA1！　張り番から伝令です。
目標と<思:おぼ>しき人相の者が、こちらに接近中とのこと。",
7,5,5D91DDAE,text3,"けると言う言葉は嘘では
なかったのじゃ。　<流石:さすが>、余が惚れ込んだ漢なのじゃ。",
7,7,551FA853,text3,"々早いな。
まぁ、想定内だが……",
7,9,18D70958,text1,\x82\x83なく、他にも何人か。,
7,12,05D239E0,text3,"や、何でも無いぞ、何でも。
ま、まあいい、それも想定内だ、想定内……",
7,14,9609182D,text1,"\xAAシュトル。
<其方:そなた>のアンジュはここじゃぞ。",
7,16,AC03795D,text1,実行したんだ。,
7,17,94C2EE1B,text1,\x88てないのです。,
7,22,A3A53254,text1,\x8B場ならウチもそうしていたもん。,
7,23,429B0D06,text1,\xB8\x8Aげろ、回りが迷惑だから。,
7,24,EE6D935F,text4,\x82あ！？　そうだ、あの男#@－－#,
7,25,C128A14C,text3,何というか、変わった趣味をしているな。,
7,26,D467F22F,text4,"\xBC\x81？　ち、ちちち違う、何を言うか……ええい、こらハク！
何故<其方:そなた>がここに来ておるのじゃ！",
7,27,A52AF486,text1,"\x81\x95う、何を言うか……ええい、こらハク！
何故<其方:そなた>がここに来ておるのじゃ！",
7,28,09DC6ADF,text3,ないから来ない。,
7,29,515B98B7,text3,\xBD\x95故知らせぬ、それでは意味が無いのじゃ！,
7,30,4414CBD4,text3,違使などに知らせるなと書いてあったろ。,
7,31,5911FB6C,text1,"いな立場だからな。
指示通り知らせていない。
それで文句言われても正直困る。",
7,32,F5E76535,text1,"\x89せていない。
それで文句言われても正直困る。",
7,34,B82FC43E,text3,かなかったような……,
7,35,570F83B3,text4,\x82\x93と……,
7,36,8225A54E,text3,"\xAF終わりだ。
いつまでも馬鹿やってないで、とっとと帰るぞ。",
7,37,035DFF32,text1,も馬鹿やってないで、とっとと帰るぞ。,
7,39,3EFFAAB6,text1,ちは大まじめなのじゃぞ。,
7,40,9BBF78C4,text1,"。
少しは自分の立場ってもんを自覚しろ。",
7,41,F6D0BCF3,text3,"\x9Fり<我儘:わがまま>言ったり、
そのことでどれだけの連中が迷惑を被ったと思っている。",
7,43,4B60898C,text3,"\x82\x82<甚:はなは>だしいのじゃ。
余は誰にも迷惑などかけておらぬぞ。",
7,45,88A430A3,text1,"\x82\x92しただけで、
一族郎党全てを路頭に迷わすことだって出来るんだぞ。",
7,48,0DA61219,text1,"\x81\xA0けで、
そのようなことになるはずがなかろう。",
7,49,8B3260B7,text1,ま、大丈夫です？　耳を塞いでうずくまったりして……どこか痛かったりするですか？,
7,51,5D6B83AA,text4,ぇ。なぁなぁ、遊びに行こ。外堀通りの<寄席:よせ>で売り出し中の講談師が結構いい男らしいぇ,
7,52,8841A557,text1,\xABが結構いい男らしいぇ,
7,53,0ED5D7F9,text3,"\x81\x8Bく、これ以上ことが大きくなる前に帰るぞ。
もう手遅れな気がせんでもないが、まだ間に合うと信じて。",
7,55,4D030E2D,text3,\xA8\x80って、煙に巻くつもりじゃな？,
7,57,7EFB3F50,text1,負けぬぞ！　オシュトルが来るまで、オシュトルにこの気持ちを伝えるまで、負けるわけにはいかぬのじゃ！,
7,59,33339E5B,text1,\x83\xA5トル……はて、<何処:どこ>かで……,
7,60,F86F4DFE,text4,"\x81\x98ゃ！　助けて欲しいのじゃ！
頼りになるのはお主だけなのじゃ！！",
7,61,FB1C881E,text4,\x81とっとと帰るぞ。,
7,63,A8A2DC4D,text3,"\x82\xAA魔し、あまつさえ引き裂こうなどとは！
そのような悪行、見過ごすわけにはいかん！",
7,66,C0FD3F22,text1,"\x89を容赦なく叩きのめせ！
乙女の純愛を我らの手で守るのだ！",
7,67,210F241A,text1,"\x9B！
乙女の純愛を我らの手で守るのだ！",
7,68,045D9693,text3,"はねェが悪く思うなよ！
少しの間だ、おねんねしててもらおうか！",
7,70,49953798,text4,"尽くだ。
やるぞ、相手が誰とか気にするな。
尻をひっぱたいてでも連れ戻せ！",
7,71,A4E89354,text1,\x88\xBBせ！,
7,72,1FDEB47E,text4,しちゃいけないよね！,
7,74,4C60E02D,text4,まで、余はここを離れぬのじゃ！,
7,77,90B896DD,text1,のワガママ娘が。だから奴には知らせてないと言っただろうが,
7,78,3C4E0884,text3,\xBD\x99を助けに来るのじゃ！,
7,79,DD7037D6,text3,\x9Dの切ない気持ち。お姫さまは本当に乙女やぇ,
7,80,7186A98F,text1,\x80\x82お姫さまは本当に乙女やぇ,
7,81,72F56C6F,text4,\xABなっていたのだが、オシュトルとは……,
7,84,F4611EC1,text3,ました。,
7,85,7CEB14B0,text4,\xAB知らせないと意味が無いと思いまして。　少し足を延ばしてきたところです。,
7,87,1F2C5E90,text3,\x81今現在彼はこちらへ向かっています。,
7,88,ADAC3591,text4,"\x80\x81よしお前達、
せめて少女の思い人が来るまで持ちこたえるぞ！",
7,90,3E77145C,text3,守るものなのだ。,
7,91,84BD1C86,text1,知らせたって、何てことしてんだ。,
7,92,4FE1CF23,text3,てるだろ。,
7,93,3E60EDE0,text3,\xB5\xB6対判っててやってるだろ。,
7,94,9B203F92,text4,"なったら、収拾がつかなくなる。
そしたら<此奴:こいつ>等も無事にはすまんってのに……",
7,95,736DBC06,text1,奴:こいつ>等も無事にはすまんってのに……,
7,100,1F5D88E4,text1,ようです。,
7,101,87BF0F12,text3,\xB8ュはここにおるのじゃ！,
7,103,51E6EC0F,text1,\x83\xABである。,
7,104,1DC59B48,text1,"\xAF\xB5臣とか言うな。
ていうか、皇女さんの配下じゃないだろ。",
7,105,824AD8A7,text1,か、皇女さんの配下じゃないだろ。,
7,106,A7186A2E,text3,\xB7ュトル……あれを寵臣……アンジュ……,
7,107,418E6188,text3,……ま……？,
7,109,0BAAE851,text4,"いますが……
姫殿下にあらせられますか。",
7,110,A031B211,text3,"？　そうじゃが。　余は<帝:ミカド>の後継にして、
いずれヤマトの統治者となる、天子アンジュである。",
7,113,F791E7BB,text3,"\xBC\x81
ここ、これまでの無礼、平に、平に御容赦を#@－－#",
7,115,DDF30B4C,text1,\x81\xAE仲ではないか。,
7,116,6F73604D,text4,"トルが来たのじゃ。
頼んだぞノスリよ。",
7,118,4C62307C,text1,ちろん、悪漢のふりをしてオシュトルと戦うことじゃ。,
7,120,88C299CD,text1,\xAAシュトルと……？,
7,121,174DDA22,text3,\x94分といった所じゃな。,
7,122,BCD68062,text4,……いやしかし……,
7,123,C679FD26,text3,\x81\x93れにて失礼します。,
7,124,6A8F637F,text3,\x81\xBEしょうか、姉上。,
7,125,8BB15C2D,text3,"。
思い人も来たのですから、邪魔者は早々に立ち去るべきかと。",
7,126,5E9B7AD0,text4,\x8E\xBBらんとな！,
7,128,1D4DA304,text3,ばだ！,
7,129,9C35F978,text3,<行:ゆ>く、まだオシュトルの相手をしておらぬぞ！？,
7,130,57692ADD,text1,\x8Aらぬぞ！？,
7,131,B657158F,text4,"、何をそんなに慌てておるのじゃ。
まあ良い、オシュトル♪",
7,132,1AA18BD6,text1,"に慌てておるのじゃ。
まあ良い、オシュトル♪",
7,133,600EF692,text1,ジュ姫殿下……,
7,134,AB522537,text1,\x81\x97たのじゃ、黙り込んで。,
7,135,4A6C1A65,text3,"\x88\xA4断を鈍らしめ、
この様な事態を招いた事、謹んでお詫び致しまする。",
7,137,70667B15,text3,"居なければ、
どのような状況になっていたか……",
7,138,DC90E54C,text4,"\xAF<某:それがし>が至らぬ故の失態。
<貴:とうと>き姫殿下を易々と<攫:さら>われたこの罪、
<万死:ばんし>に値しまする。",
7,139,5992C7F6,text1,"\xB8\x8Bを易々と<攫:さら>われたこの罪、
<万死:ばんし>に値しまする。",
7,141,145A66FD,text4,\xAF、<某:それがし>は位を返上し、お詫び致す所存。,
7,142,B8ACF8A4,text1,\x82\x92返上し、お詫び致す所存。,
7,144,6EF51BB9,text3,"悪かった、もうこの様なことはせんから、
そのようなことを言わんでほしいのじゃ。",
7,145,8FCB24EB,text1,なことを言わんでほしいのじゃ。,
7,147,D506CC7E,text4,上に申し開きようもない。,
7,150,547E9602,text1,、この通りじゃ、これからも余を補佐し助けて欲しい。,
7,151,B22D6D49,text3,"\x82かく、きちんと頭を下げる度量。
少し見直した。",
7,154,C882100D,text1,"\x83遣:こころづか>い、
<恐悦至極:きょうえつしごく>に存じ<奉:たてまつ>りまする 。",
7,156,854AB106,text1,"\x82\xAAシュトル、ヤマトのため、
これまでと変わらぬ<至誠:しせい>を尽くしましょう。",
7,157,846497A7,text4,"まってくれたか。
オシュトル、余はこれ程嬉しいことはないのじゃ。",
7,158,BF40D076,text1,"\x81\xA3てくれたか。
オシュトル、余はこれ程嬉しいことはないのじゃ。",
7,159,59DF0F57,text4,りました。,
7,160,62FB4886,text1,\xBC\x81？　お、お前、逃げたんじゃなかったのか！？,
7,162,DF4B7DF9,text1,"\xAAいと思い、
ちゃんとそちらの方にも連絡しておきましたので御安心を。",
7,163,3236D935,text1,迎:むか>えにいらしたようです。,
7,164,09129EE4,text3,\x82あああッ！？,
7,165,7FFE783E,text3,\x8F生は止めましたな。このような馬鹿な真似は,
7,166,B4A2AB9B,text4,ぬ,
7,167,45F4194E,text3,\x84じゃ、それだけは、それだけは#@－－#,
7,168,8EA8CAEB,text1,\x8Aしりはダメな#@－－#,
8,0,2FB062D9,text3,\x83気そうだな,
8,1,049D311A,text3,\x81\x91ればならない事？,
8,2,1D86005B,text3,\x8Cついてくるものだ。一々全てを覚えてなどいられるか,
8,3,52C7969C,text3,\x81\xA0。今回の手配は奴の策略によるものだと、こちらでは調べがついている,
8,4,B86B5872,text1,、たとえこの一命を賭すことになろうと、モズヌはこの手で討ち取って見せよう,
8,5,73378BD7,text1,\x91\xBDを賭すことになろうと、モズヌはこの手で討ち取って見せよう,
8,6,526CC11B,text1,\xA7討ち取って見せよう,
8,7,394304,text1,\x81\xAE帝都で活動していた盗賊だ。私とオウギの二人で攻め落とすには、それくらいの覚悟がいる,
8,8,84352206,text1,\xABは、それくらいの覚悟がいる,
8,9,D660A019,text3,\x9B\xAA:そそ>ぐための戦いだぞ,
8,10,C9FD830D,text1,そそ>ぐための戦いだぞ,
8,11,9BA80112,text1,の戦いだぞ,
8,12,F3F7E27D,text1,その件は後に回して、最後まで話を聞いてくれ,
8,13,A1A26062,text3,\x81\x8Cモズヌを捕まえれば、奴からの濡れ衣を晴らすことが出来る,
8,14,B9D36BA4,text1,\x83\xA2ズヌを捕まえれば、奴からの濡れ衣を晴らすことが出来る,
8,15,EB86E9BB,text3,\x9A\x8F分手広く荒らして回ったようでな。それをお前の手でってなれば、御上もそれくらいの慈悲は見せるだろ,
8,16,F41BCAAF,text1,\x88\x86手広く荒らして回ったようでな。それをお前の手でってなれば、御上もそれくらいの慈悲は見せるだろ,
8,17,C8524967,text1,\x9Eったようでな。それをお前の手でってなれば、御上もそれくらいの慈悲は見せるだろ,
8,18,224229B2,text1,ってなれば、御上もそれくらいの慈悲は見せるだろ,
8,19,90C242B3,text1,には、お前自身の手でモズヌを捕らえたという証が必要だ,
8,20,7691B9F8,text1,盛ってはいるが、こうでもしないとノスリは動かんだろうしな……,
8,21,DD0AE3B8,text1,しろ災難なのはモズヌか……全部背負わせるのは気が咎めるが、身から出た錆、ということで勘弁してもらおう,
8,22,4C9BD888,text1,\x82\x8Bのは気が咎めるが、身から出た錆、ということで勘弁してもらおう,
8,23,9EDC3A6C,text1,\x81ということで勘弁してもらおう,
8,24,F1E7C99D,text1,\x8Cないな。だが、その証というのはどう立てればいい？,
8,25,3ABB1A38,text1,\x89えた奴らを、直接<検非違使:けびいし>に引き渡せばいい,
8,26,DCE8E173,text3,\x86すれば万事解決だ,
8,27,0EAF0397,text3,\xAA分が奴等のお宝を頂いて……,
8,28,0AB1026E,text1,\x86が奴等のお宝を頂いて……,
8,29,2FE3B0E7,text1,\xAFずだ！,
8,30,307E93F3,text1,\x81\x8Bせられんぞ,
8,31,953E4181,text3,出来たな。結構重たく考えてたみたいだが,
8,32,140207DB,text1,来たな。結構重たく考えてたみたいだが,
8,33,AF3420F1,text1,さて、こっちも準備をしておかないとな。何せ、帝都で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,
8,34,2E4C7A8D,text1,\x81\x97ておかないとな。何せ、帝都で暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,
8,35,E510A928,text1,\xBDで暴れまわった盗賊団の砦だ。財を運び出すにも、相応の用意が必要だろう,
8,36,1A586322,text1,ウォプタル>に、荷止めの縄も必要だな。こりゃ、忙しくなるぞ……！,
8,37,D104B087,text1,、荷止めの縄も必要だな。こりゃ、忙しくなるぞ……！,
8,38,B5DD389B,text1,\x82\x8Bぞ……！,
8,39,075D539A,text3,\xB2\xBBするんだ。大義はこちらにある,
8,40,F8159990,text1,\x81\x99るんだ。大義はこちらにある,
8,41,33494A35,text3,\x81\x9Fんですね……,
8,42,C21FF8E0,text1,\x82\x93ですね……,
8,43,709F93E1,text3,\x83\xA4マトの民として当然のこと、だろ？,
8,44,9237FCA7,text1,\x83\x9Eトの民として当然のこと、だろ？,
8,45,D68B6DB3,text3,\xBD\x95だか、言ってることが真面目過ぎて怪しいのです……,
8,46,912B1763,text1,\x81\xA0か、言ってることが真面目過ぎて怪しいのです……,
8,47,20B797A6,text1,\x81\x9Dう、ですね……,
8,48,DFFF5DAC,text3,どういう意味だ？,
8,49,6D7F36AD,text1,ういう意味だ？,
8,50,09A6BEB1,text3,はそう多くないですね。酒盛りをしているようですが,
8,51,BB26D5B0,text1,そう多くないですね。酒盛りをしているようですが,
8,52,446E1FBA,text1,そうか？,
8,53,F6EE74BB,text3,\xAE手を打つ時機だが……,
8,54,07B8C66E,text1,\x8Bを打つ時機だが……,
8,55,B538AD6F,text1,\x81\xA3はっはっ！　まさか俺にこんな才能があったなんてなぁ！,
8,56,4D9C4FB7,text1,\x8B俺にこんな才能があったなんてなぁ！,
8,57,FF1C24B6,text1,てなぁ！,
8,58,0054EEBC,text3,"
まさか、お頭の織物屋がこんなに当たるなんて。",
8,59,B2D485BD,text1,\xBEさか、お頭の織物屋がこんなに当たるなんて。,
8,60,D60D0DA1,text1,屋がこんなに当たるなんて。,
8,63,2945C7AB,text3,"\xA4\x96、商人の仕入れのコツってのは、
盗賊の目利きと代わり映えしねえじゃんよ。",
8,64,A1CFCDDA,text1,"\x80\x81商人の仕入れのコツってのは、
盗賊の目利きと代わり映えしねえじゃんよ。",
8,65,134FA6DB,text1,"\xA3てのは、
盗賊の目利きと代わり映えしねえじゃんよ。",
8,67,CEF43E2B,text4,"いや、むしろ俺等の方が目端が効くのかもな。
へっ。",
8,68,31BCF421,text1,"\x84や、むしろ俺等の方が目端が効くのかもな。
へっ。",
8,72,AA2DB637,text3,\x81\x95うぜ！,
8,73,61716592,text1,\x81\x86ぜ！,
8,74,9027D747,text3,\x84、酒が足りんぞ！,
8,75,22A7BC46,text1,\x81酒が足りんぞ！,
8,77,6883359F,text3,ってのもいいじゃんよ。,
8,78,97CBFF95,text1,てのもいいじゃんよ。,
