section,index,id_hex,off1,off2,off3,off4,text1,text2,text3,text4
2,55,CF30B13D,8615,8615,8709,8710,"\x82
這就是所謂的什麼撲火吧。","\x82
這就是所謂的什麼撲火吧。","lap again? Like moths to the
flame, aren'tcha?","ap again? Like moths to the
flame, aren'tcha?"
2,56,D0AD9229,8712,8712,8746,8747," again? Like moths to the
flame, aren'tcha?"," again? Like moths to the
flame, aren'tcha?",ren'tcha?,en'tcha?
2,57,1BF1418C,8749,8749,8840,8841,'tcha?,'tcha?,,嘻嘻嘻嘻嘻，我會好好疼愛妳的。
2,58,EAA7F359,8843,8843,8856,8869,\xBB嘻嘻嘻嘻，我會好好疼愛妳的。,\xBB嘻嘻嘻嘻，我會好好疼愛妳的。,，我會好好疼愛妳的。,\xA5\xBD疼愛妳的。
2,59,21FB20FC,8876,8876,8892,8908,\x9B妳的。,\x9B妳的。,"eh. I'll be sure to give you plenty of
lovin' after we get outta here."," to give you plenty of
lovin' after we get outta here."
2,60,FCA919D5,8917,8917,9062,9063,"you plenty of
lovin' after we get outta here.","you plenty of
lovin' after we get outta here.","\xBC\x8C抓住這些女人，
把男人都打趴。","\x8C抓住這些女人，
把男人都打趴。"
2,61,CC109147,9065,9065,9180,9181,"\x8A\x93住這些女人，
把男人都打趴。","\x8A\x93住這些女人，
把男人都打趴。",m!,!
2,62,B161B8DE,9183,9183,9196,9197,#@－－#ルルティエ、下がれ！,#@－－#ルルティエ、下がれ！,\x83\xABティエ、下がれ！,\xABティエ、下がれ！
2,63,81D8304C,9199,9199,9377,9378,\x83\x86ィエ、下がれ！,\x83\x86ィエ、下がれ！,げて下さい……,\x81\x92て下さい……
2,64,67385BC3,9380,9380,9498,9499,て下さい……,て下さい……,\x8Cうんです……,うんです……
2,65,5781D351,9501,9501,9529,9530,\x86んです……,\x86んです……,\x81\x8Aねがいです……そこの方達……逃げて下さい……,\x8Aねがいです……そこの方達……逃げて下さい……
2,66,D115A1FF,9532,9532,9569,9570,\x81\xADがいです……そこの方達……逃げて下さい……,\x81\xADがいです……そこの方達……逃げて下さい……,\xA6…逃げて下さい……,…逃げて下さい……
2,67,E1AC296D,9572,9572,9711,9712,\xA6逃げて下さい……,\xA6逃げて下さい……,…怒るととっても凶暴になるんですっ、だから……,\x80\xA6怒るととっても凶暴になるんですっ、だから……
2,68,10FA9BB8,9714,9714,9847,9848,怒るととっても凶暴になるんですっ、だから……,怒るととっても凶暴になるんですっ、だから……,\x86哮）,哮）
2,69,DBA6481D,9850,9850,9863,9876,\xAE）,\xAE）,\xA8ッ！！,
2,70,916B601D,9880,9880,9899,9918,ギャア！！,ギャア！！,…………え？,
2,71,061DD0ED,9922,9922,9938,9951,\x80\xA6………へ？,\x80\xA6………へ？,\x9F,\x84うこと……
2,72,DBCE050F,9958,9958,9989,10026,と……,と……,ォォォォォッ！！,"一家を討ち倒したハク一行はヤマトの将、オシュトルと出会う。
彼の放つ清廉な威厳は、まさに大人物を感じさせるものであった。"
2,73,17FF12B3,10042,10042,10085,10122,"\x80\x92したハク一行はヤマトの将、オシュトルと出会う。
彼の放つ清廉な威厳は、まさに大人物を感じさせるものであった。","\x80\x92したハク一行はヤマトの将、オシュトルと出会う。
彼の放つ清廉な威厳は、まさに大人物を感じさせるものであった。","\xAAシュトルと出会う。
彼の放つ清廉な威厳は、まさに大人物を感じさせるものであった。",\xBEつ清廉な威厳は、まさに大人物を感じさせるものであった。
2,74,56D0415E,10172,10172,10224,10276,\x81\x98させるものであった。,\x81\x98させるものであった。,"\x9A\x84哈克一行人，和大和將領奧修特爾相遇了。
他散發出的廉潔威嚴感，確實讓人感覺到是大人物。","\x87了。
他散發出的廉潔威嚴感，確實讓人感覺到是大人物。"
2,75,6669C9CC,10314,10314,10354,10388,，確實讓人感覺到是大人物。,，確實讓人感覺到是大人物。,"After defeating Moznu and his ilk, Haku's party
meets Oshtor, a Yamatan general.
They are immediately awed by his gallant,
dignified manner."," Haku's party
meets Oshtor, a Yamatan general.
They are immediately awed by his gallant,
dignified manner."
2,76,1B18E055,10415,10415,10522,10605," a Yamatan general.
They are immediately awed by his gallant,
dignified manner."," a Yamatan general.
They are immediately awed by his gallant,
dignified manner.",帝都へ到着。,"afely
arrives at the imperial capital."
2,77,D04433F0,10654,10654,10758,10838,"\x85\x83である大都市の威容に圧倒されながら、
オシュトルの屋敷に案内される。","\x85\x83である大都市の威容に圧倒されながら、
オシュトルの屋敷に案内される。","\xBB\x96們被招待到奧修特爾的宅邸，
途中被帝皇膝下的大都市的莊嚴之姿所震懾。",\x8A嚴之姿所震懾。
2,78,0D5216FF,10940,10940,10950,10957,to Oshtor's manor.,to Oshtor's manor.,s manor.,.
2,79,EA4E5280,10961,10961,11025,11071,"\xAAシュトルの帰りを待っていたのは、可愛らしい妹、ネコネ。
彼女はその幼い容姿とは裏腹に、最年少で殿試に合格した才媛であった。","\xAAシュトルの帰りを待っていたのは、可愛らしい妹、ネコネ。
彼女はその幼い容姿とは裏腹に、最年少で殿試に合格した才媛であった。","妹、ネコネ。
彼女はその幼い容姿とは裏腹に、最年少で殿試に合格した才媛であった。",とは裏腹に、最年少で殿試に合格した才媛であった。
2,80,6B3608FC,11147,11147,11224,11292,"待奧修特爾回家的，是他可愛的妹妹貓音。
她雖然容貌稚嫩，卻是以最小年齡便獲得殿試合格的才女。","待奧修特爾回家的，是他可愛的妹妹貓音。
她雖然容貌稚嫩，卻是以最小年齡便獲得殿試合格的才女。",\xAB\xA9，卻是以最小年齡便獲得殿試合格的才女。,"shtor's cute younger sister
Nekone is waiting for his return.
Contrary to her childish appearance,
she is the youngest person to
ever pass the Imperial Exam."
2,81,FC40B80C,11367,11367,11407,11408,"er childish appearance,
she is the youngest person to
ever pass the Imperial Exam.","er childish appearance,
she is the youngest person to
ever pass the Imperial Exam.","est person to
ever pass the Imperial Exam.","st person to
ever pass the Imperial Exam."
2,82,0ABE3E2D,11410,11410,11426,11427," person to
ever pass the Imperial Exam."," person to
ever pass the Imperial Exam.",pass the Imperial Exam.,ass the Imperial Exam.
2,83,16472165,11429,11429,11451,11452,s the Imperial Exam.,s the Imperial Exam.,\x81\x95らに……衝撃の事実が明らかとなる。,\x95らに……衝撃の事実が明らかとなる。
2,84,DCE7DD30,11454,11454,11491,11492,\x82\x89に……衝撃の事実が明らかとなる。,\x82\x89に……衝撃の事実が明らかとなる。,\x8Bとなる。,となる。
2,85,C01EC278,11494,11494,11543,11544,\xA8なる。,\xA8なる。,\x86令人驚訝的真相。,令人驚訝的真相。
2,86,912F7C3B,11546,11546,11583,11584,\xA4人驚訝的真相。,\xA4人驚訝的真相。,king truth comes to light.,ing truth comes to light.
2,87,2A195B11,11586,11586,11662,11663,g truth comes to light.,g truth comes to light.,\x82\xB7ュトルが世を忍ぶ仮の姿であった。,\xB7ュトルが世を忍ぶ仮の姿であった。
2,88,AB251D4B,11665,11665,11702,11703,\x83\xA5トルが世を忍ぶ仮の姿であった。,\x83\xA5トルが世を忍ぶ仮の姿であった。,\x82った。,った。
2,89,10133A61,11705,11705,11709,11710,\xA3た。,\xA3た。,。,\x80\x82
2,90,B13EEFCF,11712,11712,11782,11783,,,匿身分的偽裝。,\x8C\xBF身分的偽裝。
2,91,0A08C8E5,11785,11785,11792,11793,身分的偽裝。,身分的偽裝。,\x9A\x84偽裝。,\x84偽裝。
2,92,D0B6D91E,11795,11795,11829,11830,\x81\xBD裝。,\x81\xBD裝。,"guy"" Ukon
is in truth the disguised Oshtor,
Imperial Guard of the Right.","uy"" Ukon
is in truth the disguised Oshtor,
Imperial Guard of the Right."
2,93,37AA9D61,11832,11832,11965,11966,""" Ukon
is in truth the disguised Oshtor,
Imperial Guard of the Right.",""" Ukon
is in truth the disguised Oshtor,
Imperial Guard of the Right.",クは共に隠密として働くこととなる。,\x82\xAFは共に隠密として働くこととなる。
2,94,06EF3A03,11968,11968,12023,12024,は共に隠密として働くこととなる。,は共に隠密として働くこととなる。,近乎強迫般的邀請下，哈克隨著久遠一起在他手下作為密探工作。,\xBF\x91乎強迫般的邀請下，哈克隨著久遠一起在他手下作為密探工作。
2,95,C06A4884,12026,12026,12039,12040,乎強迫般的邀請下，哈克隨著久遠一起在他手下作為密探工作。,乎強迫般的邀請下，哈克隨著久遠一起在他手下作為密探工作。,\x9A\x84邀請下，哈克隨著久遠一起在他手下作為密探工作。,\x84邀請下，哈克隨著久遠一起在他手下作為密探工作。
2,96,3656B291,12042,12042,12058,12059,\x82\x80請下，哈克隨著久遠一起在他手下作為密探工作。,\x82\x80請下，哈克隨著久遠一起在他手下作為密探工作。,\x8B隨著久遠一起在他手下作為密探工作。,隨著久遠一起在他手下作為密探工作。
2,97,B0C2C03F,12061,12061,12080,12081,\xA8著久遠一起在他手下作為密探工作。,\xA8著久遠一起在他手下作為密探工作。,他手下作為密探工作。,\xBB\x96手下作為密探工作。
2,98,807B48AD,12083,12083,12102,12103,手下作為密探工作。,手下作為密探工作。,\xB7\xA5作。,\xA5作。
2,99,2D07992D,12105,12105,12124,12125,\xBD\x9C。,\xBD\x9C。,"ith Kuon,
who had joined at Ukon's half-coercive invitation,
Haku too becomes a spy in his service.","th Kuon,
who had joined at Ukon's half-coercive invitation,
Haku too becomes a spy in his service."
2,100,7F521B32,12127,12127,12152,12153," Kuon,
who had joined at Ukon's half-coercive invitation,
Haku too becomes a spy in his service."," Kuon,
who had joined at Ukon's half-coercive invitation,
Haku too becomes a spy in his service.","Ukon's half-coercive invitation,
Haku too becomes a spy in his service.","kon's half-coercive invitation,
Haku too becomes a spy in his service."
2,101,C0EC2896,12155,12155,12198,12199,"n's half-coercive invitation,
Haku too becomes a spy in his service.","n's half-coercive invitation,
Haku too becomes a spy in his service.",mes a spy in his service.,es a spy in his service.
2,102,65007A78,12201,12201,12389,12538, a spy in his service., a spy in his service.,,6\xCE\xF8
2,103,4E2D29BB,12679,12679,12725,12765,\xA4\xA3$,\xA4\xA3$,&,'
2,104,573618FA,12828,12828,12941,13045,i),i),.,1
2,105,18778E3D,13143,13143,13328,13468,,,(<,>
2,106,016CBF7C,13634,13634,13689,13753,,,G,K
2,107,2A41ECBF,13794,13794,13897,13988,,,\xC9\xEFB\xB1R,\xAAW
2,108,335ADDFE,14086,14086,14201,14295,,,],
3,0,157704FB,4524,4524,4622,4681,太超過的話……,太超過的話……,nt ears...,ですよ？
3,1,258952AE,4772,4772,4846,4905,"shing one day,
you understand.","shing one day,
you understand.",I see...,"\x86か。
脅しているとかじゃ……ないっぽいな、コレ。"
3,2,77DCD0B1,4997,4997,5028,5059,"\x84語氣說出來更讓人覺得可怕嗎。
說是在嚇我……也不太像啊。","\x84語氣說出來更讓人覺得可怕嗎。
說是在嚇我……也不太像啊。","可怕嗎。
說是在嚇我……也不太像啊。",…也不太像啊。
3,3,182B072A,5081,5081,5151,5200,"Nekone's matter-of-fact tone is
unnerving, but she's stating fact#@－－#
she's not trying to intimidate me.","Nekone's matter-of-fact tone is
unnerving, but she's stating fact#@－－#
she's not trying to intimidate me.","－#
she's not trying to intimidate me.",、意外だな。
3,4,CD0121D7,5264,5264,5322,5365,pected.,pected.,何だかんだ言って心配してくれたんだな、と。,\x81\x9Fんだな、と。
3,5,27114102,5418,5418,5500,5543,\xAF會為我擔心的。,\xAF會為我擔心的。,"\x82\x8Aがある日突然居なくなっていたら、
さすがに夢見が悪いのです。","\x9Fら、
さすがに夢見が悪いのです。"
3,6,1B58C2CA,5571,5571,5645,5689,\x8C悪いのです。,\x8C悪いのです。,肯定是會做惡夢的。,"negative impact on my
mental health if an acquaintance just
disappeared. I get bad dreams."
3,7,0C6C35BA,5748,5748,5910,6022,"
disappeared. I get bad dreams.","
disappeared. I get bad dreams.",\x80\xA6不是在嚇我啊……,のためだけに来るわけではないのです。
3,8,F3D0B1B3,6112,6112,6137,6156,\xB6典。,\xB6典。,"vity festival is far from
the only reason they have come.","r from
the only reason they have come."
3,9,27416679,6173,6173,6322,6416,eason they have come.,eason they have come.,\x81\x9F>りになってたです。,把後繼者送來這裡。
3,10,569063C1,6516,6516,6686,6817,"he city
around this time.","he city
around this time.",\x82,"者がいれば、
学徒となり勉学に<励:はげ>む者も。"
3,11,A7C6D114,6913,6913,7026,7111,\xB9\x9F有成為學徒努力學習的人。,\xB9\x9F有成為學徒努力學習的人。,g themselves to academia...,\xAE舎弟となる道もあるのです。
3,12,02860366,7211,7211,7302,7372,\x9F。,\x9F。,he capital.,\x81\xA7すね……
3,13,83FE591A,7448,7448,7540,7610,e...? Amazing...,e...? Amazing...,\xA6露露緹耶大人妳自己也是呀。,"
those heirs yourself, Lady Rulutieh."
3,14,26BE8B68,7683,7683,7769,7833,\xB3っくりした様子でルルティエは聞き返す。,\xB3っくりした様子でルルティエは聞き返す。,。,\xA6知らなかったですか。
3,15,CE36F811,7928,7928,7935,7942,?,?,"\x9Fしは……名代として、
<帝:ミカド>に献上品を届けてきなさいとしか……","……名代として、
<帝:ミカド>に献上品を届けてきなさいとしか……"
3,16,6B762A63,7946,7946,8034,8095,"\x80\xA6名代として、
<帝:ミカド>に献上品を届けてきなさいとしか……","\x80\xA6名代として、
<帝:ミカド>に献上品を届けてきなさいとしか……",我……只是照吩咐作為代表去給帝皇獻上貢品而已……,\x80\x8C已……
3,17,76731ADB,8172,8172,8334,8447,"Mikado, as a
representative...","Mikado, as a
representative...",父母大概是為了不讓露露緹耶妳不安，所以沒告訴妳吧？,"ason for your visit a secret. To
keep your anxiety at bay, maybe?"
3,18,BD2FC97E,8575,8575,8685,8773,するな。,するな。,s probably the case.,\x9F>みたいだから。
3,19,3BBBBBD0,8878,8878,8988,9070,,,..,不錯的辦法呢。
3,20,F0E76875,9157,9157,9218,9270,,,"\x93とで、必要な知識を学ばせること。
忠誠心を植え付けること。",\xA0誠心を植え付けること。
3,21,6FADDB77,9327,9327,9349,9368,"\xBD\xAE在都城，讓他們學習必要的知識這個方法。
可以培養他們的忠誠心。","\xBD\xAE在都城，讓他們學習必要的知識這個方法。
可以培養他們的忠誠心。","\x91學習必要的知識這個方法。
可以培養他們的忠誠心。","識這個方法。
可以培養他們的忠誠心。"
3,22,A4F108D2,9379,9379,9501,9605,"\xB9法。
可以培養他們的忠誠心。","\xB9法。
可以培養他們的忠誠心。","
instills loyalty.",財させる事による富や文化の活性化。
3,23,B2164387,9715,9715,9743,9774,\x80\x91的叛意，然後讓他們在這裡花錢以帶動經濟與文化發展。,\x80\x91的叛意，然後讓他們在這裡花錢以帶動經濟與文化發展。,\x91在這裡花錢以帶動經濟與文化發展。,與文化發展。
3,24,175691F5,9796,9796,9812,9828,"ly exposure to its power quells any
seeds of defiance, and noble coin
stimulates the local economy.","ly exposure to its power quells any
seeds of defiance, and noble coin
stimulates the local economy.","ts power quells any
seeds of defiance, and noble coin
stimulates the local economy.","any
seeds of defiance, and noble coin
stimulates the local economy."
3,25,FFDEE28C,9837,9837,9910,9965," of defiance, and noble coin
stimulates the local economy."," of defiance, and noble coin
stimulates the local economy.",\x84つくだけで、これだけの利点があるかな。,。
3,26,5A9E30FE,10014,10014,10115,10197,呢。,呢。,"は<姉:あね>さまなのです。
この意味に気付いたですか。","\x8D愧是姐姐大人呢。
居然能察覺到這些意義。"
3,27,29870191,10304,10304,10335,10357,sped the implications quickly.,sped the implications quickly.,ネコネがチラリとこっち見て、フフンと自慢げな笑みを浮かべる。,\x81\xA8こっち見て、フフンと自慢げな笑みを浮かべる。
3,28,E2DBD234,10369,10369,10418,10461,\xA6\x8Bて、フフンと自慢げな笑みを浮かべる。,\xA6\x8Bて、フフンと自慢げな笑みを浮かべる。,\xB9る。,\x8A露出得意的笑容。
3,29,0A53A14D,10503,10503,10601,10644,"oudly, glancing back at me.","oudly, glancing back at me.",意啊。,\xA3ちだって、そのくらいは気付く。
3,30,C10F72E8,10719,10719,10877,10968,\xA6\xBA到啦。,\xA6\xBA到啦。,\x85\xB6他還有對附屬國的牽制，使其花錢削弱他們的財力，還有作為人質等意義吧。,\x89意義吧。
3,31,3059C03D,11066,11066,11154,11212,ids hostage.,ids hostage.,敢:あ>えて言わなかったのに……,\x95\x85意不說的……
3,32,FB051398,11305,11305,11409,11476,..,..,\x81\xAF何ていうか……,\xBA\xBC……
3,33,7A7D49E4,11578,11578,11676,11740,"ていませんから……
ハクさまもお気になさらないで下さい……","ていませんから……
ハクさまもお気になさらないで下さい……",我不在意的……也請哈克大人不要放在心上……,"No, I... I don't mind, so... Please don't
worry about me..."
3,34,AF576F19,11838,11838,11911,11957,\xA6,\xA6,"rry
about me, instead.",\x84ると、例の行列が目の前を通り過ぎていく。
3,35,37B5E8EF,11989,11989,12053,12105,\x89\x8Dを通り過ぎていく。,\x89\x8Dを通り過ぎていく。,\x9A\x84隊列從眼前經過。,"es on,
the procession passes by our group..."
3,36,E29FCE12,12172,12172,12188,12201,"\x80\x82　飾られた衣装に<煌:きら>びやかな装飾。
楽を鳴らして歌って踊って……","\x80\x82　飾られた衣装に<煌:きら>びやかな装飾。
楽を鳴らして歌って踊って……","\x9F衣装に<煌:きら>びやかな装飾。
楽を鳴らして歌って踊って……","\x8C:きら>びやかな装飾。
楽を鳴らして歌って踊って……"
3,37,3E5A5738,12205,12205,12266,12297,"\x8Dら>びやかな装飾。
楽を鳴らして歌って踊って……","\x8Dら>びやかな装飾。
楽を鳴らして歌って踊って……",\x81\xA6……,"\x80\x82
花俏的服裝跟閃亮的裝飾。
又是奏樂又是唱歌跳舞……"
3,38,E1EC0BF2,12328,12328,12389,12429,"\xA3\x9D飾。
又是奏樂又是唱歌跳舞……","\xA3\x9D飾。
又是奏樂又是唱歌跳舞……","shy display, though.
Between the gaudy clothes, the singing,
the dancing...","lothes, the singing,
the dancing..."
3,39,34C62D0F,12454,12454,12558,12631,dancing...,dancing...,tself.,\x91們來這裡的時候還差真多呢。
3,40,5B31FA94,12727,12727,12852,12934,s for sure.,s for sure.,\x9C\xB0味というか……,\xBC\x8C但該說跟這比起來真是超級普通嗎……
3,41,790E8C04,13037,13037,13047,13057,"uys, but she's... really plain
compared to them.","uys, but she's... really plain
compared to them.","he's... really plain
compared to them.","ally plain
compared to them."
3,42,F832CA5E,13063,13063,13112,13164,"lain
compared to them.","lain
compared to them.","\x92して、
歌って踊りながら練り歩けって言われても困るが。",\xA6言われても困るが。
3,43,AA674841,13230,13230,13321,13403,\x8F\x88唱又跳地遊行，我也會很困擾。,\x8F\x88唱又跳地遊行，我也會很困擾。," me to dress like that and put on
a dance number for her.","知らしめる為に、
こうして豪華な飾り付けをして派手に練り歩く家が多いのです。"
3,44,A1AC8232,13485,13485,13498,13511,歩く家が多いのです。,歩く家が多いのです。,\xA4\x9Aいのです。,\x99。
3,45,8393F4A2,13515,13515,13570,13616,,,會用這樣豪華的裝飾來個氣派的遊行。,\xA1\x8C。
3,46,9C0ED7B6,13669,13669,13682,13695,"his to project power.
It is to be expected, really.","his to project power.
It is to be expected, really.","t power.
It is to be expected, really.","s to be expected, really."
3,47,CE5B55A9,13704,13704,13829,13945,"xpected, really.","xpected, really.",\x8Bです。,"
popular with the commonfolk only spurs
these debacles on."
3,48,D35E6511,14044,14044,14181,14317,\xB5\xB6好の機会だからね。,\xB5\xB6好の機会だからね。,ity for the nobility to show off.,\xAAいかな。
3,49,1802B6B4,14420,14420,14493,14545,\x82,\x82,"and
public adoration.","のはあまり好きでは無いです。
見苦しいですし騒がしいのです。"
3,50,69839477,14630,14630,14716,14781,。,。,"bridled
egotism on display is disgraceful, not to
mention noisy.","中には見栄を張って、
分不相応に飾り付けたりする者もいるですよ。"
3,51,B9C24BF7,14859,14859,14950,15011,\x84るですよ。,\x84るですよ。,"n unseemly phenomenon of
people going above their means to put on
airs for it.","t on
airs for it."
3,52,CCC34605,15055,15055,15101,15135,"\xAB火をともすような生活をしている家も
あるとか。　本末転倒もいいところなのです。","\xAB火をともすような生活をしている家も
あるとか。　本末転倒もいいところなのです。","家も
あるとか。　本末転倒もいいところなのです。",倒もいいところなのです。
3,53,3D95F4D0,15163,15163,15215,15255,\x81\xA7す。,\x81\xA7す。,"\x97\xA5裡節衣縮食，
真是有夠本末倒置呢。",\x80\x92置呢。
3,54,F6C92775,15287,15287,15400,15506,"lead frugal lives just
for this chance to make an extravagant,
wasteful debut.","lead frugal lives just
for this chance to make an extravagant,
wasteful debut.","\x83\x8Dとしては、
こういったギラギラしたのはあまり趣味じゃ無いのか。",，對貓音來說，這種華麗的東西她不感興趣啊。
3,55,EEB82CB3,15603,15603,15613,15623,"'t really
Nekone's cup of tea, then.","'t really
Nekone's cup of tea, then.","Nekone's cup of tea, then.","up of tea, then."
3,56,CC875A23,15629,15629,15642,15655,"tea, then.","tea, then.",\xBEあ、騒がしいのは苦手そうだから判らんでもないが。,しいのは苦手そうだから判らんでもないが。
3,57,3A79DC02,15659,15659,15666,15673,\x81\x84のは苦手そうだから判らんでもないが。,\x81\x84のは苦手そうだから判らんでもないが。,\xAF苦手そうだから判らんでもないが。,そうだから判らんでもないが。
3,58,682C5E1D,15677,15677,15723,15757,\x81\x86だから判らんでもないが。,\x81\x86だから判らんでもないが。,\xBC\x8C她看起來就不太習慣喧鬧，也不是不能理解。,\xA7，也不是不能理解。
3,59,823C3EC8,15805,15805,15815,15825,"noise and chaos in
general, so I guess it's understandable.","noise and chaos in
general, so I guess it's understandable.","chaos in
general, so I guess it's understandable.","eneral, so I guess it's understandable."
3,60,277CECBA,15832,15832,15842,15852, so I guess it's understandable., so I guess it's understandable.,s it's understandable.,erstandable.
3,61,D1826A9B,15860,15860,15879,15898,ble.,ble.,"\x9Dの豪華な行列を眺めていると、
その後から次の行列がやってきた。","を眺めていると、
その後から次の行列がやってきた。"
3,62,6AB44DB1,15902,15902,15957,16009,"\x9C\xBAめていると、
その後から次の行列がやってきた。","\x9C\xBAめていると、
その後から次の行列がやってきた。",\x81\xA3てきた。,\x88\x97，然後下個隊列也來了。
3,63,EB880BEB,16072,16072,16188,16264," in the
procession go by, and before long,
another follows behind it."," in the
procession go by, and before long,
another follows behind it.",\x91\xB3だな。,ully drab one.
3,64,50BE2CC1,16324,16324,16364,16404,"る、
ということにしてやりたいが、それにしても地味だ。","る、
ということにしてやりたいが、それにしても地味だ。",いが、それにしても地味だ。,雖然很想把原因歸結於之前的隊列太過豪華，把這個隊列襯托得比較普通罷了，但這也實在是太普通了。
3,65,A0D97AB6,16458,16458,16543,16604,華，把這個隊列襯托得比較普通罷了，但這也實在是太普通了。,華，把這個隊列襯托得比較普通罷了，但這也實在是太普通了。,"I want to be able to say it's drab only by
comparison to the others, but... it's
really, REALLY drab.","others, but... it's
really, REALLY drab."
3,66,46596794,16674,16674,16799,16898,\x8Dた荷車は、派手ではなかったが細かな模様や綺麗な彩色がほどこされていた、品の良いものだった。,\x8Dた荷車は、派手ではなかったが細かな模様や綺麗な彩色がほどこされていた、品の良いものだった。,\x81\xA0った。,緻的花紋，塗漆也十分華麗美觀，是品質上乘之物。
3,67,8D05B431,16989,16989,17026,17051,"ulutieh in on
wasn't too flashy. Some colorful
decorations, but tasteful ones.","ulutieh in on
wasn't too flashy. Some colorful
decorations, but tasteful ones."," colorful
decorations, but tasteful ones.",t tasteful ones.
3,68,0B91C69F,17089,17089,17150,17196,"の車には、
そういったものがほとんど<施:ほどこ>されていない。","の車には、
そういったものがほとんど<施:ほどこ>されていない。",\x81\xA9こ>されていない。,車上根本沒有那些雕飾塗色。
3,69,C0CD153A,17263,17263,17400,17512,"rnaments
adorn the approaching cart at all.","rnaments
adorn the approaching cart at all.",荷車にも見えてしまう。,用的載貨車。
3,70,DDC82582,17610,17610,17717,17799, like farm equipment., like farm equipment.,"k to be dirty or beaten-up,
at least...","てつまらなくなったのだろう、
興味を無くしたようにそれぞれの仕事に戻っていった。"
3,71,7888F7F0,17903,17903,18040,18146,\x81\xA6いった。,\x81\xA6いった。,"ed to watch
slowly begins to splinter, losing interest.",\x8B？
3,72,FE1C855E,18245,18245,18364,18431,"g, then?","g, then?",\x81\x91る。,"For some reason, Nekone averts her
eyes in... embarrassment?"
3,73,C2550696,18528,18528,18598,18662,\xB3小姐～！」,\xB3小姐～！」,を呼ぶ声が聞こえてきた。,了一陣叫著貓音名字的聲音。
3,74,3303B443,18739,18739,18855,18946,"of the crowd, calling Nekone's name.","of the crowd, calling Nekone's name.",こちらに手を振っていた。,裡探出頭，朝這裡揮起了手。
3,75,0F4A378B,19039,19039,19158,19205,"n a young boy,
waving from the drab-looking cart.","n a young boy,
waving from the drab-looking cart.",w him?,\xA6\x8Bてネコネが少しばかり眉をしかめる。
3,76,8E326DF7,19305,19305,19400,19458,\x80\x82,\x80\x82,寄ってきた。,這邊。
3,77,456EBE52,19553,19553,19696,19791,\x81\xA7すネコネさん。　嬉しいなぁ、まさか帝都に着いたと同時にネコネさんに会えるなんて。,\x81\xA7すネコネさん。　嬉しいなぁ、まさか帝都に着いたと同時にネコネさんに会えるなんて。,"\xB3小姐。
好高興喔，沒想到剛抵達帝都就能見到貓音小姐。",", Nekone!
I didn't think I'd see you as soon as
I arrived. I'm so happy to see you!"
3,78,ADE6CD2B,19890,19890,20018,20094,です。,です。,\xBE\x86很有精神真是太好了，那之後有發生什麼事嗎？,"o see you well.
What's new with you?"
3,79,66BA1E8E,20164,20164,20240,20310,\xBC。,\xBC。,"けるが、
ネコネの返事は素っ気ないものだった。",\x91年以親切的語氣跟貓音說話，但貓音卻回得很冷淡。
3,80,70D9ABC8,20389,20389,20496,20569,"speaks to Nekone like they're
lifelong friends, but her responses are
conspicuously curt.","speaks to Nekone like they're
lifelong friends, but her responses are
conspicuously curt.","\x95まな態度なのだが、
少年はそれに気付いた様子は無く、
嬉しそうな笑顔を浮かべている。","\x8F、
嬉しそうな笑顔を浮かべている。"
3,81,7BBF2E36,20666,20666,20724,20770,\xB2\x92發現一般，仍舊是愉悅地笑著。,\xB2\x92發現一般，仍舊是愉悅地笑著。,"about this whole situation is
pretty clear, but he doesn't seem to get
the picture.","t he doesn't seem to get
the picture."
3,82,69C29A89,20803,20803,20928,21067,ure.,ure.,名帶刺呢。,\x8Cわれそうには見えないんだが。
3,83,42EFC94A,21169,21169,21335,21492,人啊。,人啊。,"\x81\xAA容姿だ。
その手の年上にはさぞモテそうだ。",\x91之間應該會很受歡迎吧。
3,84,5BF4F80B,21592,21592,21702,21760,"t kind of stuff
would fawn over.","t kind of stuff
would fawn over.","向大家介紹一下，
這是我的同鄉奇羽琉。","low me to introduce you. This is my
countryman, Kiwru."
3,85,14B56ECC,21831,21831,21958,22055,"\xBD\x94な紹介に少年は少し残念そうな顔を浮かべ、
微苦笑しつつ自分達へ礼をした。","\xBD\x94な紹介に少年は少し残念そうな顔を浮かべ、
微苦笑しつつ自分達へ礼をした。",的介紹，少年臉上浮現有點可惜的表情，略帶苦笑地向我們行了一禮。," boy#@－－#Kiwru#@－－#looks disappointed at
Nekone's overly brief introduction,
and he bows to us."
3,86,B0E3FD93,22156,22156,22205,22227,s.,s.,"\x81\x8B？
申し遅れました、私はエンナカムイのキウルと申します。
よろしくお願いします。","\x81\x97た、私はエンナカムイのキウルと申します。
よろしくお願いします。"
3,87,0DAE5F8D,22281,22281,22442,22539,"\x81\xBEす。
よろしくお願いします。","\x81\xBEす。
よろしくお願いします。",\x9A指教。,of Ennakamuy.
3,88,36778F3D,22620,22620,22675,22721,初次見面，我是久遠，請多指教。,初次見面，我是久遠，請多指教。,eet you. You can call me Kuon.,まは<薬師:くすし>をなさっている、とても聡明な方なのです。
3,89,93375D4F,22778,22778,22788,22798,聡明な方なのです。,聡明な方なのです。,\x96\xB9なのです。,\xA7す。
