start_offset_hex,start_offset_dec,byte_budget,ref_count,ja,locks,kr,,
0x16A3A,92730,31,0,は、はい、何でも……,[],"네, 아무것도……",10,9
0x16A8E,92814,52,0,迷惑とすら思われていなかったのか。,[],귀찮다는 수준도 아니었던 건가.,17,17
0x16B1B,92955,16,0,不憫な……,[],불쌍한……,5,5
0x16B45,92997,61,0,去りゆく一行を振り返り、そっと涙した……,[],"떠나는 행렬을 보며, 눈물을 훔쳤다…",20,20
0x17628,95784,64,0,特にあてもなく、市場通りをぶらぶらと歩く。,[],딱히 목적도 없이 시장 거리를 어슬렁거린다.,21,24
0x177D7,96215,85,0,まあ、焦ったところで良い人材が見つかるとは限らないしな。,[],"뭐, 서두른다고 좋은 인재가 바로 나오는 것도 아니고.",28,30
0x178BA,96442,34,0,モフモフ、ムグムグ……,[],"모후모후, 무그무그……",11,12
0x178FA,96506,88,0,ふ～む、アマムの粉を練った生地を発酵させ蒸したものらしいが,[],"흠, 아맘 가루를 반죽해 발효시킨 뒤 쪄낸 거라는데.",29,29
0x179D1,96721,142,0,ふっくらとしてて、微かな甘みと絶妙なモチモチ加減……人材捜しより、美味い物探しの成果は上々だな,[],폭신하고 은근한 단맛에 절묘한 쫀득함…… 인재 찾기보다 맛있는 것 찾는 성과가 더 좋네.,47,49
0x17B27,97063,43,0,そこのカッコイイおにーさん。,[],거기 멋진 오빠.,14,9
0x17B79,97145,19,0,{{LOCK_AT_DASH}}うん？,"[""{{LOCK_AT_DASH}}""]",{{LOCK_AT_DASH}}응?,19,18
0x17BA9,97193,107,0,"振り返るとそこには、
ほんわかとした雰囲気の少女がこちらを見つめていた。",[],"뒤돌아보니,
포근한 분위기의 소녀가 이쪽을 바라보고 있었다.",37,34
0x17DB5,97717,88,0,……コ、コイツ、可愛い顔してサラリと酷いこと呟きやがった。,[],"…이 녀석, 얼굴은 귀엽게 생겨 놓고 툭 내뱉는 말이 너무한데.",29,35
0x17EB8,97976,76,0,本気でそう思ったらしく、ガッカリ感を漂わせてる……,[],"진심 그렇게 생각한건지, 실망한 기색이 역력하다……",25,28
0x180AB,98475,110,0,"しかも、そのまま普通に語りかけてくるって……
まったく悪気が無いっぽい！？",[],"게다가 그 상태로 아무렇지 않게 말을 걸다니……
악의가 전혀 없는 것 같은데!?",38,45
0x181C1,98753,109,0,この『帝都百選』に載ってる白楼閣って名の旅籠屋、どこか知らん？,[],"이 『황도 백선』에 실린 백루각이라는 여관, 어디 있는지 알아?",31,35
0x182D4,99028,13,0,白楼閣？,[],백루각?,4,4
0x18308,99080,70,0,この辺で白楼閣っていうと……あそこしかないか。,[],이 근처에서 백루각이라면…… 거기뿐이겠네.,23,23
0x183D9,99289,52,0,ああ、知ってると言えば知ってるな。,[],"아, 알고 있냐고 하면 알고는 있지.",17,20
0x1844B,99403,98,0,"ホントけ？
なあなあ、良かったらどう行ったらいいか教えてくれへん？",[],"진짜야?
저기저기, 괜찮으면 어떻게 가면 되는지 알려줄래?",34,33
0x18521,99617,37,0,ああ、この大通りを{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]","아, 이 큰길을{{LOCK_AT_DASH}}",25,24
0x18590,99728,67,0,……自分もちょうど戻る所だし案内してやるか。,[],……나도 마침 돌아가던 길이니 안내해 줄까.,22,24
0x1865D,99933,118,0,ふぅん、お兄さんって白楼閣に住んでたんか。じゃあ、これからお隣さんになるんやね,[],"흐응, 오빠는 백루각에 살았던 거야? 그럼 이제부터 이웃이네.",39,34
0x18761,100193,16,0,お隣さん？,[],이웃?,5,3
0x18786,100230,85,0,そうやぇ。ウチも今日から白楼閣で暮らすことになってるんよ,[],그렇지. 나도 오늘부터 백루각에서 살게 됐거든.,28,26
0x18846,100422,13,0,へぇ……,[],헤에……,4,4
0x188E1,100577,124,0,さっきから、手元への視線が気になるんだが。正確には、自分が喰っているモノへの視線が,[],아까부터 손쪽을 자꾸 보는 게 신경 쓰이는데. 정확히는 내가 먹고 있는 걸 보는 시선이.,41,49
0x18A5E,100958,73,0,ぬぐ、そんなにジッと見られると喰いにくいだろうが,[],"으윽, 그렇게 빤히 보면 먹기 힘들잖아.",24,22
0x18B0C,101132,34,0,それ、美味しそうやなぁ,[],"그거, 맛있어 보인다~",11,12
0x18B5B,101211,31,0,………………食うか？,[],………………먹을래?,10,10
0x18BAB,101291,73,0,ホントけ？　催促したわけやないけど、ありがとな～,[],"진짜야? 조른 건 아니지만, 고마워~",24,20
0x18C62,101474,49,0,いやいや、明らかに催促してただろ,[],"아니, 누가 봐도 대놓고 조르던데.",16,19
0x18D01,101633,104,0,"おに～さん、ええヒトやねぇ。
ウチな、アトゥイ言うんぇ。おにーさんは？",[],"오빠, 좋은 사람이네.
나, 아투이라고 해. 오빠는?",36,30
0x18DE9,101865,7,0,は？,[],뭐?,2,2
0x18DFF,101887,44,0,"名前やぇ。
おにーさんの名前。",[],"이름 말이야.
오빠 이름.",16,15
0x18E65,101989,68,0,"ああ、名前な。　ハクだ。
ハクと呼ばれている。",[],"아, 이름. 하쿠야.
하쿠라고 불려.",24,21
0x18F82,102274,19,0,そ、そうか。,[],"그, 그렇구나.",6,8
0x1910D,102669,64,0,そうか、ちゃんとしたいい名前だったんだな。,[],"그렇구나, 제대로 된 좋은 이름이었네.",21,21
0x19193,102803,98,0,"そう言われるとくすぐったいというか、
本名でないとしても照れるな。",[],"그렇게 말하니까 간지럽다랄까,
본명이 아니라 해도 좀 부끄럽네.",34,36
0x192DD,103133,46,0,……おい、何故そこで沈黙する？,[],"……야, 왜 거기서 침묵해?",15,15
0x1935C,103260,73,0,それはいいとして、おにーさんてば、ほんに残念賞や,[],"그건 됐고, 오빠는 진짜 아쉽다~",24,18
0x19405,103429,55,0,流された上に、またもや残念賞とな！？,[],넘어간 것도 모자라 또 ‘아쉽다’고!?,18,21
0x194B6,103606,160,0,おにーさんの後ろ姿な、ほんにキュンってするくらいカッコよかったんよ。運命の人に会えたかと思ったくらいやもん,[],"오빠 뒷모습 있잖아, 진짜 심쿵할 정도로 멋있었거든. 운명의 상대 만난 줄 알았어.",53,46
0x19619,103961,118,0,なのに、ふり返ったらガッカリやなんて……ウチのトキメキを返して欲しいくらいやわ,[],근데 돌아보니까 실망이라니…… 내 설렘 돌려주고 싶을 정도야.,39,34
0x1974F,104271,175,0,なにがトキメキだ、この純情なおにーさんの砕け散った心を返せ。さんざん持ち上げておいてから、どん底に落としおってからに,[],"설렘은 무슨, 이 순정 오빠의 산산조각 난 마음부터 돌려줘. 한껏 띄워놓고 바닥에 처박다니.",58,51
0x198F1,104689,116,0,ったく、何が言いたいんだ？　褒めてるんだか貶してるんだか、どっちだ ,[],"도대체 뭘 말하고 싶은 거야? 칭찬하는 거야, 까는 거야?",34,32
0x19A0F,104975,43,0,ほえ？　ほめてるんやけど……,[],응? 칭찬하는 건데……,14,12
0x19A79,105081,28,0,…………ソウデスカ,[],………그렇습니까.,9,9
0x19AC0,105152,140,0,"なあなあ、その白楼閣ってどんなトコなん？
ウチな、帝都に来るの初めてやから、何も知らないんよ。",[],"저기저기, 그 백루각이라는 데는 어떤 곳이야?
나 황도 처음이라 아무것도 모르거든.",48,47
0x19C15,105493,119,0,"どんなところ……と言われてもな。
そうだな……とりあえずデカイ湯船の風呂がある。",[],"어떤 곳이냐고 해도……
그래, 일단 큰 욕조가 있는 목욕탕이 있어.",41,38
0x19D37,105783,104,0,"泊まり心地はいいな。
寝床は広いし、メシも美味いし、特に風呂は最高だ。",[],"숙박은 괜찮아.
잠자리도 넓고 밥도 맛있고, 특히 목욕탕이 최고지.",36,38
0x19E61,106081,82,0,この帝都ですら、あれだけの大浴場はなかなか無いらしい。,[],이 황도에서도 그런 대욕장은 좀처럼 없다더라.,27,25
0x19F42,106306,110,0,"ふわ～、それは楽しみやぇ。
ウチを出て独り暮らしを選んだの、正解かもな～。",[],"우와~ 그거 기대된다.
집을 나와서 혼자 살기로 한 거, 정답일지도~",38,39
0x1A070,106608,73,0,……家を出てって、まさか家出とか言わんだろうな。,[],"……집을 나왔다고, 설마 가출이라곤 안 하겠지?",24,26
0x1A135,106805,79,0,ん～？　ウチを出たのは、とと様に言われたからやけど。,[],응~? 집을 나온 건 아버님이 시켜서인데.,26,23
0x1A1E2,106978,119,0,"何でも仕来りらしくて、
姫殿下の聖誕祭に合わせて上京することになってな？",[],"뭐 관례라나 뭐라나,
공주 전하 성탄제에 맞춰 상경하게 됐다나?",37,36
0x1A31F,107295,110,0,"それで、遠路遙々やって来て、
ついさっき帝都に着いたとこなんよ。",[],"그래서 먼 길을 와서,
방금 황도에 도착한 참이야.",33,29
0x1A430,107568,19,0,そいつは……,[],그럼……,6,4
0x1A457,107607,116,0,"もしかしてルルティエやキウルと同じか。
つまり、いいとこのお嬢さんってことか？",[],"혹시 루루티에나 키우루랑 같은 경우네.
즉, 좋은 집 아가씨라는 거야?",40,40
0x1A571,107889,151,0,そう考えてみると、どことなく浮き世離れした雰囲気を漂わせてるな。仕草一つにしても品があるというか……,[],그렇게 생각하니 어쩐지 세상 물정 모르는 분위기가 있긴 하네. 몸짓 하나도 품이 있다랄까……,50,51
0x1A6D4,108244,173,0,"しかし、何処にも付き添いが居ないな。　そうだとすれば、
家来の一人くらい連れているはずなんだが……考えすぎか。",[],"근데, 곁에 시중드는 사람이 하나도 없네. 그렇다면
하인 한 명쯤은 데리고 있어야 할 텐데…… 내가 너무 생각했나.",56,65
0x1A851,108625,34,0,なあ、行列はどうした？,[],"야, 행렬은 어쩌고?",11,11
0x1A8BE,108734,82,0,鎌を掛けるわけではないが、さり気なく聞いてみる。,[],"떠보려는 건 아니지만, 슬쩍 물어본다.",24,21
0x1A9B9,108985,70,0,ん～？　窮屈で邪魔やから、脱け出してきたんぇ。,[],응~? 답답하고 거슬려서 빠져나왔지.,23,20
0x1AA8F,109199,64,0,こりゃまた、もしやと思ったらドンピシャか。,[],"이야, 설마 했더니 딱 맞았네.",21,17
0x1AB16,109334,104,0,"それに初めての帝都暮らしやもん。
やっぱ自由気ままに暮らしたいしなぁ。",[],"게다가 황도에서 처음 사는 거잖아.
역시 자유롭게 살고 싶기도 하고.",36,39
0x1AC11,109585,143,0,"とと様が屋敷を用意してくれたみたいやけど、
そんなんよりナイショで一人暮らしすることにしたんぇ。",[],"아버님이 저택을 준비해 주신 것 같긴 한데,
그런 것보다 몰래 혼자 살기로 했거든.",49,47
0x1AD67,109927,46,0,屋敷を用意って……そこまでか。,[],저택을 준비했다니… 그 정도야?,15,17
0x1ADEC,110060,125,0,"ていうか、勝手に脱けだして黙って一人暮らしって。
今頃大騒ぎになってるんじゃないか？",[],"아니, 멋대로 빠져나와서 말도 없이 혼자 살겠다니.
지금쯤 난리 난 거 아니야?",43,45
0x1AF1F,110367,49,0,まぁ、こっちには関係ないことか。,[],"뭐, 나랑은 상관없는 일이긴 하지만.",16,20
0x1AF91,110481,67,0,様々な屋台に興味を示し、足を止めるアトゥイ。,[],여러 노점에 흥미를 갖고 발길을 멈추는 아투이.,22,26
0x1B077,110711,134,0,"それに付き合っていたら、ずいぶんと時間を食ってしまったが、
やがて楼閣の外観が見えてくる。",[],"거기에 어울려 주다 보니 꽤 시간이 흘렀지만,
이윽고 백루각의 외관이 보이기 시작했다.",46,49
0x1B1C1,111041,119,0,"ふわぁ#@～～#、なんか他のと違う、見たことない感じで綺麗やなぁ。
いい雰囲気やぇ。",[],"우와#@～～#, 뭔가 다른 데랑 달라. 처음 보는 느낌인데 예쁘네.
분위기 좋다~",43,46
0x1B42B,111659,47,0,"あ、お帰りハク。
成果はあった？",[],"아, 다녀왔어 하쿠.
성과는 있었어?",17,21
0x1B4B4,111796,119,0,"門の前まで来ると、どこかへ出かけるつもりだったのか、
クオンが玄関から出てきた。",[],"문 앞까지 오자, 어딘가 나갈 생각이었는지
쿠온이 현관에서 나왔다.",41,38
0x1B5D4,112084,71,0,"へ？　あ、ああ。
いや……やっぱなかなか……な？",[],"어? 아, 아아.
아니…… 역시 좀…… 그렇지?",25,27
0x1B6A6,112294,125,0,"そっか。　うん、仕方ないかな。
簡単に見つかるものでもないし、焦らずに根気よく捜そ。",[],"그렇구나. 어쩔 수 없지.
쉽게 찾을 수 있는 것도 아니니까, 조급해하지 말고 끈기 있게 찾자.",43,53
0x1B7EC,112620,16,0,そうだな。,[],그래.,5,3
0x1B80C,112652,79,0,ヤバイ、人材捜しのことなんか、すっかり忘れてたよ……,[],"망했다, 인재 찾는 건 완전히 잊고 있었네……",26,25
0x1B8C4,112836,149,0,"ほわわ、すごい別嬪さんや。
なぁなぁおにーさん、この別嬪さんて、知り合いなんけ？",[],"우와, 엄청 미인이다.
저기저기 오빠, 이 미인분은 아는 사이야?",41,37
0x1B9F3,113139,67,0,知り合い……というか、同じくここの住人だな。,[],"아는 사이……라기보단, 여기 사는 사람이야.",22,24
0x1BA9C,113308,25,0,ハク、この方は？,[],"하쿠, 이분은?",8,8
0x1BADD,113373,119,0,"ああ、今日からここに住むらしい。
道が判らないって言うから、案内してきたんだが。",[],"아, 오늘부터 여기서 지낸다더라.
길을 모르겠다고 해서 안내해 왔어.",41,39
0x1BC09,113673,113,0,"ウチ、アトゥイいうぇ。
今日からここで、お世話になるんよ。　よろしゅうなぁ。",[],"나, 아투이라고 해.
오늘부터 여기서 신세 질게. 잘 부탁해~",39,35
0x1BCFC,113916,98,0,"そうなんだ。
私はクオン、こちらこそよろしくお願いかな。",[],"그렇구나.
난 쿠온이야. 이쪽이야말로 잘 부탁해.",29,28
0x1BDDB,114139,128,0,"同じくここを仮住まいとしているから、
何か困ったことがあったら遠慮無く言ってほしいな。",[],"나도 여길 임시 거처로 삼고 있으니까,
곤란한 일이 있으면 사양 말고 말해 줘.",44,45
0x1BF13,114451,43,0,うひひ、なぁなぁおにーさん♪,[],"히히, 저기저기 오빠♪",14,12
0x1BF74,114548,7,0,ん？,[],응?,2,2
0x1C0A8,114856,13,0,……は？,[],……뭐?,4,4
0x1C0CE,114894,19,0,ちゃうのん？,[],아닌 거야?,6,6
0x1C0FA,114938,28,0,ああ、ちゃうちゃう,[],"아, 아니지 아니지.",9,11
0x1C138,115000,61,0,ホントけ？　アツアツちゃうんちゃうのん？,[],진짜? 둘이 꽁냥꽁냥한 사이 아닌 거야?,20,22
0x1C2B4,115380,76,0,ていうかクオンと恋人同士？　考えたこともなかった。,[],쿠온이랑 연인 사이라는 거? 생각해 본 적도 없는데.,25,29
0x1C372,115570,128,0,"あはは、ご期待に添えなくて残念だけど、
私とハクは、そんな関係じゃないかな。",[],"아하하, 기대에 못 미쳐서 미안하지만,
나랑 하쿠는 그런 관계가 아니야.",39,41
0x1C490,115856,49,0,なんやぁ、ホントにちゃうのん……,[],뭐야~ 진짜 아닌 거네……,16,14
0x1C4FC,115964,43,0,なんでそこで残念そうなんだ。,[],왜 거기서 아쉬워하냐.,14,12
0x1C56A,116074,98,0,"ん～？　もしそうなら、
今後の参考にいろいろ聞いてみたかったんよ。",[],"음~? 만약 그렇다면
앞으로 참고하려고 이것저것 물어보고 싶었거든.",34,38
0x1C67B,116347,110,0,"アレとかコレとか、
恋人同士ならいろいろスゴイことしてるんやろうなぁって。",[],"이것저것,
연인 사이면 막 엄청난 일도 하고 그럴 거 아냐~",38,34
0x1C7B0,116656,34,0,ア……アレとかコレ……,[],그……그것저것……,11,9
0x1C80E,116750,122,0,"せっかく帝都に来たんやもん。
どうせなら火傷をするような恋の一つもしてみたいんよ。",[],"기왕 황도까지 왔으니까.
어차피라면 불타버릴 듯한 사랑 하나쯤 해 보고 싶거든.",42,45
0x1C93E,117054,34,0,うひひ、恥ずかしいぇ。,[],"히히, 부끄럽다~",11,9
0x1C9A7,117159,67,0,恋って……いったい帝都まで何しに来たんだか。,[],사랑이라…… 대체 황도엔 뭐 하러 온 거야.,22,24
0x1CA4C,117324,61,0,いややなぁ、恋をしに来たに決まってるぇ。,[],싫다~ 사랑하러 온 게 당연하잖아.,20,19
0x1CACF,117455,19,0,そ、そうか。,[],"그, 그렇구나.",6,8
0x1CAFB,117499,37,0,迷い無く言い切ったよ……,[],딱 잘라 말하네……,12,10
0x1CB65,117605,25,0,恋……恋ねぇ……,[],사랑… 사랑이라.,8,9
0x1CBAD,117677,154,0,ほんなら、もう行くな？　とと様が追っ手に四天王なんか差し向けてくるから、ちょっとだけ疲れちゃったんよ。,[],"그럼, 난 이제 갈게?
아부지가 추격대니 사천왕이니까지 보내서, 좀 지쳤거든.",51,44
0x1CD0F,118031,104,0,"うひひひ、あれだけ念入りに潰したら、
もう追っ手の心配はいらないぇ……",[],"히히히, 그렇게 정성껏 박살냈으니
이제 추격대 걱정은 안 해도 돼……",36,39
0x1CE3B,118331,76,0,……さり気なく、とんでないことを言ってる気がする。,[],"……아무렇지도 않게, 엄청난 소릴 한 것 같은데.",25,27
0x1CF21,118561,104,0,"それなら、お風呂で汗を流してくるといいかな。
ここのお湯は最高だから。",[],"그럼 목욕으로 땀을 씻고 오면 좋겠네.
여기 물은 최고거든.",36,34
0x1D013,118803,82,0,そうさせてもらうぇ、ここのお風呂も楽しみにしてたんよ。,[],그럴게~ 여기 목욕도 기대하고 있었어.,27,21
0x1D0D9,119001,85,0,そんならおにーさん、ここまで案内してくれてありがとなぁ。,[],"그럼 오빠, 여기까지 데려다줘서 고마워~",28,22
0x1D18B,119179,19,0,あ、ああ……,[],"아, 아아……",6,7
0x1D1BB,119227,52,0,手を振りながら去って行くアトゥイ。,[],손을 흔들며 떠나가는 아투이.,17,16
0x1D254,119380,46,0,ふぅ……何か、妙に疲れたな……,[],"후우… 뭔가, 괜히 피곤하네…",15,16
0x1D2D3,119507,49,0,何だか、ちょっと変わった子だね。,[],"뭔가 좀, 독특한 애네.",16,13
0x1D338,119608,22,0,……そうだな。,[],……그러게.,7,6
0x1D36A,119658,149,0,"否定はしないが、お前が言うなと言う気持ちで一杯だ。
変わっているという点ではクオンも負けてないだろ。",[],"부정하진 않겠지만, 네가 그런 말 할 처지는 아니란 생각이 가득하다.
별나다는 점에선 쿠온도 만만치 않잖아.",51,61
0x1D4A4,119972,85,0,白楼閣に入ってゆく少女を見送りながら、そんな事を思った。,[],"백루각으로 들어가는 소녀를 배웅하며, 그런 생각을 했다.",28,31
0x1DB84,121732,88,0,オシュトルの弟分であるキウルも加わり、意気揚がるハクたち。,[],"오슈토루의 동생분인 키우루까지 합류해, 기세가 오른 하쿠 일행.",29,35
0x1DC8F,121999,85,0,その最初の任務は、モズヌ盗賊団を再び捕らえることだった。,[],"그 첫 임무는, 모즈누 도적단을 다시 붙잡는 것이었다.",28,30
0x1DD6A,122218,167,0,"かの盗賊一味は、捕縛された後に収監されていたが、
官吏の隙をついて脱獄し、広い帝都のどこかに潜伏しているという。",[],"그 도적 무리는 붙잡힌 뒤 감옥에 갇혀 있었지만,
관리의 틈을 타 탈옥해 넓은 황도 어딘가에 숨어 있다고 한다.",57,63
0x1DF41,122689,76,0,ずる賢いモズヌのこと、困難な任務になると思われた。,[],"그 모즈누인 만큼, 쉽지 않은 임무가 될 것 같았다.",25,29
0x1E14A,123210,76,0,一目散に逃げるモズヌを、ハクたちは必死で追う{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]","도망치는 모즈누를, 일행은 필사적으로 쫓는다{{LOCK_AT_DASH}}",38,40
0x1E20D,123405,76,0,頭もどりやしたか。んじゃ、そろそろ俺達も風呂に……,[],정신 차렸냐? 그럼 우리도 슬슬 목욕이나……,25,24
0x1E25C,123484,82,0,なに悠長なこと言ってんじゃんヨ！　追っ手が来やがった！,[],뭐가 그렇게 한가해! 추격대가 왔다고!,27,21
0x1E315,123669,130,0,バカヤロウ、んなコトよりとっとと逃げるじゃん！　あのクソ鳥が追いかけてきてるじゃんヨ！,[],"이 자식아, 그런 거보다 얼른 튀자! 저 빌어먹을 새가 따라오고 있잖아!",43,40
0x1E39A,123802,40,0,クココ……クココココ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",쿠코코……쿠코코코코{{LOCK_AT_DASH}},26,26
0x1E3C5,123845,52,0,げえッ！？　あ、アイツは{{LOCK_AT_DASH}}！！,"[""{{LOCK_AT_DASH}}""]","으악!? 아, 아까 그놈은{{LOCK_AT_DASH}}!!",30,32
0x1E3FC,123900,118,0,だから言ったじゃん、あの禍日神が追いかけてきやがったってヨ！！,[],그러니까 말했잖아! 그 재앙의 신이 따라오고 있다니까!,31,30
0x1E4A0,124064,94,0,非道い言われようだな。まぁ、あれだけやられたら無理も無いか……,[],"말이 참 심하네. 뭐, 그렇게 당했으면 무리도 아니지만……",31,32
0x1E501,124161,40,0,あ、あの……誤解ですっ……,[],"저, 저기…… 오해예요……!",13,15
0x1E52C,124204,52,0,テメエ等、とっととズラかるじゃん！,[],"너희들, 얼른 튀어!",17,11
0x1E563,124259,22,0,う、ういっス！,[],"네, 넵!",7,5
0x1E57C,124284,46,0,あっ……ま、待って下さい{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]","아…… 자, 잠깐만요{{LOCK_AT_DASH}}",28,27
0x1E5AD,124333,16,0,あっ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",아{{LOCK_AT_DASH}},18,17
0x1E5C0,124352,37,0,待て、一人で先に行くな！,[],"기다려, 혼자 먼저 가지 마!",12,16
0x1E604,124420,55,0,ゼェ、ゼェ{{LOCK_AT_DASH}}、ここまで来れば……,"[""{{LOCK_AT_DASH}}""]","헉, 헉{{LOCK_AT_DASH}}…… 여기까지 오면……",31,32
0x1E63B,124475,37,0,呼、呼{{LOCK_AT_DASH}}到這的話……,"[""{{LOCK_AT_DASH}}""]",呼、呼{{LOCK_AT_DASH}}到這的話……,25,25
0x1E68C,124556,46,0,待って下さい、お願いします……,[],"기다려 주세요, 부탁이에요……",15,16
0x1E6E7,124647,25,0,ホロロロロロッ！,[],호로로로로로!,8,7
0x1E71B,124699,64,0,ヒィ{{LOCK_AT_DASH}}！？　お、追いかけて来やがった！,"[""{{LOCK_AT_DASH}}""]","히익{{LOCK_AT_DASH}}!? 따, 따라와 버렸잖아!",34,33
0x1E79D,124829,85,0,あ、あの……ごめんなさい……この間はココポがご迷惑を……,[],"저, 저기…… 죄송해요…… 지난번엔 코코포가 폐를……",28,29
0x1E87D,125053,116,0,"でも……でもお願いです、
このコのこと、そんなふうに言わないであげて下さい……",[],"하지만…… 부탁이에요,
이 아이를 그런 식으로 말하지 말아 주세요……",40,39
0x1E95B,125275,52,0,ココポはとってもいいコなんです……,[],코코포는 정말 착한 아이라서요……,17,18
0x1EAB6,125622,19,0,ですから……,[],그러니까……,6,6
0x1EADF,125663,10,0,ふ……,[],후……,3,3
0x1EAFA,125690,49,0,巫山戯んなぁぁぁぁッ！！,[],장난치지 마아아아아!!,12,12
0x1EB57,125783,16,0,ひゃぅ……,[],햐우……,5,4
0x1EB76,125814,73,0,そんなバケモノみたいなのの、どこがホロロン鳥だ！,[],저런 괴물 같은 게 무슨 호로론새야!,24,20
0x1EC22,125986,91,0,どう見たって禍日神に取り憑かれてるじゃんヨ！,[],누가 봐도 재앙의 신이 들린 거잖아!,22,20
0x1ECF7,126199,16,0,そんな……,[],그런……,5,4
0x1ED21,126241,40,0,ココポに酷い言いようだね。,[],코코포한테 말이 심하네.,13,13
0x1ED99,126361,64,0,そうです、そのような言い方、ヒドイのです。,[],맞아요. 그런 말투는 너무해요.,21,17
0x1EE29,126505,113,0,"これが普通のホロロン鳥に見えるってか？
オメェ等、目が腐ってんじゃねえの！？",[],"이게 평범한 호로론새로 보이냐?
너희들 눈이 썩은 거 아니야!?",39,36
0x1EF40,126784,140,0,"ホロロン鳥ってのはな、もっと小さいじゃん！
もっと愛嬌があるじゃん！　もっと色鮮やかじゃん！！",[],"호로론새는 말이야, 더 작잖아!
더 애교 있잖아! 더 알록달록하잖아!!",48,40
0x1F08A,127114,25,0,……そうなのか？,[],……그래?,8,5
0x1F0E2,127202,13,0,ネコネ？,[],네코네?,4,4
0x1F11F,127263,40,0,二人とも、何で目をそらす。,[],"둘 다, 왜 시선을 피하냐.",13,15
0x1F2D1,127697,43,0,ホロロ、ホロロロロロロロッ！,[],"호로로, 호로로로로로로로!",14,14
0x1F32F,127791,70,0,うるせぇぇぇッ、この地味地味な、ウンコ色鳥！！,[],시끄러워! 이 칙칙한 똥색 새야!!,23,19
0x1F3D3,127955,67,0,ココポは……ココポは……地味なんかじゃない！,[],코코포는…… 코코포는…… 칙칙한 게 아니야!,22,24
0x1F470,128112,16,0,ヒッ{{LOCK_AT_DASH}},"[""{{LOCK_AT_DASH}}""]",히익{{LOCK_AT_DASH}},18,18
0x1F49E,128158,43,0,ルルティエが……吼えただと？,[],루루티에가…… 화를냈다고?,14,14
0x1F50C,128268,119,0,"な、ななな、なんだチクショウ、ほんとの……
ホントのことを言っただけじゃんよ……",[],"으, 으으 뭐야 젠장, 진짜……
진짜 사실만 말했을 뿐이잖아……",41,36
0x1F612,128530,73,0,や、ヤッちゃうぞテメェ等……やっちゃうからな！？,[],"야, 야! 너희들…… 해치운다!? 진짜 해치운다니까!?",24,30
0x1F8C8,129224,149,0,"束の間の安らぎを堪能するハクたち。
この先も彼らは、帝都に安寧をもたらすため、奔走することであろう。",[],"잠깐의 평온을 즐기는 일행.
앞으로도 그들은 황도에 평안을 가져오기 위해 분주히 뛰어다니게 될 것이다.",51,57
0x1FA3A,129594,82,0,そしてそれは、あくまで民衆の与り知らぬところであった。,[],"그것은, 민중이 알 수 없는 곳에서 이루어지는 일이었다.",27,31
0x1FB10,129808,85,0,アトゥイを仲間に加え、さらに活躍の場が広がったハクたち。,[],"아투이를 동료로 맞이해, 일행의 활약 무대는 더욱 넓어졌다.",28,33
0x1FBF6,130038,79,0,時あたかも、帝都は年に一度の皇女聖誕祭を迎えていた。,[],"때마침 황도는, 매년 열리는 성탄제를 맞이하고 있었다.",26,30
0x1FDE6,130534,58,0,帝に心酔する無双の豪傑、豪腕のヴライ。,[],"황제를 흠모하는 호걸, 호완의 브라이.",19,21
0x1FE94,130708,82,0,常勝無敗の智将であり左近衛大将ミカヅチの兄、ライコウ。,[],"좌근위대장 미카즈치의 형, 라이코우.",27,20
0x1FF91,130961,64,0,海運国シャッホロの皇、溟海のソヤンケクル。,[],"해운국 샤호로의 황, 명해의 소얀케쿠루.",21,22
0x2004A,131146,76,0,ルルティエの父であるクジュウリ皇、楽土のオーゼン。,[],"루루티에의 아버지인 쿠쥬우리 황, 낙토의 오젠.",25,26
0x2010A,131338,64,0,強弓の使い手、イズルハ皇、調弦のトキフサ。,[],"강궁의 명수, 이즈루하 황, 조현의 토키후사.",21,25
0x20276,131702,67,0,護りの戦いを得意とする女傑、鎮守のムネチカ。,[],"수비전에 능한 여걸, 진수의 무네치카.",22,21
0x2032B,131883,28,0,そしてデコポンポ。,[],그리고 데코폼포.,9,9
0x20372,131954,100,0,歳幼くも既に皇としての威厳を湛える皇女アンジュに、民衆は熱狂した。,[],"어리지만 이미 황으로서의 위엄을 갖춘 황녀 안쥬에게, 민중은 열광했다.",33,39
0x204A6,132262,149,0,"聖誕祭の興奮が去り、帝都に日常が戻った頃。
再び現れた謎の双子により、ハクは不思議な庭園に招かれる。",[],"성탄제가 끝나고 황도에 일상이 돌아올 즈음.
다시 나타난 쌍둥이에 의해 하쿠는 기묘한 정원으로 초대된다.",51,58
0x20657,132695,82,0,庭園の主である老人はミト、従う女性はホノカと名乗った。,[],"정원의 노인은 미토, 옆의 여성은 호노카라 이름을 밝혔다.",27,32
0x20752,132946,109,0,ミトに請われるまま、記憶をなくしてから今までの境遇を話して聞かせるハク。,[],"미토의 부탁을 받고, 기억을 잃은 뒤 지금까지의 사정을 들려주는 하쿠.",36,39
